floor,04
location,002
type,Plug
14-10-2024,03:00,2.96
14-10-2024,04:00,0.94
14-10-2024,05:00,1.13
14-10-2024,06:00,4.16
14-10-2024,07:00,1.43
14-10-2024,08:00,1.18
14-10-2024,09:00,3.29
14-10-2024,10:00,3.23
14-10-2024,11:00,3.39
14-10-2024,12:00,2.96
14-10-2024,13:00,3.63
14-10-2024,14:00,3.41
14-10-2024,15:00,1.76
14-10-2024,16:00,1.26
14-10-2024,17:00,3.57
14-10-2024,18:00,3.15
14-10-2024,19:00,1.53
14-10-2024,20:00,0.46
14-10-2024,21:00,0.49
14-10-2024,22:00,0.76
14-10-2024,23:00,0
15-10-2024,00:00,1.38
15-10-2024,01:00,0.46
15-10-2024,02:00,0.54
15-10-2024,03:00,0
15-10-2024,04:00,0.68
15-10-2024,05:00,0
15-10-2024,06:00,3.22
15-10-2024,07:00,2.67
15-10-2024,08:00,2.52
15-10-2024,09:00,2.86
15-10-2024,10:00,3.98
15-10-2024,11:00,1.52
15-10-2024,12:00,2.07
15-10-2024,13:00,2.95
15-10-2024,14:00,2.38
15-10-2024,15:00,3.01
15-10-2024,16:00,3.44
15-10-2024,17:00,2.66
15-10-2024,18:00,5
15-10-2024,19:00,1.94
15-10-2024,20:00,1.02
15-10-2024,21:00,0.48
15-10-2024,22:00,2.1
15-10-2024,23:00,0
16-10-2024,00:00,0.07
16-10-2024,01:00,2.21
16-10-2024,02:00,1.72
16-10-2024,03:00,0
16-10-2024,04:00,1.78
16-10-2024,05:00,1.19
16-10-2024,06:00,3.47
16-10-2024,07:00,4.12
16-10-2024,08:00,2.76
16-10-2024,09:00,4.87
16-10-2024,10:00,4.92
16-10-2024,11:00,3.27
16-10-2024,12:00,1.54
16-10-2024,13:00,3.32
16-10-2024,14:00,3.92
16-10-2024,15:00,5
16-10-2024,16:00,2.76
16-10-2024,17:00,2.72
16-10-2024,18:00,3.48
16-10-2024,19:00,1.44
16-10-2024,20:00,2.11
16-10-2024,21:00,1.56
16-10-2024,22:00,2.62
16-10-2024,23:00,0.88
17-10-2024,00:00,1.83
17-10-2024,01:00,0.87
17-10-2024,02:00,0.33
17-10-2024,03:00,2.01
17-10-2024,04:00,1.09
17-10-2024,05:00,2.55
17-10-2024,06:00,1.99
17-10-2024,07:00,3.52
17-10-2024,08:00,3.1
17-10-2024,09:00,1.98
17-10-2024,10:00,3.99
17-10-2024,11:00,2.31
17-10-2024,12:00,2.86
17-10-2024,13:00,3.38
17-10-2024,14:00,3.05
17-10-2024,15:00,3.02
17-10-2024,16:00,3.19
17-10-2024,17:00,2.95
17-10-2024,18:00,4.51
17-10-2024,19:00,0
17-10-2024,20:00,0.74
17-10-2024,21:00,1.2
17-10-2024,22:00,1.79
17-10-2024,23:00,1.86
18-10-2024,00:00,2.27
18-10-2024,01:00,1.11
18-10-2024,02:00,1.71
18-10-2024,03:00,0
18-10-2024,04:00,0
18-10-2024,05:00,2.58
18-10-2024,06:00,2.75
18-10-2024,07:00,4.08
18-10-2024,08:00,2.64
18-10-2024,09:00,2.87
18-10-2024,10:00,1.19
18-10-2024,11:00,3.09
18-10-2024,12:00,2.72
18-10-2024,13:00,2.11
18-10-2024,14:00,1.51
18-10-2024,15:00,2.37
18-10-2024,16:00,3.06
18-10-2024,17:00,2.14
18-10-2024,18:00,3.89
18-10-2024,19:00,1.95
18-10-2024,20:00,0
18-10-2024,21:00,0.5
18-10-2024,22:00,1.3
18-10-2024,23:00,1.35
19-10-2024,00:00,0
19-10-2024,01:00,1.26
19-10-2024,02:00,3.43
19-10-2024,03:00,0.1
19-10-2024,04:00,0.59
19-10-2024,05:00,2.68
19-10-2024,06:00,3.9
19-10-2024,07:00,1.39
19-10-2024,08:00,2.27
19-10-2024,09:00,1.55
19-10-2024,10:00,3.27
19-10-2024,11:00,3.48
19-10-2024,12:00,3.4
19-10-2024,13:00,4.09
19-10-2024,14:00,1.51
19-10-2024,15:00,3.75
19-10-2024,16:00,5
19-10-2024,17:00,2.76
19-10-2024,18:00,0.53
19-10-2024,19:00,1.07
19-10-2024,20:00,0
19-10-2024,21:00,0
19-10-2024,22:00,1.75
19-10-2024,23:00,1.47
20-10-2024,00:00,0.03
20-10-2024,01:00,0
20-10-2024,02:00,1.84
20-10-2024,03:00,0.66
20-10-2024,04:00,0.37
20-10-2024,05:00,1.08
20-10-2024,06:00,1.72
20-10-2024,07:00,5
20-10-2024,08:00,3.68
20-10-2024,09:00,2.51
20-10-2024,10:00,3.62
20-10-2024,11:00,1.91
20-10-2024,12:00,2.19
20-10-2024,13:00,2.68
20-10-2024,14:00,2.98
20-10-2024,15:00,1.42
20-10-2024,16:00,2.13
20-10-2024,17:00,2.31
20-10-2024,18:00,1.59
20-10-2024,19:00,1.89
20-10-2024,20:00,1.83
20-10-2024,21:00,0.78
20-10-2024,22:00,1.8
20-10-2024,23:00,0.29
21-10-2024,00:00,2.06
21-10-2024,01:00,0.93
21-10-2024,02:00,2.13
21-10-2024,03:00,0.35
21-10-2024,04:00,0.58
21-10-2024,05:00,0
21-10-2024,06:00,2.75
21-10-2024,07:00,2.73
21-10-2024,08:00,2.43
21-10-2024,09:00,2.28
21-10-2024,10:00,2.77
21-10-2024,11:00,3.69
21-10-2024,12:00,1.66
21-10-2024,13:00,5
21-10-2024,14:00,4.77
21-10-2024,15:00,3.3
21-10-2024,16:00,2.98
21-10-2024,17:00,2.16
21-10-2024,18:00,3.38
21-10-2024,19:00,1.79
21-10-2024,20:00,2.11
21-10-2024,21:00,1.31
21-10-2024,22:00,1.16
21-10-2024,23:00,0.42
22-10-2024,00:00,1.88
22-10-2024,01:00,1.12
22-10-2024,02:00,0.08
22-10-2024,03:00,3.52
22-10-2024,04:00,1.72
22-10-2024,05:00,1.59
22-10-2024,06:00,2.27
22-10-2024,07:00,4.86
22-10-2024,08:00,2.14
22-10-2024,09:00,3.41
22-10-2024,10:00,3.7
22-10-2024,11:00,3.45
22-10-2024,12:00,2.71
22-10-2024,13:00,0.59
22-10-2024,14:00,2.62
22-10-2024,15:00,2.29
22-10-2024,16:00,0.83
22-10-2024,17:00,3.46
22-10-2024,18:00,2.12
22-10-2024,19:00,2.15
22-10-2024,20:00,2.1
22-10-2024,21:00,2.29
22-10-2024,22:00,0.81
22-10-2024,23:00,1.01
23-10-2024,00:00,1.22
23-10-2024,01:00,0.9
23-10-2024,02:00,1.3
23-10-2024,03:00,1.73
23-10-2024,04:00,2.8
23-10-2024,05:00,2.16
23-10-2024,06:00,3.38
23-10-2024,07:00,1.71
23-10-2024,08:00,1.73
23-10-2024,09:00,2.87
23-10-2024,10:00,3.48
23-10-2024,11:00,3.57
23-10-2024,12:00,3.66
23-10-2024,13:00,1.86
23-10-2024,14:00,2.41
23-10-2024,15:00,2.68
23-10-2024,16:00,3.42
23-10-2024,17:00,2.46
23-10-2024,18:00,1.32
23-10-2024,19:00,1.64
23-10-2024,20:00,1.07
23-10-2024,21:00,0
23-10-2024,22:00,0.63
23-10-2024,23:00,0
24-10-2024,00:00,2.58
24-10-2024,01:00,1.37
24-10-2024,02:00,0.47
24-10-2024,03:00,0.83
24-10-2024,04:00,0.65
24-10-2024,05:00,0
24-10-2024,06:00,3.51
24-10-2024,07:00,2.72
24-10-2024,08:00,2.58
24-10-2024,09:00,2.82
24-10-2024,10:00,3.59
24-10-2024,11:00,2.92
24-10-2024,12:00,3.61
24-10-2024,13:00,2.73
24-10-2024,14:00,3.55
24-10-2024,15:00,1.87
24-10-2024,16:00,3.93
24-10-2024,17:00,1.63
24-10-2024,18:00,3.91
24-10-2024,19:00,0
24-10-2024,20:00,0.33
24-10-2024,21:00,0.24
24-10-2024,22:00,0.82
24-10-2024,23:00,1.5
25-10-2024,00:00,2.5
25-10-2024,01:00,1.7
25-10-2024,02:00,2.14
25-10-2024,03:00,0.72
25-10-2024,04:00,0
25-10-2024,05:00,0.24
25-10-2024,06:00,4.27
25-10-2024,07:00,3.92
25-10-2024,08:00,3.16
25-10-2024,09:00,4.19
25-10-2024,10:00,1.13
25-10-2024,11:00,3.96
25-10-2024,12:00,3.84
25-10-2024,13:00,3.44
25-10-2024,14:00,2.27
25-10-2024,15:00,5
25-10-2024,16:00,2.27
25-10-2024,17:00,1.53
25-10-2024,18:00,3.04
25-10-2024,19:00,0
25-10-2024,20:00,0
25-10-2024,21:00,0.95
25-10-2024,22:00,1.8
25-10-2024,23:00,1.38
26-10-2024,00:00,1.28
26-10-2024,01:00,1.71
26-10-2024,02:00,1.56
26-10-2024,03:00,0
26-10-2024,04:00,2.27
26-10-2024,05:00,0
26-10-2024,06:00,3.44
26-10-2024,07:00,3.27
26-10-2024,08:00,2.51
26-10-2024,09:00,4.08
26-10-2024,10:00,2.59
26-10-2024,11:00,3.53
26-10-2024,12:00,1.92
26-10-2024,13:00,2.61
26-10-2024,14:00,2.46
26-10-2024,15:00,3.72
26-10-2024,16:00,3.96
26-10-2024,17:00,1.49
26-10-2024,18:00,3.44
26-10-2024,19:00,2.67
26-10-2024,20:00,0.42
26-10-2024,21:00,0.35
26-10-2024,22:00,2.01
26-10-2024,23:00,1.1
27-10-2024,00:00,0.78
27-10-2024,01:00,1.11
27-10-2024,02:00,0
27-10-2024,03:00,1.19
27-10-2024,04:00,1.3
27-10-2024,05:00,0
27-10-2024,06:00,3.54
27-10-2024,07:00,4.08
27-10-2024,08:00,2.42
27-10-2024,09:00,2.29
27-10-2024,10:00,0.31
27-10-2024,11:00,2.13
27-10-2024,12:00,2.4
27-10-2024,13:00,3.35
27-10-2024,14:00,2.82
27-10-2024,15:00,3.6
27-10-2024,16:00,2.21
27-10-2024,17:00,2.4
27-10-2024,18:00,3.07
27-10-2024,19:00,0.71
27-10-2024,20:00,0.3
27-10-2024,21:00,0.67
27-10-2024,22:00,2.07
27-10-2024,23:00,0
28-10-2024,00:00,2.42
28-10-2024,01:00,0.48
28-10-2024,02:00,1.12
28-10-2024,03:00,0
28-10-2024,04:00,1.06
28-10-2024,05:00,0.55
28-10-2024,06:00,3.1
28-10-2024,07:00,3.43
28-10-2024,08:00,3.45
28-10-2024,09:00,3.56
28-10-2024,10:00,3.1
28-10-2024,11:00,3.12
28-10-2024,12:00,3.16
28-10-2024,13:00,3.77
28-10-2024,14:00,3.63
28-10-2024,15:00,2.81
28-10-2024,16:00,3.09
28-10-2024,17:00,2.51
28-10-2024,18:00,4.17
28-10-2024,19:00,0.43
28-10-2024,20:00,1.23
28-10-2024,21:00,2.4
28-10-2024,22:00,1.46
28-10-2024,23:00,2.51
29-10-2024,00:00,3.13
29-10-2024,01:00,0.53
29-10-2024,02:00,0.94
29-10-2024,03:00,0
29-10-2024,04:00,0.7
29-10-2024,05:00,1.45
29-10-2024,06:00,1.85
29-10-2024,07:00,4.42
29-10-2024,08:00,3.0
29-10-2024,09:00,0.81
29-10-2024,10:00,3.32
29-10-2024,11:00,4.93
29-10-2024,12:00,1.84
29-10-2024,13:00,2.76
29-10-2024,14:00,4.97
29-10-2024,15:00,3.4
29-10-2024,16:00,1.99
29-10-2024,17:00,4.33
29-10-2024,18:00,3.65
29-10-2024,19:00,0
29-10-2024,20:00,0.11
29-10-2024,21:00,0.21
29-10-2024,22:00,1.68
29-10-2024,23:00,0
