floor,03
location,006
type,AC2
05-10-2024,04:00,0.31
05-10-2024,05:00,0.42
05-10-2024,06:00,2.23
05-10-2024,07:00,2.33
05-10-2024,08:00,0.8
05-10-2024,09:00,2.99
05-10-2024,10:00,1.72
05-10-2024,11:00,3.75
05-10-2024,12:00,3.27
05-10-2024,13:00,3.0
05-10-2024,14:00,3.59
05-10-2024,15:00,3.24
05-10-2024,16:00,4.26
05-10-2024,17:00,4.68
05-10-2024,18:00,3.26
05-10-2024,19:00,0.85
05-10-2024,20:00,0.46
05-10-2024,21:00,0.55
05-10-2024,22:00,0
05-10-2024,23:00,3.0
06-10-2024,00:00,0
06-10-2024,01:00,0.5
06-10-2024,02:00,2.68
06-10-2024,03:00,1.22
06-10-2024,04:00,0
06-10-2024,05:00,2.78
06-10-2024,06:00,2.92
06-10-2024,07:00,2.1
06-10-2024,08:00,2.13
06-10-2024,09:00,1.29
06-10-2024,10:00,3.35
06-10-2024,11:00,2.72
06-10-2024,12:00,4.31
06-10-2024,13:00,1.83
06-10-2024,14:00,4.04
06-10-2024,15:00,2.81
06-10-2024,16:00,3.72
06-10-2024,17:00,4.91
06-10-2024,18:00,1.2
06-10-2024,19:00,1.6
06-10-2024,20:00,2.36
06-10-2024,21:00,0.84
06-10-2024,22:00,0.32
06-10-2024,23:00,0.64
07-10-2024,00:00,0.42
07-10-2024,01:00,1.59
07-10-2024,02:00,1.99
07-10-2024,03:00,1.25
07-10-2024,04:00,1.75
07-10-2024,05:00,1.84
07-10-2024,06:00,2.73
07-10-2024,07:00,3.58
07-10-2024,08:00,2.41
07-10-2024,09:00,3.13
07-10-2024,10:00,3.63
07-10-2024,11:00,0.22
07-10-2024,12:00,3.45
07-10-2024,13:00,0.39
07-10-2024,14:00,3.33
07-10-2024,15:00,2.82
07-10-2024,16:00,2.53
07-10-2024,17:00,1.83
07-10-2024,18:00,3.25
07-10-2024,19:00,1.31
07-10-2024,20:00,1.21
07-10-2024,21:00,0.82
07-10-2024,22:00,0.04
07-10-2024,23:00,0.92
08-10-2024,00:00,0
08-10-2024,01:00,1.64
08-10-2024,02:00,1.07
08-10-2024,03:00,2.0
08-10-2024,04:00,1.72
08-10-2024,05:00,0.69
08-10-2024,06:00,4.45
08-10-2024,07:00,1.49
08-10-2024,08:00,2.04
08-10-2024,09:00,4.51
08-10-2024,10:00,2.57
08-10-2024,11:00,3.5
08-10-2024,12:00,1.57
08-10-2024,13:00,2.62
08-10-2024,14:00,1.47
08-10-2024,15:00,2.84
08-10-2024,16:00,2.06
08-10-2024,17:00,4.35
08-10-2024,18:00,3.1
08-10-2024,19:00,1.17
08-10-2024,20:00,2.61
08-10-2024,21:00,1.58
08-10-2024,22:00,0.7
08-10-2024,23:00,2.26
09-10-2024,00:00,0.39
09-10-2024,01:00,0.52
09-10-2024,02:00,0.44
09-10-2024,03:00,0.26
09-10-2024,04:00,1.78
09-10-2024,05:00,2.81
09-10-2024,06:00,2.82
09-10-2024,07:00,2.58
09-10-2024,08:00,2.81
09-10-2024,09:00,2.56
09-10-2024,10:00,2.35
09-10-2024,11:00,3.81
09-10-2024,12:00,3.5
09-10-2024,13:00,2.63
09-10-2024,14:00,4.34
09-10-2024,15:00,2.33
09-10-2024,16:00,3.31
09-10-2024,17:00,4.57
09-10-2024,18:00,3.36
09-10-2024,19:00,0
09-10-2024,20:00,0.16
09-10-2024,21:00,0
09-10-2024,22:00,1.66
09-10-2024,23:00,2.37
10-10-2024,00:00,0.09
10-10-2024,01:00,0.63
10-10-2024,02:00,0
10-10-2024,03:00,0.1
10-10-2024,04:00,1.99
10-10-2024,05:00,0
10-10-2024,06:00,1.97
10-10-2024,07:00,2.94
10-10-2024,08:00,3.15
10-10-2024,09:00,4.38
10-10-2024,10:00,3.71
10-10-2024,11:00,3.22
10-10-2024,12:00,2.68
10-10-2024,13:00,4.12
10-10-2024,14:00,3.45
10-10-2024,15:00,2.17
10-10-2024,16:00,2.98
10-10-2024,17:00,2.31
10-10-2024,18:00,2.87
10-10-2024,19:00,2.27
10-10-2024,20:00,0.66
10-10-2024,21:00,0.8
10-10-2024,22:00,2.79
10-10-2024,23:00,0.55
11-10-2024,00:00,0.04
11-10-2024,01:00,1.24
11-10-2024,02:00,1.79
11-10-2024,03:00,0
11-10-2024,04:00,0
11-10-2024,05:00,0
11-10-2024,06:00,3.32
11-10-2024,07:00,4.6
11-10-2024,08:00,2.29
11-10-2024,09:00,1.31
11-10-2024,10:00,3.6
11-10-2024,11:00,3.72
11-10-2024,12:00,2.81
11-10-2024,13:00,3.24
11-10-2024,14:00,2.98
11-10-2024,15:00,3.43
11-10-2024,16:00,3.04
11-10-2024,17:00,2.02
11-10-2024,18:00,2.07
11-10-2024,19:00,0.17
11-10-2024,20:00,1.68
11-10-2024,21:00,2.58
11-10-2024,22:00,2.07
11-10-2024,23:00,0
12-10-2024,00:00,0.82
12-10-2024,01:00,2.07
12-10-2024,02:00,0.18
12-10-2024,03:00,1.15
12-10-2024,04:00,1.0
12-10-2024,05:00,0.46
12-10-2024,06:00,2.9
12-10-2024,07:00,4.18
12-10-2024,08:00,3.28
12-10-2024,09:00,1.72
12-10-2024,10:00,4.98
12-10-2024,11:00,2.35
12-10-2024,12:00,2.25
12-10-2024,13:00,2.67
12-10-2024,14:00,3.07
12-10-2024,15:00,1.24
12-10-2024,16:00,2.2
12-10-2024,17:00,2.95
12-10-2024,18:00,2.21
12-10-2024,19:00,1.6
12-10-2024,20:00,0.09
12-10-2024,21:00,1.73
12-10-2024,22:00,1.33
12-10-2024,23:00,0.72
13-10-2024,00:00,2.25
13-10-2024,01:00,2.24
13-10-2024,02:00,1.38
13-10-2024,03:00,1.23
13-10-2024,04:00,3.44
13-10-2024,05:00,1.31
13-10-2024,06:00,2.68
13-10-2024,07:00,2.98
13-10-2024,08:00,3.77
13-10-2024,09:00,3.69
13-10-2024,10:00,2.99
13-10-2024,11:00,2.9
13-10-2024,12:00,1.87
13-10-2024,13:00,3.16
13-10-2024,14:00,2.51
13-10-2024,15:00,1.63
13-10-2024,16:00,1.2
13-10-2024,17:00,1.31
13-10-2024,18:00,1.57
13-10-2024,19:00,0.2
13-10-2024,20:00,0.26
13-10-2024,21:00,1.04
13-10-2024,22:00,2.65
13-10-2024,23:00,0
14-10-2024,00:00,2.27
14-10-2024,01:00,1.4
14-10-2024,02:00,1.18
14-10-2024,03:00,2.74
14-10-2024,04:00,1.6
14-10-2024,05:00,0
14-10-2024,06:00,4.63
14-10-2024,07:00,4.2
14-10-2024,08:00,4.07
14-10-2024,09:00,3.68
14-10-2024,10:00,3.96
14-10-2024,11:00,2.12
14-10-2024,12:00,2.92
14-10-2024,13:00,4.68
14-10-2024,14:00,3.25
14-10-2024,15:00,2.78
14-10-2024,16:00,2.47
14-10-2024,17:00,3.92
14-10-2024,18:00,3.2
14-10-2024,19:00,0
14-10-2024,20:00,1.32
14-10-2024,21:00,0.58
14-10-2024,22:00,0.96
14-10-2024,23:00,1.95
15-10-2024,00:00,1.32
15-10-2024,01:00,2.14
15-10-2024,02:00,3.24
15-10-2024,03:00,0.65
15-10-2024,04:00,2.7
15-10-2024,05:00,0.91
15-10-2024,06:00,2.12
15-10-2024,07:00,2.96
15-10-2024,08:00,1.59
15-10-2024,09:00,3.47
15-10-2024,10:00,3.15
15-10-2024,11:00,1.93
15-10-2024,12:00,1.56
15-10-2024,13:00,3.53
15-10-2024,14:00,2.06
15-10-2024,15:00,3.41
15-10-2024,16:00,2.44
15-10-2024,17:00,3.82
15-10-2024,18:00,3.3
15-10-2024,19:00,0.47
15-10-2024,20:00,1.06
15-10-2024,21:00,0
15-10-2024,22:00,1.42
15-10-2024,23:00,2.3
16-10-2024,00:00,0.43
16-10-2024,01:00,0
16-10-2024,02:00,0.28
16-10-2024,03:00,0.8
16-10-2024,04:00,2.23
16-10-2024,05:00,0
16-10-2024,06:00,2.63
16-10-2024,07:00,2.16
16-10-2024,08:00,3.43
16-10-2024,09:00,2.96
16-10-2024,10:00,1.64
16-10-2024,11:00,1.62
16-10-2024,12:00,3.05
16-10-2024,13:00,1.24
16-10-2024,14:00,5
16-10-2024,15:00,3.58
16-10-2024,16:00,2.86
16-10-2024,17:00,2.29
16-10-2024,18:00,5
16-10-2024,19:00,1.57
16-10-2024,20:00,0
16-10-2024,21:00,0
16-10-2024,22:00,1.21
16-10-2024,23:00,1.46
17-10-2024,00:00,0
17-10-2024,01:00,0.7
17-10-2024,02:00,0.16
17-10-2024,03:00,1.06
17-10-2024,04:00,2.56
17-10-2024,05:00,2.75
17-10-2024,06:00,3.25
17-10-2024,07:00,3.7
17-10-2024,08:00,1.75
17-10-2024,09:00,3.68
17-10-2024,10:00,1.79
17-10-2024,11:00,1.82
17-10-2024,12:00,3.05
17-10-2024,13:00,3.07
17-10-2024,14:00,3.98
17-10-2024,15:00,2.52
17-10-2024,16:00,2.37
17-10-2024,17:00,4.42
17-10-2024,18:00,2.75
17-10-2024,19:00,1.65
17-10-2024,20:00,0.75
17-10-2024,21:00,0.52
17-10-2024,22:00,0.79
17-10-2024,23:00,0
18-10-2024,00:00,3.02
18-10-2024,01:00,0.7
18-10-2024,02:00,1.47
18-10-2024,03:00,0.28
18-10-2024,04:00,1.55
18-10-2024,05:00,0
18-10-2024,06:00,4.04
18-10-2024,07:00,2.62
18-10-2024,08:00,2.8
18-10-2024,09:00,3.26
18-10-2024,10:00,3.05
18-10-2024,11:00,4.2
18-10-2024,12:00,3.81
18-10-2024,13:00,2.77
18-10-2024,14:00,2.77
18-10-2024,15:00,2.74
18-10-2024,16:00,2.42
18-10-2024,17:00,4.29
18-10-2024,18:00,3.43
18-10-2024,19:00,1.77
18-10-2024,20:00,1.26
18-10-2024,21:00,-0.0
18-10-2024,22:00,0
18-10-2024,23:00,2.58
19-10-2024,00:00,2.5
19-10-2024,01:00,1.53
19-10-2024,02:00,2.47
19-10-2024,03:00,0
19-10-2024,04:00,0.68
19-10-2024,05:00,0.45
19-10-2024,06:00,3.6
19-10-2024,07:00,3.19
19-10-2024,08:00,2.24
19-10-2024,09:00,3.47
19-10-2024,10:00,4.11
19-10-2024,11:00,4.31
19-10-2024,12:00,4.26
19-10-2024,13:00,1.86
19-10-2024,14:00,3.05
19-10-2024,15:00,2.49
19-10-2024,16:00,4.39
19-10-2024,17:00,3.31
19-10-2024,18:00,0.69
19-10-2024,19:00,0.96
19-10-2024,20:00,0.45
19-10-2024,21:00,0.58
19-10-2024,22:00,0.5
19-10-2024,23:00,1.22
20-10-2024,00:00,0.85
20-10-2024,01:00,3.14
20-10-2024,02:00,2.59
20-10-2024,03:00,0.54
20-10-2024,04:00,0
20-10-2024,05:00,0.42
20-10-2024,06:00,2.51
20-10-2024,07:00,3.27
20-10-2024,08:00,1.6
20-10-2024,09:00,3.47
20-10-2024,10:00,3.01
20-10-2024,11:00,1.92
20-10-2024,12:00,2.78
20-10-2024,13:00,4.06
20-10-2024,14:00,3.42
20-10-2024,15:00,2.77
20-10-2024,16:00,3.85
20-10-2024,17:00,3.76
20-10-2024,18:00,3.29
20-10-2024,19:00,0.92
20-10-2024,20:00,0
20-10-2024,21:00,0.67
20-10-2024,22:00,0
20-10-2024,23:00,0.89
21-10-2024,00:00,0.64
21-10-2024,01:00,0
21-10-2024,02:00,0
21-10-2024,03:00,0.98
21-10-2024,04:00,0.28
21-10-2024,05:00,0
21-10-2024,06:00,3.28
21-10-2024,07:00,3.2
21-10-2024,08:00,4.28
21-10-2024,09:00,2.8
21-10-2024,10:00,3.8
21-10-2024,11:00,2.52
21-10-2024,12:00,3.75
21-10-2024,13:00,2.63
21-10-2024,14:00,1.77
21-10-2024,15:00,3.42
21-10-2024,16:00,2.74
21-10-2024,17:00,2.85
21-10-2024,18:00,3.05
21-10-2024,19:00,1.71
21-10-2024,20:00,1.17
21-10-2024,21:00,3.0
21-10-2024,22:00,0.89
21-10-2024,23:00,1.52
22-10-2024,00:00,2.15
22-10-2024,01:00,1.36
22-10-2024,02:00,1.92
22-10-2024,03:00,0.97
22-10-2024,04:00,1.97
22-10-2024,05:00,0.7
22-10-2024,06:00,3.3
22-10-2024,07:00,3.99
22-10-2024,08:00,1.66
22-10-2024,09:00,1.93
22-10-2024,10:00,1.48
22-10-2024,11:00,1.89
22-10-2024,12:00,1.94
22-10-2024,13:00,5
22-10-2024,14:00,3.0
22-10-2024,15:00,2.76
22-10-2024,16:00,3.49
22-10-2024,17:00,2.03
22-10-2024,18:00,5
22-10-2024,19:00,1.18
22-10-2024,20:00,1.49
22-10-2024,21:00,1.2
22-10-2024,22:00,1.3
22-10-2024,23:00,1.62
23-10-2024,00:00,0.74
23-10-2024,01:00,0.46
23-10-2024,02:00,0
23-10-2024,03:00,0.3
23-10-2024,04:00,2.29
23-10-2024,05:00,0.9
23-10-2024,06:00,2.52
23-10-2024,07:00,2.52
23-10-2024,08:00,2.34
23-10-2024,09:00,3.41
23-10-2024,10:00,3.91
23-10-2024,11:00,3.72
23-10-2024,12:00,2.72
23-10-2024,13:00,3.47
23-10-2024,14:00,3.95
23-10-2024,15:00,3.91
23-10-2024,16:00,1.9
23-10-2024,17:00,2.92
23-10-2024,18:00,3.84
23-10-2024,19:00,1.51
23-10-2024,20:00,0.34
23-10-2024,21:00,2.51
23-10-2024,22:00,0.61
23-10-2024,23:00,2.27
24-10-2024,00:00,0.61
24-10-2024,01:00,0.9
24-10-2024,02:00,0.16
24-10-2024,03:00,1.18
24-10-2024,04:00,0.21
24-10-2024,05:00,1.26
24-10-2024,06:00,2.8
24-10-2024,07:00,1.79
24-10-2024,08:00,3.9
24-10-2024,09:00,1.79
24-10-2024,10:00,3.74
24-10-2024,11:00,5
24-10-2024,12:00,2.53
24-10-2024,13:00,3.36
24-10-2024,14:00,2.37
24-10-2024,15:00,3.66
24-10-2024,16:00,2.11
24-10-2024,17:00,2.31
24-10-2024,18:00,1.6
24-10-2024,19:00,0.3
24-10-2024,20:00,0
24-10-2024,21:00,0.39
24-10-2024,22:00,0
24-10-2024,23:00,0
25-10-2024,00:00,0.61
25-10-2024,01:00,1.34
25-10-2024,02:00,1.58
25-10-2024,03:00,0
25-10-2024,04:00,0
25-10-2024,05:00,1.08
25-10-2024,06:00,2.89
25-10-2024,07:00,3.29
25-10-2024,08:00,0.41
25-10-2024,09:00,4.12
25-10-2024,10:00,3.02
25-10-2024,11:00,2.31
25-10-2024,12:00,2.49
25-10-2024,13:00,1.38
25-10-2024,14:00,3.28
25-10-2024,15:00,4.06
25-10-2024,16:00,0.46
25-10-2024,17:00,3.11
25-10-2024,18:00,2.91
25-10-2024,19:00,0.59
25-10-2024,20:00,1.36
25-10-2024,21:00,0.56
25-10-2024,22:00,0.82
25-10-2024,23:00,2.47
26-10-2024,00:00,0.4
26-10-2024,01:00,3.2
26-10-2024,02:00,1.37
26-10-2024,03:00,0.38
26-10-2024,04:00,1.18
26-10-2024,05:00,1.09
26-10-2024,06:00,4.14
26-10-2024,07:00,4.32
26-10-2024,08:00,1.69
26-10-2024,09:00,4.63
26-10-2024,10:00,3.24
26-10-2024,11:00,2.2
26-10-2024,12:00,2.86
26-10-2024,13:00,1.65
26-10-2024,14:00,2.81
26-10-2024,15:00,3.04
26-10-2024,16:00,3.79
26-10-2024,17:00,3.62
26-10-2024,18:00,2.61
26-10-2024,19:00,1.78
26-10-2024,20:00,1.02
26-10-2024,21:00,1.09
26-10-2024,22:00,0.11
26-10-2024,23:00,0.34
27-10-2024,00:00,1.55
27-10-2024,01:00,0.76
27-10-2024,02:00,2.4
27-10-2024,03:00,1.28
27-10-2024,04:00,0.14
27-10-2024,05:00,0
27-10-2024,06:00,2.45
27-10-2024,07:00,2.76
27-10-2024,08:00,4.27
27-10-2024,09:00,4.58
27-10-2024,10:00,2.18
27-10-2024,11:00,3.84
27-10-2024,12:00,2.04
27-10-2024,13:00,1.37
27-10-2024,14:00,3.48
27-10-2024,15:00,1.97
27-10-2024,16:00,3.4
27-10-2024,17:00,2.73
27-10-2024,18:00,2.61
27-10-2024,19:00,2.37
27-10-2024,20:00,0.32
27-10-2024,21:00,1.89
27-10-2024,22:00,2.34
27-10-2024,23:00,1.44
28-10-2024,00:00,1.5
28-10-2024,01:00,1.48
28-10-2024,02:00,0.12
28-10-2024,03:00,2.47
28-10-2024,04:00,0.62
28-10-2024,05:00,0
28-10-2024,06:00,3.14
28-10-2024,07:00,2.94
28-10-2024,08:00,2.42
28-10-2024,09:00,4.32
28-10-2024,10:00,4.19
28-10-2024,11:00,4.15
28-10-2024,12:00,2.47
28-10-2024,13:00,3.69
28-10-2024,14:00,2.99
28-10-2024,15:00,2.04
28-10-2024,16:00,3.32
28-10-2024,17:00,2.62
28-10-2024,18:00,1.74
28-10-2024,19:00,2.64
28-10-2024,20:00,1.22
28-10-2024,21:00,0
28-10-2024,22:00,2.17
28-10-2024,23:00,1.37
29-10-2024,00:00,1.85
29-10-2024,01:00,1.71
29-10-2024,02:00,0.32
29-10-2024,03:00,0
29-10-2024,04:00,0
29-10-2024,05:00,1.42
29-10-2024,06:00,1.65
29-10-2024,07:00,1.4
29-10-2024,08:00,3.74
29-10-2024,09:00,2.98
29-10-2024,10:00,2.79
29-10-2024,11:00,2.13
29-10-2024,12:00,4.4
29-10-2024,13:00,3.93
29-10-2024,14:00,2.87
29-10-2024,15:00,3.1
29-10-2024,16:00,2.82
29-10-2024,17:00,2.51
29-10-2024,18:00,3.82
29-10-2024,19:00,2.48
29-10-2024,20:00,0.23
29-10-2024,21:00,0.51
29-10-2024,22:00,0.01
29-10-2024,23:00,0.2
