floor,03
location,008
type,Plug
07-10-2024,07:00,3.99
07-10-2024,08:00,4.03
07-10-2024,09:00,1.33
07-10-2024,10:00,2.2
07-10-2024,11:00,0.29
07-10-2024,12:00,3.57
07-10-2024,13:00,2.74
07-10-2024,14:00,4.21
07-10-2024,15:00,3.58
07-10-2024,16:00,3.39
07-10-2024,17:00,5
07-10-2024,18:00,2.55
07-10-2024,19:00,0.02
07-10-2024,20:00,0.31
07-10-2024,21:00,1.16
07-10-2024,22:00,0.5
07-10-2024,23:00,1.22
08-10-2024,00:00,0.78
08-10-2024,01:00,1.84
08-10-2024,02:00,0
08-10-2024,03:00,0.67
08-10-2024,04:00,0.89
08-10-2024,05:00,0
08-10-2024,06:00,2.62
08-10-2024,07:00,3.59
08-10-2024,08:00,3.04
08-10-2024,09:00,2.17
08-10-2024,10:00,3.77
08-10-2024,11:00,4.17
08-10-2024,12:00,3.58
08-10-2024,13:00,1.34
08-10-2024,14:00,3.61
08-10-2024,15:00,3.12
08-10-2024,16:00,2.56
08-10-2024,17:00,2.57
08-10-2024,18:00,2.46
08-10-2024,19:00,2.93
08-10-2024,20:00,1.95
08-10-2024,21:00,0
08-10-2024,22:00,1.0
08-10-2024,23:00,0
09-10-2024,00:00,0.84
09-10-2024,01:00,0.98
09-10-2024,02:00,0.19
09-10-2024,03:00,0.39
09-10-2024,04:00,1.22
09-10-2024,05:00,3.79
09-10-2024,06:00,2.14
09-10-2024,07:00,2.32
09-10-2024,08:00,1.48
09-10-2024,09:00,2.36
09-10-2024,10:00,1.62
09-10-2024,11:00,1.78
09-10-2024,12:00,2.84
09-10-2024,13:00,1.62
09-10-2024,14:00,2.95
09-10-2024,15:00,4.25
09-10-2024,16:00,2.19
09-10-2024,17:00,2.48
09-10-2024,18:00,2.86
09-10-2024,19:00,0
09-10-2024,20:00,0.61
09-10-2024,21:00,0.93
09-10-2024,22:00,0.42
09-10-2024,23:00,2.97
10-10-2024,00:00,2.2
10-10-2024,01:00,1.48
10-10-2024,02:00,0.69
10-10-2024,03:00,0
10-10-2024,04:00,0.63
10-10-2024,05:00,2.13
10-10-2024,06:00,1.05
10-10-2024,07:00,3.34
10-10-2024,08:00,1.35
10-10-2024,09:00,3.54
10-10-2024,10:00,4.09
10-10-2024,11:00,2.23
10-10-2024,12:00,3.07
10-10-2024,13:00,3.23
10-10-2024,14:00,3.16
10-10-2024,15:00,3.72
10-10-2024,16:00,4.54
10-10-2024,17:00,1.6
10-10-2024,18:00,2.88
10-10-2024,19:00,0.15
10-10-2024,20:00,1.9
10-10-2024,21:00,1.34
10-10-2024,22:00,1.14
10-10-2024,23:00,0.56
11-10-2024,00:00,0
11-10-2024,01:00,0.67
11-10-2024,02:00,1.9
11-10-2024,03:00,1.32
11-10-2024,04:00,1.1
11-10-2024,05:00,1.47
11-10-2024,06:00,3.04
11-10-2024,07:00,2.81
11-10-2024,08:00,2.58
11-10-2024,09:00,2.17
11-10-2024,10:00,3.92
11-10-2024,11:00,2.57
11-10-2024,12:00,5
11-10-2024,13:00,4.05
11-10-2024,14:00,2.67
11-10-2024,15:00,2.33
11-10-2024,16:00,2.3
11-10-2024,17:00,2.67
11-10-2024,18:00,3.21
11-10-2024,19:00,1.9
11-10-2024,20:00,2.04
11-10-2024,21:00,1.23
11-10-2024,22:00,0
11-10-2024,23:00,1.07
12-10-2024,00:00,1.69
12-10-2024,01:00,1.62
12-10-2024,02:00,2.76
12-10-2024,03:00,1.95
12-10-2024,04:00,0.46
12-10-2024,05:00,1.83
12-10-2024,06:00,2.3
12-10-2024,07:00,2.26
12-10-2024,08:00,2.71
12-10-2024,09:00,2.61
12-10-2024,10:00,3.25
12-10-2024,11:00,3.62
12-10-2024,12:00,3.06
12-10-2024,13:00,2.58
12-10-2024,14:00,3.96
12-10-2024,15:00,1.58
12-10-2024,16:00,2.33
12-10-2024,17:00,3.67
12-10-2024,18:00,4.61
12-10-2024,19:00,1.88
12-10-2024,20:00,3.33
12-10-2024,21:00,0
12-10-2024,22:00,1.82
12-10-2024,23:00,0.6
13-10-2024,00:00,1.53
13-10-2024,01:00,0.46
13-10-2024,02:00,1.03
13-10-2024,03:00,3.43
13-10-2024,04:00,0.34
13-10-2024,05:00,2.59
13-10-2024,06:00,3.51
13-10-2024,07:00,2.76
13-10-2024,08:00,3.44
13-10-2024,09:00,2.7
13-10-2024,10:00,3.51
13-10-2024,11:00,2.74
13-10-2024,12:00,3.44
13-10-2024,13:00,2.6
13-10-2024,14:00,2.74
13-10-2024,15:00,2.5
13-10-2024,16:00,2.94
13-10-2024,17:00,3.93
13-10-2024,18:00,3.29
13-10-2024,19:00,1.8
13-10-2024,20:00,0.71
13-10-2024,21:00,2.07
13-10-2024,22:00,1.71
13-10-2024,23:00,1.86
14-10-2024,00:00,1.6
14-10-2024,01:00,1.53
14-10-2024,02:00,0
14-10-2024,03:00,0.82
14-10-2024,04:00,0
14-10-2024,05:00,0
14-10-2024,06:00,1.53
14-10-2024,07:00,1.88
14-10-2024,08:00,3.5
14-10-2024,09:00,1.49
14-10-2024,10:00,2.59
14-10-2024,11:00,2.58
14-10-2024,12:00,2.81
14-10-2024,13:00,4.8
14-10-2024,14:00,3.95
14-10-2024,15:00,3.74
14-10-2024,16:00,3.11
14-10-2024,17:00,3.71
14-10-2024,18:00,2.51
14-10-2024,19:00,1.58
14-10-2024,20:00,0
14-10-2024,21:00,0.78
14-10-2024,22:00,0.66
14-10-2024,23:00,0.69
15-10-2024,00:00,0.72
15-10-2024,01:00,1.23
15-10-2024,02:00,1.77
15-10-2024,03:00,0.16
15-10-2024,04:00,1.81
15-10-2024,05:00,0.34
15-10-2024,06:00,1.1
15-10-2024,07:00,5
15-10-2024,08:00,3.66
15-10-2024,09:00,2.15
15-10-2024,10:00,1.85
15-10-2024,11:00,5
15-10-2024,12:00,3.23
15-10-2024,13:00,3.31
15-10-2024,14:00,3.69
15-10-2024,15:00,3.42
15-10-2024,16:00,2.93
15-10-2024,17:00,3.25
15-10-2024,18:00,4.28
15-10-2024,19:00,2.18
15-10-2024,20:00,1.59
15-10-2024,21:00,0.01
15-10-2024,22:00,0.78
15-10-2024,23:00,0.31
16-10-2024,00:00,1.44
16-10-2024,01:00,1.62
16-10-2024,02:00,1.26
16-10-2024,03:00,2.37
16-10-2024,04:00,0.44
16-10-2024,05:00,0.95
16-10-2024,06:00,1.3
16-10-2024,07:00,3.35
16-10-2024,08:00,2.95
16-10-2024,09:00,4.01
16-10-2024,10:00,4.37
16-10-2024,11:00,3.18
16-10-2024,12:00,2.33
16-10-2024,13:00,2.69
16-10-2024,14:00,3.38
16-10-2024,15:00,4.13
16-10-2024,16:00,1.37
16-10-2024,17:00,1.49
16-10-2024,18:00,3.76
16-10-2024,19:00,2.66
16-10-2024,20:00,2.0
16-10-2024,21:00,0
16-10-2024,22:00,0
16-10-2024,23:00,1.09
17-10-2024,00:00,0
17-10-2024,01:00,1.01
17-10-2024,02:00,1.06
17-10-2024,03:00,1.46
17-10-2024,04:00,0.55
17-10-2024,05:00,0
17-10-2024,06:00,3.25
17-10-2024,07:00,2.79
17-10-2024,08:00,4.85
17-10-2024,09:00,3.65
17-10-2024,10:00,2.18
17-10-2024,11:00,0.94
17-10-2024,12:00,3.19
17-10-2024,13:00,3.07
17-10-2024,14:00,2.76
17-10-2024,15:00,3.49
17-10-2024,16:00,2.29
17-10-2024,17:00,3.17
17-10-2024,18:00,3.06
17-10-2024,19:00,1.46
17-10-2024,20:00,0
17-10-2024,21:00,0.55
17-10-2024,22:00,1.61
17-10-2024,23:00,1.66
18-10-2024,00:00,0.32
18-10-2024,01:00,0.37
18-10-2024,02:00,0.63
18-10-2024,03:00,2.68
18-10-2024,04:00,1.68
18-10-2024,05:00,0.75
18-10-2024,06:00,1.32
18-10-2024,07:00,3.42
18-10-2024,08:00,1.5
18-10-2024,09:00,1.5
18-10-2024,10:00,3.66
18-10-2024,11:00,1.83
18-10-2024,12:00,3.22
18-10-2024,13:00,3.43
18-10-2024,14:00,3.18
18-10-2024,15:00,2.94
18-10-2024,16:00,3.21
18-10-2024,17:00,1.65
18-10-2024,18:00,3.39
18-10-2024,19:00,1.64
18-10-2024,20:00,1.85
18-10-2024,21:00,1.59
18-10-2024,22:00,2.45
18-10-2024,23:00,1.26
19-10-2024,00:00,2.27
19-10-2024,01:00,0
19-10-2024,02:00,0
19-10-2024,03:00,0
19-10-2024,04:00,0.73
19-10-2024,05:00,0.5
19-10-2024,06:00,3.84
19-10-2024,07:00,2.74
19-10-2024,08:00,3.36
19-10-2024,09:00,2.85
19-10-2024,10:00,3.07
19-10-2024,11:00,1.68
19-10-2024,12:00,1.92
19-10-2024,13:00,3.61
19-10-2024,14:00,1.06
19-10-2024,15:00,1.29
19-10-2024,16:00,4.23
19-10-2024,17:00,3.23
19-10-2024,18:00,2.59
19-10-2024,19:00,1.17
19-10-2024,20:00,0.88
19-10-2024,21:00,0
19-10-2024,22:00,0
19-10-2024,23:00,0.86
20-10-2024,00:00,1.21
20-10-2024,01:00,0.41
20-10-2024,02:00,1.07
20-10-2024,03:00,2.8
20-10-2024,04:00,1.1
20-10-2024,05:00,1.45
20-10-2024,06:00,2.77
20-10-2024,07:00,2.07
20-10-2024,08:00,2.62
20-10-2024,09:00,3.54
20-10-2024,10:00,2.39
20-10-2024,11:00,2.57
20-10-2024,12:00,1.97
20-10-2024,13:00,3.9
20-10-2024,14:00,2.79
20-10-2024,15:00,3.72
20-10-2024,16:00,1.57
20-10-2024,17:00,3.44
20-10-2024,18:00,3.74
20-10-2024,19:00,0.57
20-10-2024,20:00,1.27
20-10-2024,21:00,1.18
20-10-2024,22:00,1.02
20-10-2024,23:00,1.76
21-10-2024,00:00,1.0
21-10-2024,01:00,0.16
21-10-2024,02:00,0.98
21-10-2024,03:00,1.31
21-10-2024,04:00,2.72
21-10-2024,05:00,2.24
21-10-2024,06:00,2.38
21-10-2024,07:00,1.55
21-10-2024,08:00,2.37
21-10-2024,09:00,3.37
21-10-2024,10:00,3.8
21-10-2024,11:00,3.5
21-10-2024,12:00,4.05
21-10-2024,13:00,3.2
21-10-2024,14:00,2.6
21-10-2024,15:00,2.43
21-10-2024,16:00,3.54
21-10-2024,17:00,2.89
21-10-2024,18:00,3.67
21-10-2024,19:00,0.1
21-10-2024,20:00,0.03
21-10-2024,21:00,1.47
21-10-2024,22:00,2.66
21-10-2024,23:00,1.0
22-10-2024,00:00,0.66
22-10-2024,01:00,1.08
22-10-2024,02:00,0
22-10-2024,03:00,0
22-10-2024,04:00,0.13
22-10-2024,05:00,0.35
22-10-2024,06:00,3.35
22-10-2024,07:00,4.04
22-10-2024,08:00,4.09
22-10-2024,09:00,1.8
22-10-2024,10:00,4.32
22-10-2024,11:00,4.6
22-10-2024,12:00,3.24
22-10-2024,13:00,2.91
22-10-2024,14:00,4.59
22-10-2024,15:00,4.05
22-10-2024,16:00,4.0
22-10-2024,17:00,3.51
22-10-2024,18:00,3.42
22-10-2024,19:00,0
22-10-2024,20:00,1.23
22-10-2024,21:00,0.88
22-10-2024,22:00,3.54
22-10-2024,23:00,0
23-10-2024,00:00,1.84
23-10-2024,01:00,0
23-10-2024,02:00,2.17
23-10-2024,03:00,0.47
23-10-2024,04:00,0
23-10-2024,05:00,2.38
23-10-2024,06:00,4.18
23-10-2024,07:00,3.58
23-10-2024,08:00,3.26
23-10-2024,09:00,2.44
23-10-2024,10:00,3.9
23-10-2024,11:00,3.19
23-10-2024,12:00,3.45
23-10-2024,13:00,2.56
23-10-2024,14:00,0.45
23-10-2024,15:00,3.36
23-10-2024,16:00,4.7
23-10-2024,17:00,3.72
23-10-2024,18:00,4.24
23-10-2024,19:00,0.52
23-10-2024,20:00,0.12
23-10-2024,21:00,3.07
23-10-2024,22:00,0.73
23-10-2024,23:00,4.11
24-10-2024,00:00,1.97
24-10-2024,01:00,0.58
24-10-2024,02:00,1.6
24-10-2024,03:00,0.47
24-10-2024,04:00,0.78
24-10-2024,05:00,0.53
24-10-2024,06:00,5
24-10-2024,07:00,2.61
24-10-2024,08:00,3.55
24-10-2024,09:00,3.19
24-10-2024,10:00,3.98
24-10-2024,11:00,1.43
24-10-2024,12:00,1.92
24-10-2024,13:00,2.48
24-10-2024,14:00,4.83
24-10-2024,15:00,3.12
24-10-2024,16:00,2.98
24-10-2024,17:00,2.44
24-10-2024,18:00,2.76
24-10-2024,19:00,0
24-10-2024,20:00,0
24-10-2024,21:00,2.4
24-10-2024,22:00,1.38
24-10-2024,23:00,0.38
25-10-2024,00:00,0.16
25-10-2024,01:00,0
25-10-2024,02:00,2.52
25-10-2024,03:00,0.3
25-10-2024,04:00,1.83
25-10-2024,05:00,0
25-10-2024,06:00,5
25-10-2024,07:00,2.73
25-10-2024,08:00,3.04
25-10-2024,09:00,3.11
25-10-2024,10:00,3.11
25-10-2024,11:00,3.07
25-10-2024,12:00,1.5
25-10-2024,13:00,4.86
25-10-2024,14:00,1.68
25-10-2024,15:00,2.68
25-10-2024,16:00,2.36
25-10-2024,17:00,3.51
25-10-2024,18:00,3.1
25-10-2024,19:00,0.36
25-10-2024,20:00,0.82
25-10-2024,21:00,0.09
25-10-2024,22:00,0.78
25-10-2024,23:00,2.02
26-10-2024,00:00,1.02
26-10-2024,01:00,0.62
26-10-2024,02:00,1.31
26-10-2024,03:00,0.41
26-10-2024,04:00,0
26-10-2024,05:00,3.24
26-10-2024,06:00,4.27
26-10-2024,07:00,2.85
26-10-2024,08:00,3.95
26-10-2024,09:00,3.68
26-10-2024,10:00,2.41
26-10-2024,11:00,2.68
26-10-2024,12:00,2.73
26-10-2024,13:00,2.06
26-10-2024,14:00,3.65
26-10-2024,15:00,1.35
26-10-2024,16:00,1.31
26-10-2024,17:00,3.43
26-10-2024,18:00,1.08
26-10-2024,19:00,0
26-10-2024,20:00,0.6
26-10-2024,21:00,2.02
26-10-2024,22:00,0.06
26-10-2024,23:00,2.82
27-10-2024,00:00,0.72
27-10-2024,01:00,1.78
27-10-2024,02:00,0.96
27-10-2024,03:00,0.46
27-10-2024,04:00,2.63
27-10-2024,05:00,1.13
27-10-2024,06:00,1.8
27-10-2024,07:00,3.47
27-10-2024,08:00,4.27
27-10-2024,09:00,4.17
27-10-2024,10:00,1.26
27-10-2024,11:00,1.34
27-10-2024,12:00,2.77
27-10-2024,13:00,1.93
27-10-2024,14:00,1.19
27-10-2024,15:00,1.26
27-10-2024,16:00,2.78
27-10-2024,17:00,3.62
27-10-2024,18:00,2.39
27-10-2024,19:00,2.62
27-10-2024,20:00,1.02
27-10-2024,21:00,0.78
27-10-2024,22:00,0
27-10-2024,23:00,1.47
28-10-2024,00:00,1.29
28-10-2024,01:00,1.07
28-10-2024,02:00,2.7
28-10-2024,03:00,2.07
28-10-2024,04:00,2.3
28-10-2024,05:00,3.06
28-10-2024,06:00,2.38
28-10-2024,07:00,2.85
28-10-2024,08:00,1.96
28-10-2024,09:00,2.36
28-10-2024,10:00,2.86
28-10-2024,11:00,2.9
28-10-2024,12:00,4.24
28-10-2024,13:00,3.51
28-10-2024,14:00,4.13
28-10-2024,15:00,2.84
28-10-2024,16:00,3.75
28-10-2024,17:00,2.47
28-10-2024,18:00,4.15
28-10-2024,19:00,1.17
28-10-2024,20:00,2.8
28-10-2024,21:00,1.6
28-10-2024,22:00,1.16
28-10-2024,23:00,0.96
29-10-2024,00:00,1.54
29-10-2024,01:00,1.59
29-10-2024,02:00,1.3
29-10-2024,03:00,2.01
29-10-2024,04:00,1.94
29-10-2024,05:00,1.92
29-10-2024,06:00,2.21
29-10-2024,07:00,3.28
29-10-2024,08:00,3.16
29-10-2024,09:00,4.19
29-10-2024,10:00,1.39
29-10-2024,11:00,2.74
29-10-2024,12:00,3.6
29-10-2024,13:00,3.31
29-10-2024,14:00,3.24
29-10-2024,15:00,2.47
29-10-2024,16:00,2.26
29-10-2024,17:00,4.02
29-10-2024,18:00,2.89
29-10-2024,19:00,0.82
29-10-2024,20:00,0
29-10-2024,21:00,0
29-10-2024,22:00,0.52
29-10-2024,23:00,1.99
