floor,06
location,007
type,Plug
11-10-2024,09:00,4.77
11-10-2024,10:00,3.57
11-10-2024,11:00,3.94
11-10-2024,12:00,3.1
11-10-2024,13:00,3.35
11-10-2024,14:00,3.86
11-10-2024,15:00,3.53
11-10-2024,16:00,3.91
11-10-2024,17:00,2.72
11-10-2024,18:00,4.72
11-10-2024,19:00,0
11-10-2024,20:00,2.13
11-10-2024,21:00,0.41
11-10-2024,22:00,0.03
11-10-2024,23:00,2.18
12-10-2024,00:00,1.44
12-10-2024,01:00,0.83
12-10-2024,02:00,2.79
12-10-2024,03:00,3.7
12-10-2024,04:00,2.0
12-10-2024,05:00,2.71
12-10-2024,06:00,3.57
12-10-2024,07:00,2.53
12-10-2024,08:00,3.02
12-10-2024,09:00,4.9
12-10-2024,10:00,3.07
12-10-2024,11:00,1.38
12-10-2024,12:00,1.98
12-10-2024,13:00,3.29
12-10-2024,14:00,2.35
12-10-2024,15:00,2.88
12-10-2024,16:00,1.34
12-10-2024,17:00,2.91
12-10-2024,18:00,3.47
12-10-2024,19:00,1.67
12-10-2024,20:00,1.24
12-10-2024,21:00,0
12-10-2024,22:00,3.0
12-10-2024,23:00,1.56
13-10-2024,00:00,0.8
13-10-2024,01:00,0
13-10-2024,02:00,0.23
13-10-2024,03:00,0.84
13-10-2024,04:00,0.02
13-10-2024,05:00,0.15
13-10-2024,06:00,1.39
13-10-2024,07:00,3.79
13-10-2024,08:00,3.12
13-10-2024,09:00,3.8
13-10-2024,10:00,2.66
13-10-2024,11:00,3.79
13-10-2024,12:00,3.6
13-10-2024,13:00,2.88
13-10-2024,14:00,1.97
13-10-2024,15:00,1.84
13-10-2024,16:00,3.24
13-10-2024,17:00,2.77
13-10-2024,18:00,4.08
13-10-2024,19:00,1.71
13-10-2024,20:00,0.87
13-10-2024,21:00,0
13-10-2024,22:00,0.37
13-10-2024,23:00,0.7
14-10-2024,00:00,1.9
14-10-2024,01:00,1.66
14-10-2024,02:00,2.02
14-10-2024,03:00,1.52
14-10-2024,04:00,3.76
14-10-2024,05:00,1.16
14-10-2024,06:00,3.82
14-10-2024,07:00,1.83
14-10-2024,08:00,2.59
14-10-2024,09:00,3.06
14-10-2024,10:00,3.98
14-10-2024,11:00,3.09
14-10-2024,12:00,2.74
14-10-2024,13:00,3.14
14-10-2024,14:00,3.69
14-10-2024,15:00,3.86
14-10-2024,16:00,2.86
14-10-2024,17:00,3.74
14-10-2024,18:00,4.93
14-10-2024,19:00,0.87
14-10-2024,20:00,0.44
14-10-2024,21:00,0
14-10-2024,22:00,0.97
14-10-2024,23:00,0.79
15-10-2024,00:00,0
15-10-2024,01:00,1.29
15-10-2024,02:00,1.07
15-10-2024,03:00,1.02
15-10-2024,04:00,0
15-10-2024,05:00,1.46
15-10-2024,06:00,3.4
15-10-2024,07:00,2.68
15-10-2024,08:00,4.42
15-10-2024,09:00,3.48
15-10-2024,10:00,4.2
15-10-2024,11:00,4.63
15-10-2024,12:00,3.8
15-10-2024,13:00,2.91
15-10-2024,14:00,3.42
15-10-2024,15:00,1.85
15-10-2024,16:00,3.79
15-10-2024,17:00,1.94
15-10-2024,18:00,5
15-10-2024,19:00,0.57
15-10-2024,20:00,0
15-10-2024,21:00,1.86
15-10-2024,22:00,1.48
15-10-2024,23:00,0.68
16-10-2024,00:00,1.81
16-10-2024,01:00,0
16-10-2024,02:00,1.35
16-10-2024,03:00,1.05
16-10-2024,04:00,0
16-10-2024,05:00,1.2
16-10-2024,06:00,2.76
16-10-2024,07:00,2.24
16-10-2024,08:00,1.38
16-10-2024,09:00,3.74
16-10-2024,10:00,3.16
16-10-2024,11:00,1.99
16-10-2024,12:00,3.03
16-10-2024,13:00,3.2
16-10-2024,14:00,1.71
16-10-2024,15:00,3.36
16-10-2024,16:00,4.54
16-10-2024,17:00,3.34
16-10-2024,18:00,3.95
16-10-2024,19:00,1.31
16-10-2024,20:00,0.09
16-10-2024,21:00,2.16
16-10-2024,22:00,0
16-10-2024,23:00,1.28
17-10-2024,00:00,0.89
17-10-2024,01:00,1.97
17-10-2024,02:00,0
17-10-2024,03:00,0.36
17-10-2024,04:00,2.05
17-10-2024,05:00,1.12
17-10-2024,06:00,2.56
17-10-2024,07:00,1.84
17-10-2024,08:00,1.6
17-10-2024,09:00,2.72
17-10-2024,10:00,3.42
17-10-2024,11:00,3.74
17-10-2024,12:00,3.21
17-10-2024,13:00,0.85
17-10-2024,14:00,3.31
17-10-2024,15:00,3.04
17-10-2024,16:00,2.24
17-10-2024,17:00,4.15
17-10-2024,18:00,1.61
17-10-2024,19:00,0
17-10-2024,20:00,0.65
17-10-2024,21:00,2.82
17-10-2024,22:00,0
17-10-2024,23:00,0.78
18-10-2024,00:00,0.32
18-10-2024,01:00,1.07
18-10-2024,02:00,0.45
18-10-2024,03:00,0.8
18-10-2024,04:00,2.11
18-10-2024,05:00,1.86
18-10-2024,06:00,2.76
18-10-2024,07:00,3.47
18-10-2024,08:00,4.45
18-10-2024,09:00,1.21
18-10-2024,10:00,4.5
18-10-2024,11:00,2.46
18-10-2024,12:00,3.76
18-10-2024,13:00,2.37
18-10-2024,14:00,3.14
18-10-2024,15:00,4.51
18-10-2024,16:00,4.3
18-10-2024,17:00,2.65
18-10-2024,18:00,3.07
18-10-2024,19:00,1.81
18-10-2024,20:00,0.24
18-10-2024,21:00,1.47
18-10-2024,22:00,0.98
18-10-2024,23:00,0.54
19-10-2024,00:00,1.15
19-10-2024,01:00,2.26
19-10-2024,02:00,0.3
19-10-2024,03:00,0.09
19-10-2024,04:00,1.05
19-10-2024,05:00,0.61
19-10-2024,06:00,2.8
19-10-2024,07:00,1.17
19-10-2024,08:00,4.03
19-10-2024,09:00,3.22
19-10-2024,10:00,3.65
19-10-2024,11:00,3.2
19-10-2024,12:00,2.15
19-10-2024,13:00,2.7
19-10-2024,14:00,2.56
19-10-2024,15:00,4.52
19-10-2024,16:00,4.09
19-10-2024,17:00,3.06
19-10-2024,18:00,3.35
19-10-2024,19:00,1.28
19-10-2024,20:00,3.21
19-10-2024,21:00,2.27
19-10-2024,22:00,0
19-10-2024,23:00,0
20-10-2024,00:00,2.99
20-10-2024,01:00,0.97
20-10-2024,02:00,0
20-10-2024,03:00,1.87
20-10-2024,04:00,0.87
20-10-2024,05:00,2.0
20-10-2024,06:00,3.73
20-10-2024,07:00,2.12
20-10-2024,08:00,3.05
20-10-2024,09:00,2.62
20-10-2024,10:00,2.86
20-10-2024,11:00,2.74
20-10-2024,12:00,2.17
20-10-2024,13:00,2.16
20-10-2024,14:00,2.23
20-10-2024,15:00,3.44
20-10-2024,16:00,4.52
20-10-2024,17:00,2.79
20-10-2024,18:00,3.58
20-10-2024,19:00,0.06
20-10-2024,20:00,1.65
20-10-2024,21:00,1.39
20-10-2024,22:00,1.93
20-10-2024,23:00,2.09
21-10-2024,00:00,0.4
21-10-2024,01:00,0.67
21-10-2024,02:00,2.18
21-10-2024,03:00,0
21-10-2024,04:00,1.74
21-10-2024,05:00,0
21-10-2024,06:00,2.66
21-10-2024,07:00,3.84
21-10-2024,08:00,3.18
21-10-2024,09:00,1.69
21-10-2024,10:00,2.95
21-10-2024,11:00,2.97
21-10-2024,12:00,2.84
21-10-2024,13:00,2.49
21-10-2024,14:00,5
21-10-2024,15:00,2.95
21-10-2024,16:00,1.45
21-10-2024,17:00,3.04
21-10-2024,18:00,3.29
21-10-2024,19:00,1.54
21-10-2024,20:00,0.74
21-10-2024,21:00,0.66
21-10-2024,22:00,2.78
21-10-2024,23:00,0.69
22-10-2024,00:00,0.78
22-10-2024,01:00,0.52
22-10-2024,02:00,1.57
22-10-2024,03:00,0.76
22-10-2024,04:00,0.99
22-10-2024,05:00,0.95
22-10-2024,06:00,2.45
22-10-2024,07:00,3.03
22-10-2024,08:00,1.33
22-10-2024,09:00,4.28
22-10-2024,10:00,2.59
22-10-2024,11:00,3.23
22-10-2024,12:00,2.1
22-10-2024,13:00,2.9
22-10-2024,14:00,3.04
22-10-2024,15:00,2.99
22-10-2024,16:00,2.39
22-10-2024,17:00,2.38
22-10-2024,18:00,2.65
22-10-2024,19:00,0.91
22-10-2024,20:00,0.89
22-10-2024,21:00,0.74
22-10-2024,22:00,0
22-10-2024,23:00,0.84
23-10-2024,00:00,0.1
23-10-2024,01:00,0.85
23-10-2024,02:00,1.06
23-10-2024,03:00,0.08
23-10-2024,04:00,0
23-10-2024,05:00,0.04
23-10-2024,06:00,3.46
23-10-2024,07:00,2.95
23-10-2024,08:00,1.72
23-10-2024,09:00,2.61
23-10-2024,10:00,3.08
23-10-2024,11:00,2.19
23-10-2024,12:00,3.26
23-10-2024,13:00,1.94
23-10-2024,14:00,5
23-10-2024,15:00,1.05
23-10-2024,16:00,2.52
23-10-2024,17:00,2.03
23-10-2024,18:00,4.21
23-10-2024,19:00,1.46
23-10-2024,20:00,0.35
23-10-2024,21:00,1.13
23-10-2024,22:00,4.2
23-10-2024,23:00,0
24-10-2024,00:00,0
24-10-2024,01:00,1.29
24-10-2024,02:00,0
24-10-2024,03:00,3.8
24-10-2024,04:00,1.03
24-10-2024,05:00,0.62
24-10-2024,06:00,4.1
24-10-2024,07:00,2.43
24-10-2024,08:00,2.91
24-10-2024,09:00,4.16
24-10-2024,10:00,2.46
24-10-2024,11:00,2.89
24-10-2024,12:00,3.51
24-10-2024,13:00,1.89
24-10-2024,14:00,2.53
24-10-2024,15:00,3.08
24-10-2024,16:00,1.62
24-10-2024,17:00,1.61
24-10-2024,18:00,1.67
24-10-2024,19:00,0.1
24-10-2024,20:00,0.67
24-10-2024,21:00,0.23
24-10-2024,22:00,0
24-10-2024,23:00,1.16
25-10-2024,00:00,0
25-10-2024,01:00,2.29
25-10-2024,02:00,0
25-10-2024,03:00,0
25-10-2024,04:00,2.03
25-10-2024,05:00,0.05
25-10-2024,06:00,4.19
25-10-2024,07:00,3.05
25-10-2024,08:00,1.7
25-10-2024,09:00,1.6
25-10-2024,10:00,3.12
25-10-2024,11:00,3.05
25-10-2024,12:00,3.34
25-10-2024,13:00,3.39
25-10-2024,14:00,3.07
25-10-2024,15:00,3.5
25-10-2024,16:00,2.68
25-10-2024,17:00,2.65
25-10-2024,18:00,1.93
25-10-2024,19:00,0.7
25-10-2024,20:00,0.54
25-10-2024,21:00,0.13
25-10-2024,22:00,0
25-10-2024,23:00,0.54
26-10-2024,00:00,2.23
26-10-2024,01:00,0.4
26-10-2024,02:00,2.26
26-10-2024,03:00,0.98
26-10-2024,04:00,1.32
26-10-2024,05:00,0
26-10-2024,06:00,3.42
26-10-2024,07:00,3.06
26-10-2024,08:00,1.73
26-10-2024,09:00,3.8
26-10-2024,10:00,3.65
26-10-2024,11:00,3.13
26-10-2024,12:00,4.07
26-10-2024,13:00,2.0
26-10-2024,14:00,4.29
26-10-2024,15:00,4.83
26-10-2024,16:00,2.2
26-10-2024,17:00,2.55
26-10-2024,18:00,2.52
26-10-2024,19:00,-0.0
26-10-2024,20:00,0.53
26-10-2024,21:00,0.65
26-10-2024,22:00,1.0
26-10-2024,23:00,1.0
27-10-2024,00:00,0
27-10-2024,01:00,1.27
27-10-2024,02:00,0.2
27-10-2024,03:00,0.78
27-10-2024,04:00,0.63
27-10-2024,05:00,1.88
27-10-2024,06:00,3.14
27-10-2024,07:00,3.32
27-10-2024,08:00,4.72
27-10-2024,09:00,3.95
27-10-2024,10:00,1.98
27-10-2024,11:00,1.16
27-10-2024,12:00,2.3
27-10-2024,13:00,2.91
27-10-2024,14:00,3.47
27-10-2024,15:00,3.57
27-10-2024,16:00,1.84
27-10-2024,17:00,2.09
27-10-2024,18:00,4.59
27-10-2024,19:00,0.96
27-10-2024,20:00,1.1
27-10-2024,21:00,0.7
27-10-2024,22:00,0
27-10-2024,23:00,0.62
28-10-2024,00:00,1.68
28-10-2024,01:00,1.06
28-10-2024,02:00,0.79
28-10-2024,03:00,1.76
28-10-2024,04:00,0.74
28-10-2024,05:00,1.07
28-10-2024,06:00,2.53
28-10-2024,07:00,3.03
28-10-2024,08:00,4.77
28-10-2024,09:00,3.41
28-10-2024,10:00,3.85
28-10-2024,11:00,3.3
28-10-2024,12:00,2.5
28-10-2024,13:00,3.38
28-10-2024,14:00,5
28-10-2024,15:00,3.68
28-10-2024,16:00,4.55
28-10-2024,17:00,3.07
28-10-2024,18:00,1.92
28-10-2024,19:00,0.14
28-10-2024,20:00,3.07
28-10-2024,21:00,2.83
28-10-2024,22:00,0
28-10-2024,23:00,1.08
29-10-2024,00:00,0
29-10-2024,01:00,2.02
29-10-2024,02:00,2.44
29-10-2024,03:00,2.03
29-10-2024,04:00,1.09
29-10-2024,05:00,1.41
29-10-2024,06:00,2.94
29-10-2024,07:00,3.79
29-10-2024,08:00,5
29-10-2024,09:00,3.15
29-10-2024,10:00,3.41
29-10-2024,11:00,3.41
29-10-2024,12:00,4.0
29-10-2024,13:00,3.09
29-10-2024,14:00,3.0
29-10-2024,15:00,1.75
29-10-2024,16:00,3.63
29-10-2024,17:00,3.69
29-10-2024,18:00,1.82
29-10-2024,19:00,1.51
29-10-2024,20:00,0
29-10-2024,21:00,0.17
29-10-2024,22:00,0.8
29-10-2024,23:00,0.2
