floor,06
location,002
type,Plug
14-10-2024,21:00,1.0
14-10-2024,22:00,1.1
14-10-2024,23:00,0.74
15-10-2024,00:00,2.46
15-10-2024,01:00,0
15-10-2024,02:00,1.41
15-10-2024,03:00,1.17
15-10-2024,04:00,0
15-10-2024,05:00,1.76
15-10-2024,06:00,2.19
15-10-2024,07:00,1.23
15-10-2024,08:00,1.96
15-10-2024,09:00,3.08
15-10-2024,10:00,3.3
15-10-2024,11:00,4.04
15-10-2024,12:00,3.15
15-10-2024,13:00,2.3
15-10-2024,14:00,1.78
15-10-2024,15:00,3.19
15-10-2024,16:00,3.01
15-10-2024,17:00,3.23
15-10-2024,18:00,3.12
15-10-2024,19:00,1.51
15-10-2024,20:00,0
15-10-2024,21:00,1.96
15-10-2024,22:00,1.87
15-10-2024,23:00,0
16-10-2024,00:00,1.58
16-10-2024,01:00,0.59
16-10-2024,02:00,0.59
16-10-2024,03:00,1.8
16-10-2024,04:00,0.43
16-10-2024,05:00,0.19
16-10-2024,06:00,3.01
16-10-2024,07:00,2.77
16-10-2024,08:00,3.53
16-10-2024,09:00,2.74
16-10-2024,10:00,3.28
16-10-2024,11:00,2.5
16-10-2024,12:00,3.86
16-10-2024,13:00,2.14
16-10-2024,14:00,4.16
16-10-2024,15:00,1.89
16-10-2024,16:00,3.62
16-10-2024,17:00,1.8
16-10-2024,18:00,2.04
16-10-2024,19:00,2.07
16-10-2024,20:00,1.17
16-10-2024,21:00,1.34
16-10-2024,22:00,2.2
16-10-2024,23:00,1.35
17-10-2024,00:00,0
17-10-2024,01:00,1.4
17-10-2024,02:00,2.2
17-10-2024,03:00,0.2
17-10-2024,04:00,0
17-10-2024,05:00,0.55
17-10-2024,06:00,3.66
17-10-2024,07:00,3.45
17-10-2024,08:00,3.46
17-10-2024,09:00,1.66
17-10-2024,10:00,4.7
17-10-2024,11:00,4.59
17-10-2024,12:00,4.31
17-10-2024,13:00,2.81
17-10-2024,14:00,1.46
17-10-2024,15:00,3.84
17-10-2024,16:00,1.73
17-10-2024,17:00,3.18
17-10-2024,18:00,3.23
17-10-2024,19:00,0.94
17-10-2024,20:00,0.52
17-10-2024,21:00,1.83
17-10-2024,22:00,0.73
17-10-2024,23:00,1.7
18-10-2024,00:00,0.83
18-10-2024,01:00,0
18-10-2024,02:00,1.64
18-10-2024,03:00,0.06
18-10-2024,04:00,0.83
18-10-2024,05:00,1.72
18-10-2024,06:00,4.04
18-10-2024,07:00,3.51
18-10-2024,08:00,2.67
18-10-2024,09:00,5
18-10-2024,10:00,2.15
18-10-2024,11:00,4.02
18-10-2024,12:00,3.69
18-10-2024,13:00,3.1
18-10-2024,14:00,4.25
18-10-2024,15:00,3.75
18-10-2024,16:00,3.24
18-10-2024,17:00,2.32
18-10-2024,18:00,2.89
18-10-2024,19:00,2.22
18-10-2024,20:00,2.01
18-10-2024,21:00,1.42
18-10-2024,22:00,0.18
18-10-2024,23:00,0.61
19-10-2024,00:00,1.12
19-10-2024,01:00,1.35
19-10-2024,02:00,2.24
19-10-2024,03:00,0
19-10-2024,04:00,0.85
19-10-2024,05:00,0
19-10-2024,06:00,5
19-10-2024,07:00,1.93
19-10-2024,08:00,2.17
19-10-2024,09:00,3.4
19-10-2024,10:00,4.37
19-10-2024,11:00,2.35
19-10-2024,12:00,3.65
19-10-2024,13:00,3.34
19-10-2024,14:00,3.17
19-10-2024,15:00,3.28
19-10-2024,16:00,2.42
19-10-2024,17:00,2.89
19-10-2024,18:00,3.13
19-10-2024,19:00,1.79
19-10-2024,20:00,0.43
19-10-2024,21:00,1.06
19-10-2024,22:00,1.39
19-10-2024,23:00,1.54
20-10-2024,00:00,1.84
20-10-2024,01:00,0.93
20-10-2024,02:00,0.11
20-10-2024,03:00,0
20-10-2024,04:00,1.92
20-10-2024,05:00,1.99
20-10-2024,06:00,4.14
20-10-2024,07:00,3.88
20-10-2024,08:00,2.19
20-10-2024,09:00,3.33
20-10-2024,10:00,2.55
20-10-2024,11:00,2.33
20-10-2024,12:00,2.05
20-10-2024,13:00,3.39
20-10-2024,14:00,2.44
20-10-2024,15:00,3.66
20-10-2024,16:00,2.64
20-10-2024,17:00,0.65
20-10-2024,18:00,4.03
20-10-2024,19:00,0.2
20-10-2024,20:00,0
20-10-2024,21:00,1.23
20-10-2024,22:00,0.4
20-10-2024,23:00,0.63
21-10-2024,00:00,0.94
21-10-2024,01:00,2.41
21-10-2024,02:00,1.02
21-10-2024,03:00,1.88
21-10-2024,04:00,2.55
21-10-2024,05:00,0
21-10-2024,06:00,1.87
21-10-2024,07:00,5
21-10-2024,08:00,4.05
21-10-2024,09:00,4.08
21-10-2024,10:00,4.73
21-10-2024,11:00,2.67
21-10-2024,12:00,3.28
21-10-2024,13:00,2.85
21-10-2024,14:00,2.77
21-10-2024,15:00,2.52
21-10-2024,16:00,3.1
21-10-2024,17:00,0
21-10-2024,18:00,2.5
21-10-2024,19:00,2.02
21-10-2024,20:00,1.2
21-10-2024,21:00,0.26
21-10-2024,22:00,0.2
21-10-2024,23:00,0.99
22-10-2024,00:00,0
22-10-2024,01:00,0
22-10-2024,02:00,1.74
22-10-2024,03:00,1.78
22-10-2024,04:00,0.63
22-10-2024,05:00,2.52
22-10-2024,06:00,2.4
22-10-2024,07:00,2.85
22-10-2024,08:00,4.05
22-10-2024,09:00,2.22
22-10-2024,10:00,5
22-10-2024,11:00,1.96
22-10-2024,12:00,1.42
22-10-2024,13:00,3.16
22-10-2024,14:00,2.84
22-10-2024,15:00,3.7
22-10-2024,16:00,3.29
22-10-2024,17:00,2.66
22-10-2024,18:00,3.75
22-10-2024,19:00,1.39
22-10-2024,20:00,0.96
22-10-2024,21:00,0.03
22-10-2024,22:00,1.47
22-10-2024,23:00,0.94
23-10-2024,00:00,1.81
23-10-2024,01:00,0
23-10-2024,02:00,1.39
23-10-2024,03:00,1.14
23-10-2024,04:00,2.81
23-10-2024,05:00,2.12
23-10-2024,06:00,2.03
23-10-2024,07:00,2.49
23-10-2024,08:00,2.21
23-10-2024,09:00,4.5
23-10-2024,10:00,2.87
23-10-2024,11:00,3.14
23-10-2024,12:00,4.13
23-10-2024,13:00,3.04
23-10-2024,14:00,1.49
23-10-2024,15:00,4.37
23-10-2024,16:00,3.67
23-10-2024,17:00,1.99
23-10-2024,18:00,1.74
23-10-2024,19:00,0.76
23-10-2024,20:00,1.54
23-10-2024,21:00,0.88
23-10-2024,22:00,0.12
23-10-2024,23:00,0.13
24-10-2024,00:00,1.34
24-10-2024,01:00,0.63
24-10-2024,02:00,2.65
24-10-2024,03:00,1.88
24-10-2024,04:00,1.38
24-10-2024,05:00,0.61
24-10-2024,06:00,3.85
24-10-2024,07:00,2.7
24-10-2024,08:00,2.62
24-10-2024,09:00,3.5
24-10-2024,10:00,1.59
24-10-2024,11:00,3.43
24-10-2024,12:00,2.83
24-10-2024,13:00,3.5
24-10-2024,14:00,2.99
24-10-2024,15:00,3.4
24-10-2024,16:00,3.47
24-10-2024,17:00,2.51
24-10-2024,18:00,2.43
24-10-2024,19:00,1.53
24-10-2024,20:00,0.89
24-10-2024,21:00,1.12
24-10-2024,22:00,2.29
24-10-2024,23:00,0.49
25-10-2024,00:00,2.8
25-10-2024,01:00,2.21
25-10-2024,02:00,0.27
25-10-2024,03:00,0.54
25-10-2024,04:00,1.92
25-10-2024,05:00,1.82
25-10-2024,06:00,3.64
25-10-2024,07:00,5
25-10-2024,08:00,2.64
25-10-2024,09:00,2.54
25-10-2024,10:00,2.78
25-10-2024,11:00,3.52
25-10-2024,12:00,2.28
25-10-2024,13:00,2.09
25-10-2024,14:00,3.95
25-10-2024,15:00,3.04
25-10-2024,16:00,3.16
25-10-2024,17:00,2.9
25-10-2024,18:00,3.05
25-10-2024,19:00,2.08
25-10-2024,20:00,0.71
25-10-2024,21:00,1.94
25-10-2024,22:00,0.4
25-10-2024,23:00,0.26
26-10-2024,00:00,0
26-10-2024,01:00,0.59
26-10-2024,02:00,1.08
26-10-2024,03:00,0.13
26-10-2024,04:00,0.69
26-10-2024,05:00,1.87
26-10-2024,06:00,3.03
26-10-2024,07:00,2.4
26-10-2024,08:00,3.03
26-10-2024,09:00,1.35
26-10-2024,10:00,2.78
26-10-2024,11:00,3.56
26-10-2024,12:00,2.91
26-10-2024,13:00,1.5
26-10-2024,14:00,3.11
26-10-2024,15:00,2.89
26-10-2024,16:00,1.61
26-10-2024,17:00,2.76
26-10-2024,18:00,3.04
26-10-2024,19:00,1.14
26-10-2024,20:00,1.22
26-10-2024,21:00,1.01
26-10-2024,22:00,0.9
26-10-2024,23:00,1.68
27-10-2024,00:00,0
27-10-2024,01:00,1.36
27-10-2024,02:00,0.72
27-10-2024,03:00,1.91
27-10-2024,04:00,0.46
27-10-2024,05:00,0.63
27-10-2024,06:00,1.07
27-10-2024,07:00,4.08
27-10-2024,08:00,2.5
27-10-2024,09:00,3.45
27-10-2024,10:00,3.51
27-10-2024,11:00,3.28
27-10-2024,12:00,2.4
27-10-2024,13:00,4.28
27-10-2024,14:00,4.63
27-10-2024,15:00,2.64
27-10-2024,16:00,4.16
27-10-2024,17:00,3.6
27-10-2024,18:00,2.33
27-10-2024,19:00,0
27-10-2024,20:00,0.89
27-10-2024,21:00,0
27-10-2024,22:00,1.0
27-10-2024,23:00,0
28-10-2024,00:00,0.66
28-10-2024,01:00,0.44
28-10-2024,02:00,1.51
28-10-2024,03:00,1.72
28-10-2024,04:00,3.1
28-10-2024,05:00,0.61
28-10-2024,06:00,5
28-10-2024,07:00,4.17
28-10-2024,08:00,3.43
28-10-2024,09:00,2.8
28-10-2024,10:00,3.84
28-10-2024,11:00,1.83
28-10-2024,12:00,2.15
28-10-2024,13:00,1.02
28-10-2024,14:00,4.77
28-10-2024,15:00,2.76
28-10-2024,16:00,4.58
28-10-2024,17:00,2.65
28-10-2024,18:00,3.89
28-10-2024,19:00,0.8
28-10-2024,20:00,0.26
28-10-2024,21:00,2.26
28-10-2024,22:00,1.39
28-10-2024,23:00,1.22
29-10-2024,00:00,0
29-10-2024,01:00,0.2
29-10-2024,02:00,0.34
29-10-2024,03:00,2.06
29-10-2024,04:00,0.01
29-10-2024,05:00,1.52
29-10-2024,06:00,2.49
29-10-2024,07:00,3.19
29-10-2024,08:00,2.31
29-10-2024,09:00,2.31
29-10-2024,10:00,3.96
29-10-2024,11:00,0.92
29-10-2024,12:00,3.88
29-10-2024,13:00,2.89
29-10-2024,14:00,2.28
29-10-2024,15:00,3.1
29-10-2024,16:00,4.64
29-10-2024,17:00,3.99
29-10-2024,18:00,4.69
29-10-2024,19:00,0.33
29-10-2024,20:00,0.49
29-10-2024,21:00,2.91
29-10-2024,22:00,2.25
29-10-2024,23:00,0.41
