floor,05
location,005
type,Plug
03-10-2024,16:00,3.43
03-10-2024,17:00,2.73
03-10-2024,18:00,3.35
03-10-2024,19:00,1.13
03-10-2024,20:00,1.5
03-10-2024,21:00,0
03-10-2024,22:00,0
03-10-2024,23:00,0.32
04-10-2024,00:00,0.19
04-10-2024,01:00,0
04-10-2024,02:00,2.83
04-10-2024,03:00,1.34
04-10-2024,04:00,0
04-10-2024,05:00,0
04-10-2024,06:00,4.05
04-10-2024,07:00,1.93
04-10-2024,08:00,1.99
04-10-2024,09:00,2.32
04-10-2024,10:00,3.65
04-10-2024,11:00,3.17
04-10-2024,12:00,5
04-10-2024,13:00,1.81
04-10-2024,14:00,1.92
04-10-2024,15:00,2.17
04-10-2024,16:00,5
04-10-2024,17:00,2.62
04-10-2024,18:00,1.86
04-10-2024,19:00,1.55
04-10-2024,20:00,0
04-10-2024,21:00,0.01
04-10-2024,22:00,0.72
04-10-2024,23:00,0.62
05-10-2024,00:00,0.47
05-10-2024,01:00,1.13
05-10-2024,02:00,1.34
05-10-2024,03:00,1.39
05-10-2024,04:00,0.67
05-10-2024,05:00,0.69
05-10-2024,06:00,3.31
05-10-2024,07:00,5
05-10-2024,08:00,2.46
05-10-2024,09:00,2.61
05-10-2024,10:00,3.36
05-10-2024,11:00,3.08
05-10-2024,12:00,1.03
05-10-2024,13:00,2.52
05-10-2024,14:00,3.89
05-10-2024,15:00,3.97
05-10-2024,16:00,1.51
05-10-2024,17:00,2.68
05-10-2024,18:00,3.01
05-10-2024,19:00,1.81
05-10-2024,20:00,0.03
05-10-2024,21:00,1.08
05-10-2024,22:00,0.26
05-10-2024,23:00,0.94
06-10-2024,00:00,0
06-10-2024,01:00,0.17
06-10-2024,02:00,1.09
06-10-2024,03:00,0.9
06-10-2024,04:00,2.08
06-10-2024,05:00,0.56
06-10-2024,06:00,3.05
06-10-2024,07:00,4.92
06-10-2024,08:00,2.71
06-10-2024,09:00,3.29
06-10-2024,10:00,2.15
06-10-2024,11:00,2.91
06-10-2024,12:00,3.04
06-10-2024,13:00,1.43
06-10-2024,14:00,3.31
06-10-2024,15:00,4.51
06-10-2024,16:00,5
06-10-2024,17:00,3.44
06-10-2024,18:00,2.94
06-10-2024,19:00,0.72
06-10-2024,20:00,0
06-10-2024,21:00,2.36
06-10-2024,22:00,1.07
06-10-2024,23:00,0.04
07-10-2024,00:00,2.09
07-10-2024,01:00,1.96
07-10-2024,02:00,0
07-10-2024,03:00,2.03
07-10-2024,04:00,0.14
07-10-2024,05:00,0.85
07-10-2024,06:00,3.43
07-10-2024,07:00,3.77
07-10-2024,08:00,2.92
07-10-2024,09:00,4.96
07-10-2024,10:00,0.93
07-10-2024,11:00,1.98
07-10-2024,12:00,3.19
07-10-2024,13:00,3.8
07-10-2024,14:00,2.46
07-10-2024,15:00,4.37
07-10-2024,16:00,2.51
07-10-2024,17:00,0.79
07-10-2024,18:00,3.84
07-10-2024,19:00,1.55
07-10-2024,20:00,0.6
07-10-2024,21:00,1.64
07-10-2024,22:00,0.31
07-10-2024,23:00,0
08-10-2024,00:00,0.95
08-10-2024,01:00,1.91
08-10-2024,02:00,0.13
08-10-2024,03:00,1.78
08-10-2024,04:00,1.8
08-10-2024,05:00,2.01
08-10-2024,06:00,3.54
08-10-2024,07:00,2.19
08-10-2024,08:00,3.61
08-10-2024,09:00,3.44
08-10-2024,10:00,2.59
08-10-2024,11:00,1.54
08-10-2024,12:00,3.09
08-10-2024,13:00,3.66
08-10-2024,14:00,4.37
08-10-2024,15:00,2.57
08-10-2024,16:00,4.85
08-10-2024,17:00,1.63
08-10-2024,18:00,5
08-10-2024,19:00,1.68
08-10-2024,20:00,0.69
08-10-2024,21:00,0.03
08-10-2024,22:00,1.41
08-10-2024,23:00,1.14
09-10-2024,00:00,1.79
09-10-2024,01:00,2.38
09-10-2024,02:00,1.36
09-10-2024,03:00,0
09-10-2024,04:00,0.44
09-10-2024,05:00,0.94
09-10-2024,06:00,1.89
09-10-2024,07:00,2.64
09-10-2024,08:00,4.95
09-10-2024,09:00,4.2
09-10-2024,10:00,3.0
09-10-2024,11:00,1.89
09-10-2024,12:00,3.13
09-10-2024,13:00,3.66
09-10-2024,14:00,3.05
09-10-2024,15:00,3.26
09-10-2024,16:00,2.76
09-10-2024,17:00,2.62
09-10-2024,18:00,3.66
09-10-2024,19:00,0
09-10-2024,20:00,1.25
09-10-2024,21:00,2.15
09-10-2024,22:00,2.05
09-10-2024,23:00,1.47
10-10-2024,00:00,2.96
10-10-2024,01:00,1.48
10-10-2024,02:00,1.54
10-10-2024,03:00,1.84
10-10-2024,04:00,0.7
10-10-2024,05:00,1.5
10-10-2024,06:00,1.55
10-10-2024,07:00,1.75
10-10-2024,08:00,2.74
10-10-2024,09:00,2.84
10-10-2024,10:00,2.95
10-10-2024,11:00,3.28
10-10-2024,12:00,4.04
10-10-2024,13:00,2.05
10-10-2024,14:00,3.19
10-10-2024,15:00,2.79
10-10-2024,16:00,2.61
10-10-2024,17:00,3.43
10-10-2024,18:00,3.69
10-10-2024,19:00,0.34
10-10-2024,20:00,0.21
10-10-2024,21:00,1.17
10-10-2024,22:00,1.61
10-10-2024,23:00,1.2
11-10-2024,00:00,1.97
11-10-2024,01:00,1.91
11-10-2024,02:00,0
11-10-2024,03:00,0.88
11-10-2024,04:00,2.03
11-10-2024,05:00,0.95
11-10-2024,06:00,3.88
11-10-2024,07:00,2.78
11-10-2024,08:00,2.89
11-10-2024,09:00,4.85
11-10-2024,10:00,2.25
11-10-2024,11:00,2.36
11-10-2024,12:00,2.71
11-10-2024,13:00,2.56
11-10-2024,14:00,4.07
11-10-2024,15:00,2.59
11-10-2024,16:00,1.42
11-10-2024,17:00,2.71
11-10-2024,18:00,3.22
11-10-2024,19:00,1.71
11-10-2024,20:00,0.81
11-10-2024,21:00,2.08
11-10-2024,22:00,0.61
11-10-2024,23:00,1.22
12-10-2024,00:00,0.4
12-10-2024,01:00,3.35
12-10-2024,02:00,0.45
12-10-2024,03:00,1.2
12-10-2024,04:00,0.97
12-10-2024,05:00,1.27
12-10-2024,06:00,4.03
12-10-2024,07:00,3.08
12-10-2024,08:00,2.16
12-10-2024,09:00,2.25
12-10-2024,10:00,3.96
12-10-2024,11:00,3.85
12-10-2024,12:00,2.26
12-10-2024,13:00,1.89
12-10-2024,14:00,1.35
12-10-2024,15:00,3.4
12-10-2024,16:00,2.19
12-10-2024,17:00,2.55
12-10-2024,18:00,2.98
12-10-2024,19:00,0.69
12-10-2024,20:00,0.85
12-10-2024,21:00,0
12-10-2024,22:00,0.22
12-10-2024,23:00,2.69
13-10-2024,00:00,1.47
13-10-2024,01:00,1.45
13-10-2024,02:00,3.11
13-10-2024,03:00,0.55
13-10-2024,04:00,0
13-10-2024,05:00,2.14
13-10-2024,06:00,3.58
13-10-2024,07:00,2.87
13-10-2024,08:00,0.94
13-10-2024,09:00,1.44
13-10-2024,10:00,3.41
13-10-2024,11:00,3.31
13-10-2024,12:00,3.4
13-10-2024,13:00,4.42
13-10-2024,14:00,2.72
13-10-2024,15:00,2.43
13-10-2024,16:00,4.16
13-10-2024,17:00,2.11
13-10-2024,18:00,2.73
13-10-2024,19:00,1.37
13-10-2024,20:00,3.76
13-10-2024,21:00,0.37
13-10-2024,22:00,0.04
13-10-2024,23:00,0.96
14-10-2024,00:00,2.09
14-10-2024,01:00,1.57
14-10-2024,02:00,1.23
14-10-2024,03:00,0.47
14-10-2024,04:00,0.18
14-10-2024,05:00,1.9
14-10-2024,06:00,3.19
14-10-2024,07:00,1.71
14-10-2024,08:00,4.3
14-10-2024,09:00,3.33
14-10-2024,10:00,4.13
14-10-2024,11:00,3.9
14-10-2024,12:00,2.44
14-10-2024,13:00,2.72
14-10-2024,14:00,3.74
14-10-2024,15:00,1.87
14-10-2024,16:00,2.01
14-10-2024,17:00,2.99
14-10-2024,18:00,3.04
14-10-2024,19:00,0
14-10-2024,20:00,0
14-10-2024,21:00,0.74
14-10-2024,22:00,2.15
14-10-2024,23:00,0
15-10-2024,00:00,2.07
15-10-2024,01:00,2.85
15-10-2024,02:00,0.05
15-10-2024,03:00,2.67
15-10-2024,04:00,0.33
15-10-2024,05:00,0.96
15-10-2024,06:00,2.47
15-10-2024,07:00,1.5
15-10-2024,08:00,3.91
15-10-2024,09:00,0
15-10-2024,10:00,0
15-10-2024,11:00,4.31
15-10-2024,12:00,4.93
15-10-2024,13:00,2.51
15-10-2024,14:00,2.58
15-10-2024,15:00,2.43
15-10-2024,16:00,2.25
15-10-2024,17:00,3.25
15-10-2024,18:00,3.89
15-10-2024,19:00,1.85
15-10-2024,20:00,1.93
15-10-2024,21:00,0.28
15-10-2024,22:00,2.58
15-10-2024,23:00,0.39
16-10-2024,00:00,2.07
16-10-2024,01:00,2.16
16-10-2024,02:00,0
16-10-2024,03:00,1.91
16-10-2024,04:00,1.05
16-10-2024,05:00,1.02
16-10-2024,06:00,2.4
16-10-2024,07:00,1.64
16-10-2024,08:00,2.49
16-10-2024,09:00,3.88
16-10-2024,10:00,0.16
16-10-2024,11:00,2.32
16-10-2024,12:00,3.24
16-10-2024,13:00,3.39
16-10-2024,14:00,4.04
16-10-2024,15:00,3.58
16-10-2024,16:00,2.42
16-10-2024,17:00,3.88
16-10-2024,18:00,3.3
16-10-2024,19:00,0
16-10-2024,20:00,0
16-10-2024,21:00,1.38
16-10-2024,22:00,1.52
16-10-2024,23:00,0
17-10-2024,00:00,0
17-10-2024,01:00,1.7
17-10-2024,02:00,1.81
17-10-2024,03:00,1.9
17-10-2024,04:00,1.23
17-10-2024,05:00,1.15
17-10-2024,06:00,1.81
17-10-2024,07:00,5
17-10-2024,08:00,1.32
17-10-2024,09:00,1.94
17-10-2024,10:00,3.18
17-10-2024,11:00,0.43
17-10-2024,12:00,3.66
17-10-2024,13:00,2.68
17-10-2024,14:00,3.52
17-10-2024,15:00,1.97
17-10-2024,16:00,4.14
17-10-2024,17:00,3.87
17-10-2024,18:00,2.81
17-10-2024,19:00,2.95
17-10-2024,20:00,0.65
17-10-2024,21:00,1.78
17-10-2024,22:00,1.08
17-10-2024,23:00,2.23
18-10-2024,00:00,0
18-10-2024,01:00,1.83
18-10-2024,02:00,0
18-10-2024,03:00,0.38
18-10-2024,04:00,1.67
18-10-2024,05:00,1.41
18-10-2024,06:00,4.61
18-10-2024,07:00,2.56
18-10-2024,08:00,2.82
18-10-2024,09:00,3.6
18-10-2024,10:00,1.66
18-10-2024,11:00,4.61
18-10-2024,12:00,3.28
18-10-2024,13:00,1.98
18-10-2024,14:00,2.91
18-10-2024,15:00,4.51
18-10-2024,16:00,3.56
18-10-2024,17:00,1.77
18-10-2024,18:00,4.05
18-10-2024,19:00,1.75
18-10-2024,20:00,0.29
18-10-2024,21:00,1.03
18-10-2024,22:00,0.87
18-10-2024,23:00,0.61
19-10-2024,00:00,1.31
19-10-2024,01:00,2.23
19-10-2024,02:00,1.43
19-10-2024,03:00,1.05
19-10-2024,04:00,1.25
19-10-2024,05:00,0.51
19-10-2024,06:00,2.4
19-10-2024,07:00,4.35
19-10-2024,08:00,3.54
19-10-2024,09:00,2.5
19-10-2024,10:00,2.93
19-10-2024,11:00,2.36
19-10-2024,12:00,3.83
19-10-2024,13:00,3.36
19-10-2024,14:00,2.29
19-10-2024,15:00,3.18
19-10-2024,16:00,3.58
19-10-2024,17:00,4.08
19-10-2024,18:00,2.04
19-10-2024,19:00,1.8
19-10-2024,20:00,1.46
19-10-2024,21:00,1.7
19-10-2024,22:00,0
19-10-2024,23:00,1.59
20-10-2024,00:00,0.4
20-10-2024,01:00,0
20-10-2024,02:00,0.59
20-10-2024,03:00,0
20-10-2024,04:00,1.05
20-10-2024,05:00,0.36
20-10-2024,06:00,3.47
20-10-2024,07:00,3.61
20-10-2024,08:00,2.79
20-10-2024,09:00,3.42
20-10-2024,10:00,2.14
20-10-2024,11:00,2.95
20-10-2024,12:00,3.61
20-10-2024,13:00,2.33
20-10-2024,14:00,2.45
20-10-2024,15:00,2.67
20-10-2024,16:00,3.16
20-10-2024,17:00,3.16
20-10-2024,18:00,2.18
20-10-2024,19:00,1.97
20-10-2024,20:00,0.66
20-10-2024,21:00,0.79
20-10-2024,22:00,1.34
20-10-2024,23:00,0
21-10-2024,00:00,3.71
21-10-2024,01:00,1.9
21-10-2024,02:00,0
21-10-2024,03:00,2.31
21-10-2024,04:00,1.4
21-10-2024,05:00,2.66
21-10-2024,06:00,3.12
21-10-2024,07:00,4.66
21-10-2024,08:00,3.0
21-10-2024,09:00,3.16
21-10-2024,10:00,2.34
21-10-2024,11:00,4.38
21-10-2024,12:00,2.49
21-10-2024,13:00,3.17
21-10-2024,14:00,1.32
21-10-2024,15:00,3.47
21-10-2024,16:00,2.38
21-10-2024,17:00,3.4
21-10-2024,18:00,1.93
21-10-2024,19:00,1.53
21-10-2024,20:00,0.18
21-10-2024,21:00,1.46
21-10-2024,22:00,3.33
21-10-2024,23:00,0
22-10-2024,00:00,0.63
22-10-2024,01:00,1.17
22-10-2024,02:00,0
22-10-2024,03:00,0.99
22-10-2024,04:00,2.05
22-10-2024,05:00,0.75
22-10-2024,06:00,1.84
22-10-2024,07:00,3.29
22-10-2024,08:00,2.54
22-10-2024,09:00,3.59
22-10-2024,10:00,2.68
22-10-2024,11:00,5
22-10-2024,12:00,2.38
22-10-2024,13:00,3.61
22-10-2024,14:00,3.25
22-10-2024,15:00,2.73
22-10-2024,16:00,3.9
22-10-2024,17:00,2.29
22-10-2024,18:00,4.16
22-10-2024,19:00,0.56
22-10-2024,20:00,1.05
22-10-2024,21:00,0
22-10-2024,22:00,0
22-10-2024,23:00,2.32
23-10-2024,00:00,1.08
23-10-2024,01:00,3.09
23-10-2024,02:00,1.99
23-10-2024,03:00,0
23-10-2024,04:00,0.91
23-10-2024,05:00,0.71
23-10-2024,06:00,4.32
23-10-2024,07:00,1.85
23-10-2024,08:00,4.16
23-10-2024,09:00,1.54
23-10-2024,10:00,2.41
23-10-2024,11:00,2.71
23-10-2024,12:00,3.14
23-10-2024,13:00,2.85
23-10-2024,14:00,2.17
23-10-2024,15:00,4.57
23-10-2024,16:00,3.1
23-10-2024,17:00,3.47
23-10-2024,18:00,2.06
23-10-2024,19:00,2.4
23-10-2024,20:00,0.62
23-10-2024,21:00,0.97
23-10-2024,22:00,0
23-10-2024,23:00,0.55
24-10-2024,00:00,0.51
24-10-2024,01:00,1.43
24-10-2024,02:00,1.58
24-10-2024,03:00,1.03
24-10-2024,04:00,2.03
24-10-2024,05:00,2.95
24-10-2024,06:00,3.66
24-10-2024,07:00,2.52
24-10-2024,08:00,3.65
24-10-2024,09:00,2.81
24-10-2024,10:00,2.15
24-10-2024,11:00,3.01
24-10-2024,12:00,3.81
24-10-2024,13:00,2.26
24-10-2024,14:00,2.82
24-10-2024,15:00,3.53
24-10-2024,16:00,1.26
24-10-2024,17:00,2.6
24-10-2024,18:00,5
24-10-2024,19:00,2.1
24-10-2024,20:00,1.62
24-10-2024,21:00,0.34
24-10-2024,22:00,0.67
24-10-2024,23:00,0.76
25-10-2024,00:00,0.93
25-10-2024,01:00,0.27
25-10-2024,02:00,0.57
25-10-2024,03:00,1.61
25-10-2024,04:00,0
25-10-2024,05:00,0
25-10-2024,06:00,3.76
25-10-2024,07:00,3.12
25-10-2024,08:00,3.43
25-10-2024,09:00,1.05
25-10-2024,10:00,1.68
25-10-2024,11:00,2.86
25-10-2024,12:00,3.4
25-10-2024,13:00,1.68
25-10-2024,14:00,2.05
25-10-2024,15:00,4.05
25-10-2024,16:00,2.29
25-10-2024,17:00,0.68
25-10-2024,18:00,2.84
25-10-2024,19:00,1.77
25-10-2024,20:00,0.11
25-10-2024,21:00,0.88
25-10-2024,22:00,2.3
25-10-2024,23:00,0
26-10-2024,00:00,0.35
26-10-2024,01:00,1.66
26-10-2024,02:00,0.87
26-10-2024,03:00,2.26
26-10-2024,04:00,0
26-10-2024,05:00,0.39
26-10-2024,06:00,3.02
26-10-2024,07:00,3.16
26-10-2024,08:00,1.92
26-10-2024,09:00,2.24
26-10-2024,10:00,2.4
26-10-2024,11:00,2.72
26-10-2024,12:00,1.74
26-10-2024,13:00,2.66
26-10-2024,14:00,5
26-10-2024,15:00,2.72
26-10-2024,16:00,3.29
26-10-2024,17:00,2.74
26-10-2024,18:00,3.75
26-10-2024,19:00,0.78
26-10-2024,20:00,1.73
26-10-2024,21:00,0.61
26-10-2024,22:00,2.11
26-10-2024,23:00,0.42
27-10-2024,00:00,0.56
27-10-2024,01:00,1.25
27-10-2024,02:00,2.51
27-10-2024,03:00,0
27-10-2024,04:00,1.48
27-10-2024,05:00,0.83
27-10-2024,06:00,3.7
27-10-2024,07:00,1.58
27-10-2024,08:00,1.92
27-10-2024,09:00,2.07
27-10-2024,10:00,4.68
27-10-2024,11:00,3.65
27-10-2024,12:00,3.62
27-10-2024,13:00,2.25
27-10-2024,14:00,2.35
27-10-2024,15:00,2.8
27-10-2024,16:00,3.22
27-10-2024,17:00,4.42
27-10-2024,18:00,0.82
27-10-2024,19:00,0
27-10-2024,20:00,0.84
27-10-2024,21:00,2.9
27-10-2024,22:00,1.34
27-10-2024,23:00,0.78
28-10-2024,00:00,1.62
28-10-2024,01:00,1.9
28-10-2024,02:00,0.1
28-10-2024,03:00,0.32
28-10-2024,04:00,0
28-10-2024,05:00,2.13
28-10-2024,06:00,2.69
28-10-2024,07:00,3.21
28-10-2024,08:00,2.8
28-10-2024,09:00,3.93
28-10-2024,10:00,3.96
28-10-2024,11:00,2.53
28-10-2024,12:00,2.12
28-10-2024,13:00,2.25
28-10-2024,14:00,3.17
28-10-2024,15:00,1.42
28-10-2024,16:00,1.68
28-10-2024,17:00,3.46
28-10-2024,18:00,2.54
28-10-2024,19:00,1.94
28-10-2024,20:00,1.89
28-10-2024,21:00,0
28-10-2024,22:00,1.64
28-10-2024,23:00,1.05
29-10-2024,00:00,1.83
29-10-2024,01:00,1.05
29-10-2024,02:00,0.9
29-10-2024,03:00,1.06
29-10-2024,04:00,1.68
29-10-2024,05:00,0.4
29-10-2024,06:00,3.07
29-10-2024,07:00,3.26
29-10-2024,08:00,3.16
29-10-2024,09:00,4.03
29-10-2024,10:00,2.98
29-10-2024,11:00,2.47
29-10-2024,12:00,5
29-10-2024,13:00,2.25
29-10-2024,14:00,1.98
29-10-2024,15:00,2.53
29-10-2024,16:00,2.86
29-10-2024,17:00,1.47
29-10-2024,18:00,3.01
29-10-2024,19:00,0.84
29-10-2024,20:00,1.03
29-10-2024,21:00,1.51
29-10-2024,22:00,1.86
29-10-2024,23:00,0.46
