floor,04
location,001
type,Plug
14-10-2024,04:00,0.02
14-10-2024,05:00,1.16
14-10-2024,06:00,3.52
14-10-2024,07:00,3.09
14-10-2024,08:00,3.56
14-10-2024,09:00,4.47
14-10-2024,10:00,2.72
14-10-2024,11:00,2.82
14-10-2024,12:00,2.57
14-10-2024,13:00,3.01
14-10-2024,14:00,2.01
14-10-2024,15:00,1.34
14-10-2024,16:00,3.77
14-10-2024,17:00,3.62
14-10-2024,18:00,4.64
14-10-2024,19:00,1.76
14-10-2024,20:00,0.69
14-10-2024,21:00,1.66
14-10-2024,22:00,2.16
14-10-2024,23:00,1.95
15-10-2024,00:00,0.9
15-10-2024,01:00,0.88
15-10-2024,02:00,1.05
15-10-2024,03:00,1.71
15-10-2024,04:00,1.08
15-10-2024,05:00,1.75
15-10-2024,06:00,2.4
15-10-2024,07:00,2.28
15-10-2024,08:00,3.46
15-10-2024,09:00,3.02
15-10-2024,10:00,3.51
15-10-2024,11:00,2.17
15-10-2024,12:00,2.56
15-10-2024,13:00,2.43
15-10-2024,14:00,3.1
15-10-2024,15:00,3.42
15-10-2024,16:00,3.11
15-10-2024,17:00,4.24
15-10-2024,18:00,4.26
15-10-2024,19:00,0.2
15-10-2024,20:00,0.3
15-10-2024,21:00,0.75
15-10-2024,22:00,0.29
15-10-2024,23:00,0.59
16-10-2024,00:00,3.51
16-10-2024,01:00,0.42
16-10-2024,02:00,1.18
16-10-2024,03:00,0.14
16-10-2024,04:00,1.05
16-10-2024,05:00,0.91
16-10-2024,06:00,3.11
16-10-2024,07:00,1.84
16-10-2024,08:00,1.9
16-10-2024,09:00,2.89
16-10-2024,10:00,2.18
16-10-2024,11:00,3.11
16-10-2024,12:00,1.19
16-10-2024,13:00,2.32
16-10-2024,14:00,2.71
16-10-2024,15:00,2.57
16-10-2024,16:00,2.03
16-10-2024,17:00,3.18
16-10-2024,18:00,2.72
16-10-2024,19:00,2.09
16-10-2024,20:00,1.36
16-10-2024,21:00,1.83
16-10-2024,22:00,0
16-10-2024,23:00,0.28
17-10-2024,00:00,2.97
17-10-2024,01:00,1.08
17-10-2024,02:00,0
17-10-2024,03:00,1.38
17-10-2024,04:00,1.8
17-10-2024,05:00,1.11
17-10-2024,06:00,4.78
17-10-2024,07:00,2.35
17-10-2024,08:00,3.05
17-10-2024,09:00,3.48
17-10-2024,10:00,3.12
17-10-2024,11:00,4.31
17-10-2024,12:00,5
17-10-2024,13:00,3.02
17-10-2024,14:00,2.24
17-10-2024,15:00,3.13
17-10-2024,16:00,3.76
17-10-2024,17:00,1.16
17-10-2024,18:00,3.13
17-10-2024,19:00,2.08
17-10-2024,20:00,0.68
17-10-2024,21:00,0.03
17-10-2024,22:00,0
17-10-2024,23:00,2.36
18-10-2024,00:00,0
18-10-2024,01:00,0.25
18-10-2024,02:00,1.68
18-10-2024,03:00,0.02
18-10-2024,04:00,2.0
18-10-2024,05:00,2.36
18-10-2024,06:00,2.34
18-10-2024,07:00,1.23
18-10-2024,08:00,1.44
18-10-2024,09:00,2.91
18-10-2024,10:00,2.82
18-10-2024,11:00,3.38
18-10-2024,12:00,3.67
18-10-2024,13:00,2.87
18-10-2024,14:00,3.18
18-10-2024,15:00,2.25
18-10-2024,16:00,4.52
18-10-2024,17:00,2.57
18-10-2024,18:00,1.78
18-10-2024,19:00,0.99
18-10-2024,20:00,0
18-10-2024,21:00,0.87
18-10-2024,22:00,1.4
18-10-2024,23:00,0.66
19-10-2024,00:00,0.42
19-10-2024,01:00,1.66
19-10-2024,02:00,1.05
19-10-2024,03:00,0
19-10-2024,04:00,2.88
19-10-2024,05:00,0.77
19-10-2024,06:00,2.33
19-10-2024,07:00,1.73
19-10-2024,08:00,3.71
19-10-2024,09:00,3.43
19-10-2024,10:00,2.11
19-10-2024,11:00,2.71
19-10-2024,12:00,2.85
19-10-2024,13:00,3.39
19-10-2024,14:00,1.39
19-10-2024,15:00,3.19
19-10-2024,16:00,3.63
19-10-2024,17:00,2.26
19-10-2024,18:00,2.97
19-10-2024,19:00,0.77
19-10-2024,20:00,0
19-10-2024,21:00,1.44
19-10-2024,22:00,0.34
19-10-2024,23:00,0.86
20-10-2024,00:00,0.47
20-10-2024,01:00,1.91
20-10-2024,02:00,1.72
20-10-2024,03:00,1.44
20-10-2024,04:00,0
20-10-2024,05:00,1.47
20-10-2024,06:00,4.43
20-10-2024,07:00,3.45
20-10-2024,08:00,3.77
20-10-2024,09:00,4.27
20-10-2024,10:00,2.74
20-10-2024,11:00,2.9
20-10-2024,12:00,2.5
20-10-2024,13:00,3.54
20-10-2024,14:00,2.6
20-10-2024,15:00,1.56
20-10-2024,16:00,2.83
20-10-2024,17:00,0.45
20-10-2024,18:00,1.91
20-10-2024,19:00,0
20-10-2024,20:00,0
20-10-2024,21:00,3.02
20-10-2024,22:00,0.72
20-10-2024,23:00,0.74
21-10-2024,00:00,0.5
21-10-2024,01:00,0.83
21-10-2024,02:00,1.48
21-10-2024,03:00,0.71
21-10-2024,04:00,0.41
21-10-2024,05:00,0.47
21-10-2024,06:00,3.02
21-10-2024,07:00,1.96
21-10-2024,08:00,3.3
21-10-2024,09:00,2.93
21-10-2024,10:00,2.22
21-10-2024,11:00,3.14
21-10-2024,12:00,1.22
21-10-2024,13:00,3.93
21-10-2024,14:00,2.47
21-10-2024,15:00,3.06
21-10-2024,16:00,2.36
21-10-2024,17:00,3.04
21-10-2024,18:00,3.39
21-10-2024,19:00,0.92
21-10-2024,20:00,1.64
21-10-2024,21:00,2.29
21-10-2024,22:00,1.42
21-10-2024,23:00,1.56
22-10-2024,00:00,0
22-10-2024,01:00,0
22-10-2024,02:00,1.7
22-10-2024,03:00,1.8
22-10-2024,04:00,0
22-10-2024,05:00,0.48
22-10-2024,06:00,2.85
22-10-2024,07:00,1.97
22-10-2024,08:00,1.13
22-10-2024,09:00,1.03
22-10-2024,10:00,3.61
22-10-2024,11:00,2.09
22-10-2024,12:00,3.18
22-10-2024,13:00,3.56
22-10-2024,14:00,2.82
22-10-2024,15:00,3.45
22-10-2024,16:00,4.36
22-10-2024,17:00,2.6
22-10-2024,18:00,1.04
22-10-2024,19:00,1.54
22-10-2024,20:00,0.48
22-10-2024,21:00,2.18
22-10-2024,22:00,1.59
22-10-2024,23:00,0.38
23-10-2024,00:00,1.78
23-10-2024,01:00,2.97
23-10-2024,02:00,2.46
23-10-2024,03:00,0.13
23-10-2024,04:00,1.29
23-10-2024,05:00,2.17
23-10-2024,06:00,3.69
23-10-2024,07:00,4.19
23-10-2024,08:00,2.53
23-10-2024,09:00,3.44
23-10-2024,10:00,3.35
23-10-2024,11:00,3.56
23-10-2024,12:00,1.81
23-10-2024,13:00,1.93
23-10-2024,14:00,3.58
23-10-2024,15:00,2.19
23-10-2024,16:00,4.1
23-10-2024,17:00,4.76
23-10-2024,18:00,3.58
23-10-2024,19:00,1.53
23-10-2024,20:00,3.11
23-10-2024,21:00,2.51
23-10-2024,22:00,2.73
23-10-2024,23:00,1.33
24-10-2024,00:00,1.15
24-10-2024,01:00,0.58
24-10-2024,02:00,0.51
24-10-2024,03:00,1.0
24-10-2024,04:00,0.2
24-10-2024,05:00,0.94
24-10-2024,06:00,3.13
24-10-2024,07:00,3.4
24-10-2024,08:00,0.9
24-10-2024,09:00,2.94
24-10-2024,10:00,3.98
24-10-2024,11:00,3.81
24-10-2024,12:00,4.2
24-10-2024,13:00,4.01
24-10-2024,14:00,4.02
24-10-2024,15:00,3.08
24-10-2024,16:00,1.61
24-10-2024,17:00,1.79
24-10-2024,18:00,0.88
24-10-2024,19:00,1.08
24-10-2024,20:00,0.14
24-10-2024,21:00,2.04
24-10-2024,22:00,0.15
24-10-2024,23:00,2.07
25-10-2024,00:00,2.13
25-10-2024,01:00,0
25-10-2024,02:00,0
25-10-2024,03:00,2.21
25-10-2024,04:00,1.43
25-10-2024,05:00,0.86
25-10-2024,06:00,1.04
25-10-2024,07:00,2.15
25-10-2024,08:00,2.24
25-10-2024,09:00,2.98
25-10-2024,10:00,2.7
25-10-2024,11:00,1.18
25-10-2024,12:00,3.49
25-10-2024,13:00,4.65
25-10-2024,14:00,4.08
25-10-2024,15:00,3.31
25-10-2024,16:00,3.83
25-10-2024,17:00,3.49
25-10-2024,18:00,2.12
25-10-2024,19:00,1.14
25-10-2024,20:00,1.4
25-10-2024,21:00,0.24
25-10-2024,22:00,0
25-10-2024,23:00,0.86
26-10-2024,00:00,0
26-10-2024,01:00,1.77
26-10-2024,02:00,0.72
26-10-2024,03:00,0.99
26-10-2024,04:00,0.51
26-10-2024,05:00,0.72
26-10-2024,06:00,2.76
26-10-2024,07:00,4.26
26-10-2024,08:00,5
26-10-2024,09:00,2.88
26-10-2024,10:00,3.39
26-10-2024,11:00,2.37
26-10-2024,12:00,5
26-10-2024,13:00,4.02
26-10-2024,14:00,2.81
26-10-2024,15:00,1.57
26-10-2024,16:00,2.01
26-10-2024,17:00,2.98
26-10-2024,18:00,4.8
26-10-2024,19:00,0.85
26-10-2024,20:00,0.48
26-10-2024,21:00,1.46
26-10-2024,22:00,2.04
26-10-2024,23:00,2.11
27-10-2024,00:00,1.25
27-10-2024,01:00,3.54
27-10-2024,02:00,1.63
27-10-2024,03:00,0
27-10-2024,04:00,1.24
27-10-2024,05:00,0.78
27-10-2024,06:00,3.06
27-10-2024,07:00,4.75
27-10-2024,08:00,2.43
27-10-2024,09:00,3.28
27-10-2024,10:00,3.29
27-10-2024,11:00,3.23
27-10-2024,12:00,3.39
27-10-2024,13:00,3.15
27-10-2024,14:00,3.05
27-10-2024,15:00,2.89
27-10-2024,16:00,5
27-10-2024,17:00,2.53
27-10-2024,18:00,2.48
27-10-2024,19:00,0.89
27-10-2024,20:00,0.55
27-10-2024,21:00,1.17
27-10-2024,22:00,0.66
27-10-2024,23:00,0.16
28-10-2024,00:00,0.23
28-10-2024,01:00,1.02
28-10-2024,02:00,1.67
28-10-2024,03:00,1.53
28-10-2024,04:00,1.61
28-10-2024,05:00,2.86
28-10-2024,06:00,4.89
28-10-2024,07:00,4.21
28-10-2024,08:00,3.18
28-10-2024,09:00,2.5
28-10-2024,10:00,2.44
28-10-2024,11:00,3.37
28-10-2024,12:00,3.98
28-10-2024,13:00,3.21
28-10-2024,14:00,1.39
28-10-2024,15:00,4.17
28-10-2024,16:00,4.92
28-10-2024,17:00,2.24
28-10-2024,18:00,2.34
28-10-2024,19:00,0.59
28-10-2024,20:00,0
28-10-2024,21:00,0.61
28-10-2024,22:00,1.9
28-10-2024,23:00,0.43
29-10-2024,00:00,2.26
29-10-2024,01:00,2.15
29-10-2024,02:00,1.89
29-10-2024,03:00,0.28
29-10-2024,04:00,0.86
29-10-2024,05:00,1.5
29-10-2024,06:00,2.35
29-10-2024,07:00,3.24
29-10-2024,08:00,4.14
29-10-2024,09:00,3.14
29-10-2024,10:00,2.95
29-10-2024,11:00,3.42
29-10-2024,12:00,1.16
29-10-2024,13:00,1.22
29-10-2024,14:00,3.96
29-10-2024,15:00,3.99
29-10-2024,16:00,2.56
29-10-2024,17:00,0.78
29-10-2024,18:00,2.35
29-10-2024,19:00,1.31
29-10-2024,20:00,1.69
29-10-2024,21:00,0
29-10-2024,22:00,3.09
29-10-2024,23:00,0
