floor,04
location,008
type,AC2
27-10-2024,20:00,0.87
27-10-2024,21:00,0
27-10-2024,22:00,4.56
27-10-2024,23:00,1.22
28-10-2024,00:00,0.16
28-10-2024,01:00,0.96
28-10-2024,02:00,0.92
28-10-2024,03:00,1.09
28-10-2024,04:00,1.14
28-10-2024,05:00,0.64
28-10-2024,06:00,3.0
28-10-2024,07:00,2.35
28-10-2024,08:00,2.56
28-10-2024,09:00,3.86
28-10-2024,10:00,3.64
28-10-2024,11:00,2.5
28-10-2024,12:00,4.43
28-10-2024,13:00,2.45
28-10-2024,14:00,2.64
28-10-2024,15:00,3.13
28-10-2024,16:00,2.79
28-10-2024,17:00,3.9
28-10-2024,18:00,2.16
28-10-2024,19:00,0.21
28-10-2024,20:00,3.75
28-10-2024,21:00,1.56
28-10-2024,22:00,0.73
28-10-2024,23:00,0.52
29-10-2024,00:00,0
29-10-2024,01:00,0
29-10-2024,02:00,1.76
29-10-2024,03:00,0.42
29-10-2024,04:00,0.29
29-10-2024,05:00,1.22
29-10-2024,06:00,3.54
29-10-2024,07:00,1.07
29-10-2024,08:00,3.3
29-10-2024,09:00,2.79
29-10-2024,10:00,2.4
29-10-2024,11:00,3.52
29-10-2024,12:00,4.04
29-10-2024,13:00,1.63
29-10-2024,14:00,1.0
29-10-2024,15:00,3.24
29-10-2024,16:00,2.17
29-10-2024,17:00,3.32
29-10-2024,18:00,2.99
29-10-2024,19:00,0.01
29-10-2024,20:00,0.45
29-10-2024,21:00,0
29-10-2024,22:00,1.11
29-10-2024,23:00,0.68
