floor,02
location,006
type,Light
08-10-2024,04:00,0.56
08-10-2024,05:00,0.42
08-10-2024,06:00,5
08-10-2024,07:00,4.37
08-10-2024,08:00,3.28
08-10-2024,09:00,3.57
08-10-2024,10:00,3.1
08-10-2024,11:00,3.81
08-10-2024,12:00,1.74
08-10-2024,13:00,3.45
08-10-2024,14:00,4.41
08-10-2024,15:00,2.73
08-10-2024,16:00,2.2
08-10-2024,17:00,3.1
08-10-2024,18:00,1.71
08-10-2024,19:00,0
08-10-2024,20:00,0
08-10-2024,21:00,2.04
08-10-2024,22:00,0.83
08-10-2024,23:00,1.16
09-10-2024,00:00,1.6
09-10-2024,01:00,2.48
09-10-2024,02:00,1.01
09-10-2024,03:00,1.69
09-10-2024,04:00,0.41
09-10-2024,05:00,0
09-10-2024,06:00,2.61
09-10-2024,07:00,2.29
09-10-2024,08:00,1.77
09-10-2024,09:00,4.3
09-10-2024,10:00,5
09-10-2024,11:00,1.97
09-10-2024,12:00,2.21
09-10-2024,13:00,2.74
09-10-2024,14:00,2.35
09-10-2024,15:00,2.05
09-10-2024,16:00,1.95
09-10-2024,17:00,2.77
09-10-2024,18:00,3.63
09-10-2024,19:00,0
09-10-2024,20:00,0.37
09-10-2024,21:00,1.38
09-10-2024,22:00,0.43
09-10-2024,23:00,1.86
10-10-2024,00:00,1.21
10-10-2024,01:00,1.48
10-10-2024,02:00,1.52
10-10-2024,03:00,0.86
10-10-2024,04:00,0.25
10-10-2024,05:00,0.28
10-10-2024,06:00,3.63
10-10-2024,07:00,2.32
10-10-2024,08:00,2.46
10-10-2024,09:00,3.63
10-10-2024,10:00,2.86
10-10-2024,11:00,4.36
10-10-2024,12:00,0.78
10-10-2024,13:00,3.74
10-10-2024,14:00,2.96
10-10-2024,15:00,3.91
10-10-2024,16:00,2.5
10-10-2024,17:00,3.1
10-10-2024,18:00,2.43
10-10-2024,19:00,0
10-10-2024,20:00,2.8
10-10-2024,21:00,1.42
10-10-2024,22:00,0.34
10-10-2024,23:00,0.12
11-10-2024,00:00,1.6
11-10-2024,01:00,2.04
11-10-2024,02:00,0.69
11-10-2024,03:00,0.3
11-10-2024,04:00,0.98
11-10-2024,05:00,1.98
11-10-2024,06:00,3.27
11-10-2024,07:00,4.28
11-10-2024,08:00,2.94
11-10-2024,09:00,2.76
11-10-2024,10:00,2.94
11-10-2024,11:00,1.93
11-10-2024,12:00,2.35
11-10-2024,13:00,4.95
11-10-2024,14:00,3.65
11-10-2024,15:00,3.69
11-10-2024,16:00,2.33
11-10-2024,17:00,2.33
11-10-2024,18:00,3.74
11-10-2024,19:00,1.14
11-10-2024,20:00,1.62
11-10-2024,21:00,0.04
11-10-2024,22:00,1.26
11-10-2024,23:00,0.8
12-10-2024,00:00,0.76
12-10-2024,01:00,0.21
12-10-2024,02:00,0.72
12-10-2024,03:00,2.51
12-10-2024,04:00,-0.0
12-10-2024,05:00,4.47
12-10-2024,06:00,3.83
12-10-2024,07:00,2.1
12-10-2024,08:00,2.69
12-10-2024,09:00,4.08
12-10-2024,10:00,1.7
12-10-2024,11:00,3.81
12-10-2024,12:00,3.52
12-10-2024,13:00,0.64
12-10-2024,14:00,2.88
12-10-2024,15:00,3.99
12-10-2024,16:00,3.4
12-10-2024,17:00,3.01
12-10-2024,18:00,1.28
12-10-2024,19:00,0
12-10-2024,20:00,1.59
12-10-2024,21:00,0.32
12-10-2024,22:00,2.38
12-10-2024,23:00,0
13-10-2024,00:00,1.66
13-10-2024,01:00,0.1
13-10-2024,02:00,1.27
13-10-2024,03:00,0.81
13-10-2024,04:00,0
13-10-2024,05:00,3.09
13-10-2024,06:00,4.13
13-10-2024,07:00,1.69
13-10-2024,08:00,1.81
13-10-2024,09:00,2.88
13-10-2024,10:00,2.91
13-10-2024,11:00,4.45
13-10-2024,12:00,3.56
13-10-2024,13:00,2.44
13-10-2024,14:00,3.85
13-10-2024,15:00,3.4
13-10-2024,16:00,1.71
13-10-2024,17:00,3.13
13-10-2024,18:00,2.48
13-10-2024,19:00,1.36
13-10-2024,20:00,2.96
13-10-2024,21:00,0
13-10-2024,22:00,1.29
13-10-2024,23:00,0.59
14-10-2024,00:00,2.19
14-10-2024,01:00,0.6
14-10-2024,02:00,0.62
14-10-2024,03:00,1.04
14-10-2024,04:00,1.61
14-10-2024,05:00,0.74
14-10-2024,06:00,1.51
14-10-2024,07:00,2.6
14-10-2024,08:00,2.37
14-10-2024,09:00,2.74
14-10-2024,10:00,3.55
14-10-2024,11:00,3.0
14-10-2024,12:00,2.76
14-10-2024,13:00,4.28
14-10-2024,14:00,2.97
14-10-2024,15:00,1.65
14-10-2024,16:00,1.73
14-10-2024,17:00,4.27
14-10-2024,18:00,1.48
14-10-2024,19:00,1.04
14-10-2024,20:00,2.88
14-10-2024,21:00,1.83
14-10-2024,22:00,2.26
14-10-2024,23:00,1.83
15-10-2024,00:00,1.21
15-10-2024,01:00,2.07
15-10-2024,02:00,1.55
15-10-2024,03:00,0.39
15-10-2024,04:00,1.05
15-10-2024,05:00,0.38
15-10-2024,06:00,1.67
15-10-2024,07:00,0.57
15-10-2024,08:00,3.34
15-10-2024,09:00,4.58
15-10-2024,10:00,4.3
15-10-2024,11:00,1.24
15-10-2024,12:00,4.97
15-10-2024,13:00,3.32
15-10-2024,14:00,1.38
15-10-2024,15:00,3.5
15-10-2024,16:00,2.82
15-10-2024,17:00,5
15-10-2024,18:00,3.09
15-10-2024,19:00,1.24
15-10-2024,20:00,0
15-10-2024,21:00,1.1
15-10-2024,22:00,1.02
15-10-2024,23:00,0
16-10-2024,00:00,0.57
16-10-2024,01:00,0.48
16-10-2024,02:00,0.68
16-10-2024,03:00,0.03
16-10-2024,04:00,1.01
16-10-2024,05:00,0
16-10-2024,06:00,4.12
16-10-2024,07:00,3.73
16-10-2024,08:00,3.94
16-10-2024,09:00,3.29
16-10-2024,10:00,4.41
16-10-2024,11:00,3.17
16-10-2024,12:00,2.03
16-10-2024,13:00,3.43
16-10-2024,14:00,3.66
16-10-2024,15:00,3.1
16-10-2024,16:00,3.01
16-10-2024,17:00,3.18
16-10-2024,18:00,4.3
16-10-2024,19:00,2.51
16-10-2024,20:00,1.51
16-10-2024,21:00,0.9
16-10-2024,22:00,0.19
16-10-2024,23:00,1.15
17-10-2024,00:00,1.28
17-10-2024,01:00,3.5
17-10-2024,02:00,0.88
17-10-2024,03:00,0.17
17-10-2024,04:00,0.29
17-10-2024,05:00,2.4
17-10-2024,06:00,2.3
17-10-2024,07:00,4.09
17-10-2024,08:00,3.84
17-10-2024,09:00,0.57
17-10-2024,10:00,3.42
17-10-2024,11:00,1.75
17-10-2024,12:00,2.19
17-10-2024,13:00,3.34
17-10-2024,14:00,3.29
17-10-2024,15:00,1.85
17-10-2024,16:00,3.17
17-10-2024,17:00,2.13
17-10-2024,18:00,3.17
17-10-2024,19:00,1.19
17-10-2024,20:00,0.69
17-10-2024,21:00,1.1
17-10-2024,22:00,0.78
17-10-2024,23:00,1.52
18-10-2024,00:00,0.43
18-10-2024,01:00,1.89
18-10-2024,02:00,1.35
18-10-2024,03:00,1.89
18-10-2024,04:00,1.06
18-10-2024,05:00,0
18-10-2024,06:00,1.56
18-10-2024,07:00,3.33
18-10-2024,08:00,2.56
18-10-2024,09:00,3.43
18-10-2024,10:00,3.42
18-10-2024,11:00,3.37
18-10-2024,12:00,2.37
18-10-2024,13:00,5
18-10-2024,14:00,1.63
18-10-2024,15:00,1.33
18-10-2024,16:00,2.41
18-10-2024,17:00,3.47
18-10-2024,18:00,2.61
18-10-2024,19:00,0.77
18-10-2024,20:00,0
18-10-2024,21:00,0.43
18-10-2024,22:00,0
18-10-2024,23:00,0.32
19-10-2024,00:00,0.4
19-10-2024,01:00,0.45
19-10-2024,02:00,1.67
19-10-2024,03:00,0
19-10-2024,04:00,0
19-10-2024,05:00,2.45
19-10-2024,06:00,2.5
19-10-2024,07:00,3.19
19-10-2024,08:00,3.18
19-10-2024,09:00,3.33
19-10-2024,10:00,2.78
19-10-2024,11:00,5
19-10-2024,12:00,2.51
19-10-2024,13:00,4.07
19-10-2024,14:00,4.6
19-10-2024,15:00,3.2
19-10-2024,16:00,3.16
19-10-2024,17:00,1.85
19-10-2024,18:00,4.08
19-10-2024,19:00,1.6
19-10-2024,20:00,0
19-10-2024,21:00,1.83
19-10-2024,22:00,1.26
19-10-2024,23:00,1.96
20-10-2024,00:00,2.9
20-10-2024,01:00,2.18
20-10-2024,02:00,0.93
20-10-2024,03:00,1.94
20-10-2024,04:00,1.07
20-10-2024,05:00,1.6
20-10-2024,06:00,3.65
20-10-2024,07:00,4.32
20-10-2024,08:00,3.26
20-10-2024,09:00,3.69
20-10-2024,10:00,3.62
20-10-2024,11:00,1.61
20-10-2024,12:00,2.04
20-10-2024,13:00,3.31
20-10-2024,14:00,1.71
20-10-2024,15:00,4.16
20-10-2024,16:00,4.21
20-10-2024,17:00,4.24
20-10-2024,18:00,4.02
20-10-2024,19:00,2.2
20-10-2024,20:00,0.73
20-10-2024,21:00,1.03
20-10-2024,22:00,1.59
20-10-2024,23:00,0
21-10-2024,00:00,1.48
21-10-2024,01:00,1.55
21-10-2024,02:00,1.39
21-10-2024,03:00,0
21-10-2024,04:00,1.7
21-10-2024,05:00,0.34
21-10-2024,06:00,3.67
21-10-2024,07:00,3.81
21-10-2024,08:00,1.48
21-10-2024,09:00,0.9
21-10-2024,10:00,2.18
21-10-2024,11:00,4.02
21-10-2024,12:00,3.11
21-10-2024,13:00,3.41
21-10-2024,14:00,3.44
21-10-2024,15:00,3.0
21-10-2024,16:00,1.48
21-10-2024,17:00,3.95
21-10-2024,18:00,1.35
21-10-2024,19:00,1.18
21-10-2024,20:00,1.28
21-10-2024,21:00,1.52
21-10-2024,22:00,1.45
21-10-2024,23:00,0.83
22-10-2024,00:00,0.64
22-10-2024,01:00,0
22-10-2024,02:00,0.24
22-10-2024,03:00,1.26
22-10-2024,04:00,0.68
22-10-2024,05:00,0.44
22-10-2024,06:00,4.23
22-10-2024,07:00,2.23
22-10-2024,08:00,0.51
22-10-2024,09:00,2.05
22-10-2024,10:00,2.09
22-10-2024,11:00,3.53
22-10-2024,12:00,3.51
22-10-2024,13:00,3.88
22-10-2024,14:00,2.89
22-10-2024,15:00,3.01
22-10-2024,16:00,2.8
22-10-2024,17:00,4.53
22-10-2024,18:00,2.25
22-10-2024,19:00,0.31
22-10-2024,20:00,2.34
22-10-2024,21:00,2.04
22-10-2024,22:00,0.65
22-10-2024,23:00,0.1
23-10-2024,00:00,1.0
23-10-2024,01:00,0.85
23-10-2024,02:00,1.09
23-10-2024,03:00,0.94
23-10-2024,04:00,0.82
23-10-2024,05:00,1.38
23-10-2024,06:00,3.8
23-10-2024,07:00,2.58
23-10-2024,08:00,3.37
23-10-2024,09:00,4.45
23-10-2024,10:00,2.26
23-10-2024,11:00,1.97
23-10-2024,12:00,2.8
23-10-2024,13:00,3.1
23-10-2024,14:00,1.61
23-10-2024,15:00,1.71
23-10-2024,16:00,3.19
23-10-2024,17:00,4.37
23-10-2024,18:00,2.17
23-10-2024,19:00,0.0
23-10-2024,20:00,0.16
23-10-2024,21:00,1.05
23-10-2024,22:00,0
23-10-2024,23:00,0.55
24-10-2024,00:00,1.84
24-10-2024,01:00,2.65
24-10-2024,02:00,0
24-10-2024,03:00,0.84
24-10-2024,04:00,0.21
24-10-2024,05:00,1.21
24-10-2024,06:00,2.22
24-10-2024,07:00,3.45
24-10-2024,08:00,3.57
24-10-2024,09:00,4.95
24-10-2024,10:00,3.93
24-10-2024,11:00,3.87
24-10-2024,12:00,4.61
24-10-2024,13:00,2.53
24-10-2024,14:00,5
24-10-2024,15:00,2.59
24-10-2024,16:00,3.2
24-10-2024,17:00,3.36
24-10-2024,18:00,1.34
24-10-2024,19:00,1.7
24-10-2024,20:00,0.67
24-10-2024,21:00,0.39
24-10-2024,22:00,1.37
24-10-2024,23:00,1.21
25-10-2024,00:00,0
25-10-2024,01:00,0.95
25-10-2024,02:00,2.78
25-10-2024,03:00,0.32
25-10-2024,04:00,2.5
25-10-2024,05:00,1.74
25-10-2024,06:00,2.58
25-10-2024,07:00,4.97
25-10-2024,08:00,2.56
25-10-2024,09:00,2.93
25-10-2024,10:00,4.5
25-10-2024,11:00,4.44
25-10-2024,12:00,3.86
25-10-2024,13:00,1.23
25-10-2024,14:00,4.81
25-10-2024,15:00,3.92
25-10-2024,16:00,4.09
25-10-2024,17:00,0.8
25-10-2024,18:00,4.18
25-10-2024,19:00,1.62
25-10-2024,20:00,0
25-10-2024,21:00,0
25-10-2024,22:00,0
25-10-2024,23:00,1.58
26-10-2024,00:00,0
26-10-2024,01:00,2.24
26-10-2024,02:00,1.32
26-10-2024,03:00,0.84
26-10-2024,04:00,1.96
26-10-2024,05:00,0.55
26-10-2024,06:00,2.51
26-10-2024,07:00,3.06
26-10-2024,08:00,3.94
26-10-2024,09:00,4.72
26-10-2024,10:00,2.29
26-10-2024,11:00,4.12
26-10-2024,12:00,3.72
26-10-2024,13:00,2.51
26-10-2024,14:00,2.61
26-10-2024,15:00,1.71
26-10-2024,16:00,2.38
26-10-2024,17:00,2.63
26-10-2024,18:00,2.74
26-10-2024,19:00,0.43
26-10-2024,20:00,0.68
26-10-2024,21:00,1.69
26-10-2024,22:00,1.38
26-10-2024,23:00,0
27-10-2024,00:00,1.25
27-10-2024,01:00,3.32
27-10-2024,02:00,1.35
27-10-2024,03:00,2.64
27-10-2024,04:00,0.19
27-10-2024,05:00,3.18
27-10-2024,06:00,1.42
27-10-2024,07:00,3.44
27-10-2024,08:00,4.68
27-10-2024,09:00,1.66
27-10-2024,10:00,2.31
27-10-2024,11:00,2.71
27-10-2024,12:00,2.55
27-10-2024,13:00,2.59
27-10-2024,14:00,2.52
27-10-2024,15:00,4.06
27-10-2024,16:00,3.12
27-10-2024,17:00,3.97
27-10-2024,18:00,1.84
27-10-2024,19:00,1.61
27-10-2024,20:00,1.41
27-10-2024,21:00,1.54
27-10-2024,22:00,0.24
27-10-2024,23:00,0
28-10-2024,00:00,1.52
28-10-2024,01:00,0.72
28-10-2024,02:00,0.01
28-10-2024,03:00,1.21
28-10-2024,04:00,0.59
28-10-2024,05:00,0.92
28-10-2024,06:00,3.58
28-10-2024,07:00,4.46
28-10-2024,08:00,2.8
28-10-2024,09:00,2.18
28-10-2024,10:00,2.54
28-10-2024,11:00,2.14
28-10-2024,12:00,3.96
28-10-2024,13:00,4.8
28-10-2024,14:00,3.68
28-10-2024,15:00,2.29
28-10-2024,16:00,2.7
28-10-2024,17:00,0.89
28-10-2024,18:00,3.26
28-10-2024,19:00,1.11
28-10-2024,20:00,1.41
28-10-2024,21:00,2.18
28-10-2024,22:00,2.18
28-10-2024,23:00,1.47
29-10-2024,00:00,1.9
29-10-2024,01:00,2.65
29-10-2024,02:00,1.24
29-10-2024,03:00,0.37
29-10-2024,04:00,0
29-10-2024,05:00,1.52
29-10-2024,06:00,3.95
29-10-2024,07:00,4.61
29-10-2024,08:00,3.25
29-10-2024,09:00,3.25
29-10-2024,10:00,2.43
29-10-2024,11:00,1.83
29-10-2024,12:00,3.69
29-10-2024,13:00,4.3
29-10-2024,14:00,1.98
29-10-2024,15:00,1.33
29-10-2024,16:00,3.74
29-10-2024,17:00,1.01
29-10-2024,18:00,3.33
29-10-2024,19:00,0.89
29-10-2024,20:00,1.2
29-10-2024,21:00,0.38
29-10-2024,22:00,0.63
29-10-2024,23:00,2.61
