floor,05
location,001
type,Light
04-10-2024,18:00,3.03
04-10-2024,19:00,0
04-10-2024,20:00,0.27
04-10-2024,21:00,0.71
04-10-2024,22:00,0
04-10-2024,23:00,0
05-10-2024,00:00,0.45
05-10-2024,01:00,1.08
05-10-2024,02:00,0.88
05-10-2024,03:00,0
05-10-2024,04:00,0
05-10-2024,05:00,1.21
05-10-2024,06:00,2.58
05-10-2024,07:00,3.42
05-10-2024,08:00,3.64
05-10-2024,09:00,2.98
05-10-2024,10:00,2.88
05-10-2024,11:00,2.33
05-10-2024,12:00,1.12
05-10-2024,13:00,4.67
05-10-2024,14:00,3.79
05-10-2024,15:00,4.78
05-10-2024,16:00,2.93
05-10-2024,17:00,3.7
05-10-2024,18:00,3.37
05-10-2024,19:00,1.01
05-10-2024,20:00,0.47
05-10-2024,21:00,0.55
05-10-2024,22:00,0.44
05-10-2024,23:00,1.32
06-10-2024,00:00,2.82
06-10-2024,01:00,0.57
06-10-2024,02:00,0.5
06-10-2024,03:00,1.4
06-10-2024,04:00,0.31
06-10-2024,05:00,0
06-10-2024,06:00,3.05
06-10-2024,07:00,2.99
06-10-2024,08:00,3.12
06-10-2024,09:00,4.67
06-10-2024,10:00,3.27
06-10-2024,11:00,1.69
06-10-2024,12:00,3.09
06-10-2024,13:00,2.21
06-10-2024,14:00,3.01
06-10-2024,15:00,1.91
06-10-2024,16:00,1.94
06-10-2024,17:00,2.54
06-10-2024,18:00,4.5
06-10-2024,19:00,0.17
06-10-2024,20:00,1.05
06-10-2024,21:00,0.87
06-10-2024,22:00,0
06-10-2024,23:00,1.2
07-10-2024,00:00,0.67
07-10-2024,01:00,0
07-10-2024,02:00,0.66
07-10-2024,03:00,1.58
07-10-2024,04:00,1.62
07-10-2024,05:00,1.16
07-10-2024,06:00,3.13
07-10-2024,07:00,3.31
07-10-2024,08:00,2.34
07-10-2024,09:00,4.17
07-10-2024,10:00,2.85
07-10-2024,11:00,2.04
07-10-2024,12:00,3.57
07-10-2024,13:00,2.45
07-10-2024,14:00,1.0
07-10-2024,15:00,2.85
07-10-2024,16:00,3.21
07-10-2024,17:00,3.95
07-10-2024,18:00,3.67
07-10-2024,19:00,1.22
07-10-2024,20:00,1.61
07-10-2024,21:00,1.21
07-10-2024,22:00,2.02
07-10-2024,23:00,1.23
08-10-2024,00:00,2.74
08-10-2024,01:00,1.17
08-10-2024,02:00,0
08-10-2024,03:00,1.55
08-10-2024,04:00,1.68
08-10-2024,05:00,0
08-10-2024,06:00,2.42
08-10-2024,07:00,3.34
08-10-2024,08:00,3.34
08-10-2024,09:00,3.92
08-10-2024,10:00,2.9
08-10-2024,11:00,2.88
08-10-2024,12:00,2.41
08-10-2024,13:00,2.83
08-10-2024,14:00,3.52
08-10-2024,15:00,1.0
08-10-2024,16:00,2.49
08-10-2024,17:00,3.1
08-10-2024,18:00,4.6
08-10-2024,19:00,1.65
08-10-2024,20:00,0
08-10-2024,21:00,1.71
08-10-2024,22:00,1.15
08-10-2024,23:00,2.29
09-10-2024,00:00,1.74
09-10-2024,01:00,3.06
09-10-2024,02:00,0
09-10-2024,03:00,0.16
09-10-2024,04:00,0
09-10-2024,05:00,2.27
09-10-2024,06:00,2.13
09-10-2024,07:00,1.64
09-10-2024,08:00,5
09-10-2024,09:00,2.51
09-10-2024,10:00,5
09-10-2024,11:00,1.46
09-10-2024,12:00,3.51
09-10-2024,13:00,2.65
09-10-2024,14:00,1.38
09-10-2024,15:00,3.99
09-10-2024,16:00,2.3
09-10-2024,17:00,1.45
09-10-2024,18:00,1.87
09-10-2024,19:00,1.79
09-10-2024,20:00,0.33
09-10-2024,21:00,1.68
09-10-2024,22:00,0.55
09-10-2024,23:00,0.36
10-10-2024,00:00,0.82
10-10-2024,01:00,2.28
10-10-2024,02:00,2.39
10-10-2024,03:00,0.08
10-10-2024,04:00,1.14
10-10-2024,05:00,1.13
10-10-2024,06:00,3.57
10-10-2024,07:00,4.24
10-10-2024,08:00,1.86
10-10-2024,09:00,1.64
10-10-2024,10:00,3.75
10-10-2024,11:00,1.86
10-10-2024,12:00,2.64
10-10-2024,13:00,3.39
10-10-2024,14:00,2.02
10-10-2024,15:00,1.07
10-10-2024,16:00,3.31
10-10-2024,17:00,3.69
10-10-2024,18:00,4.26
10-10-2024,19:00,0.52
10-10-2024,20:00,1.94
10-10-2024,21:00,0.66
10-10-2024,22:00,1.62
10-10-2024,23:00,0.32
11-10-2024,00:00,0
11-10-2024,01:00,3.63
11-10-2024,02:00,0
11-10-2024,03:00,1.02
11-10-2024,04:00,0.11
11-10-2024,05:00,0
11-10-2024,06:00,3.36
11-10-2024,07:00,0.84
11-10-2024,08:00,2.2
11-10-2024,09:00,1.16
11-10-2024,10:00,3.25
11-10-2024,11:00,2.25
11-10-2024,12:00,2.99
11-10-2024,13:00,4.91
11-10-2024,14:00,5
11-10-2024,15:00,3.32
11-10-2024,16:00,2.9
11-10-2024,17:00,3.06
11-10-2024,18:00,2.82
11-10-2024,19:00,0.64
11-10-2024,20:00,1.09
11-10-2024,21:00,0.76
11-10-2024,22:00,0.94
11-10-2024,23:00,2.0
12-10-2024,00:00,0
12-10-2024,01:00,0
12-10-2024,02:00,0.01
12-10-2024,03:00,0
12-10-2024,04:00,1.23
12-10-2024,05:00,3.01
12-10-2024,06:00,2.66
12-10-2024,07:00,2.3
12-10-2024,08:00,2.08
12-10-2024,09:00,1.87
12-10-2024,10:00,2.47
12-10-2024,11:00,2.33
12-10-2024,12:00,3.22
12-10-2024,13:00,3.11
12-10-2024,14:00,2.75
12-10-2024,15:00,4.56
12-10-2024,16:00,3.25
12-10-2024,17:00,2.27
12-10-2024,18:00,2.43
12-10-2024,19:00,2.51
12-10-2024,20:00,1.13
12-10-2024,21:00,1.44
12-10-2024,22:00,0
12-10-2024,23:00,0.63
13-10-2024,00:00,0.54
13-10-2024,01:00,0.53
13-10-2024,02:00,0
13-10-2024,03:00,0.36
13-10-2024,04:00,1.85
13-10-2024,05:00,0.55
13-10-2024,06:00,2.65
13-10-2024,07:00,4.73
13-10-2024,08:00,2.92
13-10-2024,09:00,1.79
13-10-2024,10:00,3.07
13-10-2024,11:00,2.96
13-10-2024,12:00,5
13-10-2024,13:00,2.58
13-10-2024,14:00,1.68
13-10-2024,15:00,4.08
13-10-2024,16:00,2.67
13-10-2024,17:00,3.29
13-10-2024,18:00,1.57
13-10-2024,19:00,0.44
13-10-2024,20:00,1.09
13-10-2024,21:00,1.08
13-10-2024,22:00,1.85
13-10-2024,23:00,1.54
14-10-2024,00:00,0.7
14-10-2024,01:00,0
14-10-2024,02:00,0.19
14-10-2024,03:00,1.83
14-10-2024,04:00,0.92
14-10-2024,05:00,0
14-10-2024,06:00,2.69
14-10-2024,07:00,3.1
14-10-2024,08:00,1.65
14-10-2024,09:00,3.42
14-10-2024,10:00,3.87
14-10-2024,11:00,2.52
14-10-2024,12:00,4.16
14-10-2024,13:00,2.75
14-10-2024,14:00,4.36
14-10-2024,15:00,4.26
14-10-2024,16:00,3.03
14-10-2024,17:00,2.41
14-10-2024,18:00,1.18
14-10-2024,19:00,2.6
14-10-2024,20:00,0.89
14-10-2024,21:00,2.24
14-10-2024,22:00,3.94
14-10-2024,23:00,1.16
15-10-2024,00:00,2.24
15-10-2024,01:00,1.58
15-10-2024,02:00,0.03
15-10-2024,03:00,0.51
15-10-2024,04:00,0.96
15-10-2024,05:00,1.89
15-10-2024,06:00,1.85
15-10-2024,07:00,2.01
15-10-2024,08:00,3.21
15-10-2024,09:00,3.83
15-10-2024,10:00,3.5
15-10-2024,11:00,1.61
15-10-2024,12:00,1.62
15-10-2024,13:00,4.5
15-10-2024,14:00,2.93
15-10-2024,15:00,3.39
15-10-2024,16:00,2.78
15-10-2024,17:00,2.14
15-10-2024,18:00,2.56
15-10-2024,19:00,0.85
15-10-2024,20:00,1.88
15-10-2024,21:00,0
15-10-2024,22:00,0.86
15-10-2024,23:00,0
16-10-2024,00:00,0.07
16-10-2024,01:00,0
16-10-2024,02:00,1.39
16-10-2024,03:00,0.94
16-10-2024,04:00,1.24
16-10-2024,05:00,0.78
16-10-2024,06:00,2.02
16-10-2024,07:00,2.24
16-10-2024,08:00,3.25
16-10-2024,09:00,3.25
16-10-2024,10:00,2.06
16-10-2024,11:00,4.4
16-10-2024,12:00,1.66
16-10-2024,13:00,3.3
16-10-2024,14:00,2.27
16-10-2024,15:00,1.34
16-10-2024,16:00,4.8
16-10-2024,17:00,4.06
16-10-2024,18:00,0.72
16-10-2024,19:00,1.6
16-10-2024,20:00,0.6
16-10-2024,21:00,1.92
16-10-2024,22:00,0
16-10-2024,23:00,2.34
17-10-2024,00:00,1.32
17-10-2024,01:00,0.35
17-10-2024,02:00,0.94
17-10-2024,03:00,1.51
17-10-2024,04:00,0.98
17-10-2024,05:00,2.56
17-10-2024,06:00,2.4
17-10-2024,07:00,1.81
17-10-2024,08:00,2.29
17-10-2024,09:00,3.05
17-10-2024,10:00,3.43
17-10-2024,11:00,3.29
17-10-2024,12:00,3.39
17-10-2024,13:00,0.0
17-10-2024,14:00,2.94
17-10-2024,15:00,3.21
17-10-2024,16:00,3.1
17-10-2024,17:00,4.39
17-10-2024,18:00,3.39
17-10-2024,19:00,1.56
17-10-2024,20:00,0
17-10-2024,21:00,0.95
17-10-2024,22:00,1.02
17-10-2024,23:00,0.57
18-10-2024,00:00,0.08
18-10-2024,01:00,3.07
18-10-2024,02:00,1.96
18-10-2024,03:00,0
18-10-2024,04:00,1.72
18-10-2024,05:00,0.7
18-10-2024,06:00,3.23
18-10-2024,07:00,2.06
18-10-2024,08:00,4.96
18-10-2024,09:00,2.17
18-10-2024,10:00,2.04
18-10-2024,11:00,3.55
18-10-2024,12:00,1.18
18-10-2024,13:00,2.9
18-10-2024,14:00,2.65
18-10-2024,15:00,2.86
18-10-2024,16:00,3.83
18-10-2024,17:00,2.93
18-10-2024,18:00,1.34
18-10-2024,19:00,1.79
18-10-2024,20:00,0
18-10-2024,21:00,1.36
18-10-2024,22:00,0.12
18-10-2024,23:00,0.54
19-10-2024,00:00,1.12
19-10-2024,01:00,1.7
19-10-2024,02:00,0.12
19-10-2024,03:00,1.47
19-10-2024,04:00,0.99
19-10-2024,05:00,1.14
19-10-2024,06:00,3.16
19-10-2024,07:00,2.62
19-10-2024,08:00,4.55
19-10-2024,09:00,3.68
19-10-2024,10:00,3.35
19-10-2024,11:00,2.47
19-10-2024,12:00,1.95
19-10-2024,13:00,3.54
19-10-2024,14:00,2.78
19-10-2024,15:00,3.72
19-10-2024,16:00,4.12
19-10-2024,17:00,3.83
19-10-2024,18:00,2.26
19-10-2024,19:00,2.66
19-10-2024,20:00,0.37
19-10-2024,21:00,1.47
19-10-2024,22:00,0.41
19-10-2024,23:00,2.94
20-10-2024,00:00,0
20-10-2024,01:00,0
20-10-2024,02:00,0.7
20-10-2024,03:00,1.31
20-10-2024,04:00,1.0
20-10-2024,05:00,2.63
20-10-2024,06:00,2.68
20-10-2024,07:00,4.85
20-10-2024,08:00,4.44
20-10-2024,09:00,0
20-10-2024,10:00,3.01
20-10-2024,11:00,1.57
20-10-2024,12:00,2.54
20-10-2024,13:00,2.64
20-10-2024,14:00,4.56
20-10-2024,15:00,2.86
20-10-2024,16:00,4.33
20-10-2024,17:00,5
20-10-2024,18:00,3.01
20-10-2024,19:00,0
20-10-2024,20:00,1.34
20-10-2024,21:00,1.52
20-10-2024,22:00,0.44
20-10-2024,23:00,2.85
21-10-2024,00:00,0.53
21-10-2024,01:00,1.46
21-10-2024,02:00,0
21-10-2024,03:00,0.8
21-10-2024,04:00,2.86
21-10-2024,05:00,2.35
21-10-2024,06:00,3.66
21-10-2024,07:00,3.9
21-10-2024,08:00,3.72
21-10-2024,09:00,5
21-10-2024,10:00,3.28
21-10-2024,11:00,3.38
21-10-2024,12:00,2.14
21-10-2024,13:00,4.25
21-10-2024,14:00,3.06
21-10-2024,15:00,3.26
21-10-2024,16:00,2.48
21-10-2024,17:00,2.06
21-10-2024,18:00,1.66
21-10-2024,19:00,0
21-10-2024,20:00,1.95
21-10-2024,21:00,1.75
21-10-2024,22:00,1.32
21-10-2024,23:00,1.45
22-10-2024,00:00,3.51
22-10-2024,01:00,0.3
22-10-2024,02:00,1.23
22-10-2024,03:00,0.79
22-10-2024,04:00,0.14
22-10-2024,05:00,0.02
22-10-2024,06:00,3.73
22-10-2024,07:00,3.63
22-10-2024,08:00,2.06
22-10-2024,09:00,2.11
22-10-2024,10:00,3.45
22-10-2024,11:00,3.09
22-10-2024,12:00,4.9
22-10-2024,13:00,2.85
22-10-2024,14:00,2.17
22-10-2024,15:00,4.29
22-10-2024,16:00,3.35
22-10-2024,17:00,1.37
22-10-2024,18:00,3.54
22-10-2024,19:00,0.82
22-10-2024,20:00,2.21
22-10-2024,21:00,1.42
22-10-2024,22:00,0
22-10-2024,23:00,1.44
23-10-2024,00:00,0
23-10-2024,01:00,1.44
23-10-2024,02:00,0.38
23-10-2024,03:00,2.54
23-10-2024,04:00,1.61
23-10-2024,05:00,1.72
23-10-2024,06:00,2.57
23-10-2024,07:00,2.3
23-10-2024,08:00,1.74
23-10-2024,09:00,3.16
23-10-2024,10:00,2.97
23-10-2024,11:00,1.71
23-10-2024,12:00,2.44
23-10-2024,13:00,3.39
23-10-2024,14:00,3.41
23-10-2024,15:00,2.5
23-10-2024,16:00,2.41
23-10-2024,17:00,1.82
23-10-2024,18:00,2.08
23-10-2024,19:00,0.77
23-10-2024,20:00,3.0
23-10-2024,21:00,1.59
23-10-2024,22:00,0
23-10-2024,23:00,1.67
24-10-2024,00:00,2.06
24-10-2024,01:00,1.47
24-10-2024,02:00,1.38
24-10-2024,03:00,1.13
24-10-2024,04:00,0
24-10-2024,05:00,1.7
24-10-2024,06:00,5
24-10-2024,07:00,2.79
24-10-2024,08:00,1.98
24-10-2024,09:00,2.65
24-10-2024,10:00,2.15
24-10-2024,11:00,3.19
24-10-2024,12:00,2.98
24-10-2024,13:00,1.83
24-10-2024,14:00,4.53
24-10-2024,15:00,4.19
24-10-2024,16:00,1.31
24-10-2024,17:00,2.6
24-10-2024,18:00,3.62
24-10-2024,19:00,1.94
24-10-2024,20:00,0
24-10-2024,21:00,0
24-10-2024,22:00,1.6
24-10-2024,23:00,1.51
25-10-2024,00:00,2.02
25-10-2024,01:00,2.47
25-10-2024,02:00,1.49
25-10-2024,03:00,0
25-10-2024,04:00,1.61
25-10-2024,05:00,1.28
25-10-2024,06:00,2.28
25-10-2024,07:00,2.9
25-10-2024,08:00,2.25
25-10-2024,09:00,2.0
25-10-2024,10:00,2.22
25-10-2024,11:00,2.19
25-10-2024,12:00,4.68
25-10-2024,13:00,3.66
25-10-2024,14:00,2.16
25-10-2024,15:00,3.8
25-10-2024,16:00,3.37
25-10-2024,17:00,3.03
25-10-2024,18:00,2.9
25-10-2024,19:00,0.95
25-10-2024,20:00,1.11
25-10-2024,21:00,1.19
25-10-2024,22:00,1.27
25-10-2024,23:00,1.02
26-10-2024,00:00,2.25
26-10-2024,01:00,0.03
26-10-2024,02:00,1.51
26-10-2024,03:00,1.56
26-10-2024,04:00,3.07
26-10-2024,05:00,0
26-10-2024,06:00,3.78
26-10-2024,07:00,2.88
26-10-2024,08:00,2.0
26-10-2024,09:00,2.42
26-10-2024,10:00,3.5
26-10-2024,11:00,4.16
26-10-2024,12:00,2.81
26-10-2024,13:00,2.51
26-10-2024,14:00,4.33
26-10-2024,15:00,2.1
26-10-2024,16:00,3.13
26-10-2024,17:00,1.52
26-10-2024,18:00,1.7
26-10-2024,19:00,2.34
26-10-2024,20:00,2.15
26-10-2024,21:00,1.5
26-10-2024,22:00,0
26-10-2024,23:00,0.08
27-10-2024,00:00,0
27-10-2024,01:00,1.13
27-10-2024,02:00,0.61
27-10-2024,03:00,0
27-10-2024,04:00,1.5
27-10-2024,05:00,0.29
27-10-2024,06:00,2.27
27-10-2024,07:00,2.8
27-10-2024,08:00,2.84
27-10-2024,09:00,1.79
27-10-2024,10:00,5
27-10-2024,11:00,3.02
27-10-2024,12:00,3.14
27-10-2024,13:00,2.25
27-10-2024,14:00,4.65
27-10-2024,15:00,1.36
27-10-2024,16:00,3.62
27-10-2024,17:00,2.99
27-10-2024,18:00,3.93
27-10-2024,19:00,1.47
27-10-2024,20:00,1.0
27-10-2024,21:00,1.59
27-10-2024,22:00,2.8
27-10-2024,23:00,0.1
28-10-2024,00:00,0
28-10-2024,01:00,0.5
28-10-2024,02:00,3.12
28-10-2024,03:00,2.03
28-10-2024,04:00,1.21
28-10-2024,05:00,1.63
28-10-2024,06:00,2.12
28-10-2024,07:00,2.6
28-10-2024,08:00,2.48
28-10-2024,09:00,2.86
28-10-2024,10:00,3.92
28-10-2024,11:00,2.27
28-10-2024,12:00,2.92
28-10-2024,13:00,2.33
28-10-2024,14:00,2.11
28-10-2024,15:00,3.12
28-10-2024,16:00,1.52
28-10-2024,17:00,3.27
28-10-2024,18:00,2.64
28-10-2024,19:00,0.16
28-10-2024,20:00,0.08
28-10-2024,21:00,1.02
28-10-2024,22:00,0.67
28-10-2024,23:00,1.44
29-10-2024,00:00,2.14
29-10-2024,01:00,1.03
29-10-2024,02:00,1.29
29-10-2024,03:00,1.6
29-10-2024,04:00,0.85
29-10-2024,05:00,1.24
29-10-2024,06:00,2.32
29-10-2024,07:00,3.73
29-10-2024,08:00,2.62
29-10-2024,09:00,2.4
29-10-2024,10:00,3.61
29-10-2024,11:00,2.01
29-10-2024,12:00,1.93
29-10-2024,13:00,3.34
29-10-2024,14:00,4.65
29-10-2024,15:00,2.25
29-10-2024,16:00,1.54
29-10-2024,17:00,3.18
29-10-2024,18:00,1.02
29-10-2024,19:00,1.55
29-10-2024,20:00,0
29-10-2024,21:00,0
29-10-2024,22:00,0
29-10-2024,23:00,1.07
