floor,02
location,002
type,Light
05-10-2024,14:00,2.47
05-10-2024,15:00,2.23
05-10-2024,16:00,3.75
05-10-2024,17:00,5
05-10-2024,18:00,2.98
05-10-2024,19:00,2.01
05-10-2024,20:00,0
05-10-2024,21:00,1.2
05-10-2024,22:00,0
05-10-2024,23:00,0
06-10-2024,00:00,2.29
06-10-2024,01:00,1.39
06-10-2024,02:00,0
06-10-2024,03:00,0
06-10-2024,04:00,0
06-10-2024,05:00,0
06-10-2024,06:00,4.18
06-10-2024,07:00,1.32
06-10-2024,08:00,3.98
06-10-2024,09:00,2.97
06-10-2024,10:00,2.57
06-10-2024,11:00,2.54
06-10-2024,12:00,2.64
06-10-2024,13:00,2.98
06-10-2024,14:00,3.87
06-10-2024,15:00,4.04
06-10-2024,16:00,2.76
06-10-2024,17:00,3.98
06-10-2024,18:00,4.42
06-10-2024,19:00,0
06-10-2024,20:00,1.64
06-10-2024,21:00,1.17
06-10-2024,22:00,1.88
06-10-2024,23:00,0
07-10-2024,00:00,1.92
07-10-2024,01:00,0.85
07-10-2024,02:00,1.24
07-10-2024,03:00,1.84
07-10-2024,04:00,1.39
07-10-2024,05:00,3.41
07-10-2024,06:00,3.26
07-10-2024,07:00,0.34
07-10-2024,08:00,3.35
07-10-2024,09:00,3.45
07-10-2024,10:00,1.91
07-10-2024,11:00,1.23
07-10-2024,12:00,5
07-10-2024,13:00,2.28
07-10-2024,14:00,3.66
07-10-2024,15:00,1.18
07-10-2024,16:00,2.81
07-10-2024,17:00,2.02
07-10-2024,18:00,4.23
07-10-2024,19:00,2.56
07-10-2024,20:00,0
07-10-2024,21:00,0.84
07-10-2024,22:00,1.04
07-10-2024,23:00,2.0
08-10-2024,00:00,1.24
08-10-2024,01:00,1.61
08-10-2024,02:00,0.14
08-10-2024,03:00,1.89
08-10-2024,04:00,1.05
08-10-2024,05:00,0.73
08-10-2024,06:00,2.46
08-10-2024,07:00,4.32
08-10-2024,08:00,3.13
08-10-2024,09:00,4.05
08-10-2024,10:00,1.81
08-10-2024,11:00,3.17
08-10-2024,12:00,2.43
08-10-2024,13:00,4.09
08-10-2024,14:00,2.05
08-10-2024,15:00,3.85
08-10-2024,16:00,4.33
08-10-2024,17:00,3.39
08-10-2024,18:00,2.91
08-10-2024,19:00,0.02
08-10-2024,20:00,0
08-10-2024,21:00,0.79
08-10-2024,22:00,2.04
08-10-2024,23:00,1.67
09-10-2024,00:00,0.76
09-10-2024,01:00,1.03
09-10-2024,02:00,0.93
09-10-2024,03:00,0
09-10-2024,04:00,2.47
09-10-2024,05:00,0
09-10-2024,06:00,5
09-10-2024,07:00,3.36
09-10-2024,08:00,1.3
09-10-2024,09:00,4.34
09-10-2024,10:00,2.58
09-10-2024,11:00,3.44
09-10-2024,12:00,2.77
09-10-2024,13:00,3.84
09-10-2024,14:00,2.9
09-10-2024,15:00,1.48
09-10-2024,16:00,2.95
09-10-2024,17:00,2.2
09-10-2024,18:00,3.76
09-10-2024,19:00,1.11
09-10-2024,20:00,2.18
09-10-2024,21:00,2.03
09-10-2024,22:00,2.28
09-10-2024,23:00,0.24
10-10-2024,00:00,2.23
10-10-2024,01:00,1.74
10-10-2024,02:00,0.6
10-10-2024,03:00,3.82
10-10-2024,04:00,0
10-10-2024,05:00,1.12
10-10-2024,06:00,4.21
10-10-2024,07:00,3.54
10-10-2024,08:00,1.77
10-10-2024,09:00,4.03
10-10-2024,10:00,4.58
10-10-2024,11:00,4.2
10-10-2024,12:00,0.72
10-10-2024,13:00,3.04
10-10-2024,14:00,1.48
10-10-2024,15:00,2.97
10-10-2024,16:00,2.66
10-10-2024,17:00,3.11
10-10-2024,18:00,4.71
10-10-2024,19:00,0.88
10-10-2024,20:00,0.21
10-10-2024,21:00,2.44
10-10-2024,22:00,0.48
10-10-2024,23:00,0
11-10-2024,00:00,2.12
11-10-2024,01:00,1.99
11-10-2024,02:00,1.62
11-10-2024,03:00,0.41
11-10-2024,04:00,1.28
11-10-2024,05:00,2.18
11-10-2024,06:00,1.76
11-10-2024,07:00,4.2
11-10-2024,08:00,2.92
11-10-2024,09:00,3.45
11-10-2024,10:00,3.46
11-10-2024,11:00,2.39
11-10-2024,12:00,4.51
11-10-2024,13:00,3.08
11-10-2024,14:00,4.04
11-10-2024,15:00,3.33
11-10-2024,16:00,4.91
11-10-2024,17:00,2.37
11-10-2024,18:00,4.14
11-10-2024,19:00,3.14
11-10-2024,20:00,0.43
11-10-2024,21:00,0.89
11-10-2024,22:00,0.88
11-10-2024,23:00,1.08
12-10-2024,00:00,2.37
12-10-2024,01:00,2.4
12-10-2024,02:00,1.38
12-10-2024,03:00,2.03
12-10-2024,04:00,0.53
12-10-2024,05:00,2.16
12-10-2024,06:00,2.41
12-10-2024,07:00,2.99
12-10-2024,08:00,2.0
12-10-2024,09:00,3.02
12-10-2024,10:00,3.43
12-10-2024,11:00,2.59
12-10-2024,12:00,4.36
12-10-2024,13:00,3.03
12-10-2024,14:00,2.61
12-10-2024,15:00,4.06
12-10-2024,16:00,3.26
12-10-2024,17:00,2.98
12-10-2024,18:00,1.46
12-10-2024,19:00,0
12-10-2024,20:00,1.65
12-10-2024,21:00,1.64
12-10-2024,22:00,1.31
12-10-2024,23:00,2.51
13-10-2024,00:00,0
13-10-2024,01:00,1.4
13-10-2024,02:00,0
13-10-2024,03:00,0.68
13-10-2024,04:00,0.66
13-10-2024,05:00,0.33
13-10-2024,06:00,5
13-10-2024,07:00,3.7
13-10-2024,08:00,2.31
13-10-2024,09:00,4.5
13-10-2024,10:00,2.21
13-10-2024,11:00,2.59
13-10-2024,12:00,3.88
13-10-2024,13:00,2.44
13-10-2024,14:00,1.91
13-10-2024,15:00,4.19
13-10-2024,16:00,2.53
13-10-2024,17:00,1.04
13-10-2024,18:00,3.44
13-10-2024,19:00,0
13-10-2024,20:00,1.45
13-10-2024,21:00,0.78
13-10-2024,22:00,1.71
13-10-2024,23:00,0
14-10-2024,00:00,1.58
14-10-2024,01:00,0
14-10-2024,02:00,0.65
14-10-2024,03:00,2.06
14-10-2024,04:00,3.85
14-10-2024,05:00,1.76
14-10-2024,06:00,3.73
14-10-2024,07:00,2.49
14-10-2024,08:00,2.95
14-10-2024,09:00,2.91
14-10-2024,10:00,2.01
14-10-2024,11:00,4.04
14-10-2024,12:00,4.18
14-10-2024,13:00,3.22
14-10-2024,14:00,3.31
14-10-2024,15:00,4.85
14-10-2024,16:00,2.89
14-10-2024,17:00,4.49
14-10-2024,18:00,3.31
14-10-2024,19:00,2.18
14-10-2024,20:00,0
14-10-2024,21:00,0.48
14-10-2024,22:00,0.86
14-10-2024,23:00,1.77
15-10-2024,00:00,1.9
15-10-2024,01:00,0.61
15-10-2024,02:00,1.69
15-10-2024,03:00,0.24
15-10-2024,04:00,0
15-10-2024,05:00,0.56
15-10-2024,06:00,2.42
15-10-2024,07:00,3.0
15-10-2024,08:00,3.69
15-10-2024,09:00,3.76
15-10-2024,10:00,2.51
15-10-2024,11:00,3.75
15-10-2024,12:00,3.87
15-10-2024,13:00,2.82
15-10-2024,14:00,2.68
15-10-2024,15:00,4.31
15-10-2024,16:00,2.76
15-10-2024,17:00,3.6
15-10-2024,18:00,2.45
15-10-2024,19:00,2.05
15-10-2024,20:00,1.63
15-10-2024,21:00,0
15-10-2024,22:00,2.4
15-10-2024,23:00,1.67
16-10-2024,00:00,2.21
16-10-2024,01:00,1.31
16-10-2024,02:00,0.63
16-10-2024,03:00,2.15
16-10-2024,04:00,1.19
16-10-2024,05:00,0.88
16-10-2024,06:00,2.8
16-10-2024,07:00,1.87
16-10-2024,08:00,1.64
16-10-2024,09:00,2.23
16-10-2024,10:00,2.43
16-10-2024,11:00,4.27
16-10-2024,12:00,3.48
16-10-2024,13:00,5
16-10-2024,14:00,3.66
16-10-2024,15:00,0.67
16-10-2024,16:00,4.85
16-10-2024,17:00,2.54
16-10-2024,18:00,2.59
16-10-2024,19:00,1.04
16-10-2024,20:00,0
16-10-2024,21:00,0
16-10-2024,22:00,1.36
16-10-2024,23:00,0.12
17-10-2024,00:00,0
17-10-2024,01:00,1.03
17-10-2024,02:00,1.24
17-10-2024,03:00,0.8
17-10-2024,04:00,0.06
17-10-2024,05:00,2.76
17-10-2024,06:00,1.95
17-10-2024,07:00,3.98
17-10-2024,08:00,3.44
17-10-2024,09:00,3.52
17-10-2024,10:00,2.22
17-10-2024,11:00,3.4
17-10-2024,12:00,2.6
17-10-2024,13:00,4.05
17-10-2024,14:00,1.74
17-10-2024,15:00,2.36
17-10-2024,16:00,2.7
17-10-2024,17:00,2.13
17-10-2024,18:00,2.43
17-10-2024,19:00,0
17-10-2024,20:00,2.3
17-10-2024,21:00,1.22
17-10-2024,22:00,1.48
17-10-2024,23:00,2.63
18-10-2024,00:00,1.57
18-10-2024,01:00,0
18-10-2024,02:00,2.3
18-10-2024,03:00,0.56
18-10-2024,04:00,1.04
18-10-2024,05:00,2.04
18-10-2024,06:00,3.29
18-10-2024,07:00,2.04
18-10-2024,08:00,2.53
18-10-2024,09:00,3.86
18-10-2024,10:00,5
18-10-2024,11:00,2.33
18-10-2024,12:00,2.1
18-10-2024,13:00,3.34
18-10-2024,14:00,2.32
18-10-2024,15:00,3.04
18-10-2024,16:00,2.83
18-10-2024,17:00,2.32
18-10-2024,18:00,3.25
18-10-2024,19:00,0.22
18-10-2024,20:00,0.43
18-10-2024,21:00,1.03
18-10-2024,22:00,1.0
18-10-2024,23:00,1.21
19-10-2024,00:00,1.05
19-10-2024,01:00,0.4
19-10-2024,02:00,0.58
19-10-2024,03:00,0
19-10-2024,04:00,0.91
19-10-2024,05:00,0.37
19-10-2024,06:00,3.26
19-10-2024,07:00,4.65
19-10-2024,08:00,3.4
19-10-2024,09:00,0.73
19-10-2024,10:00,2.84
19-10-2024,11:00,3.63
19-10-2024,12:00,2.06
19-10-2024,13:00,4.52
19-10-2024,14:00,1.88
19-10-2024,15:00,1.34
19-10-2024,16:00,3.15
19-10-2024,17:00,2.7
19-10-2024,18:00,2.36
19-10-2024,19:00,1.9
19-10-2024,20:00,2.21
19-10-2024,21:00,0
19-10-2024,22:00,1.94
19-10-2024,23:00,1.41
20-10-2024,00:00,0.25
20-10-2024,01:00,0.44
20-10-2024,02:00,0.87
20-10-2024,03:00,2.25
20-10-2024,04:00,0.92
20-10-2024,05:00,3.17
20-10-2024,06:00,3.79
20-10-2024,07:00,1.83
20-10-2024,08:00,1.95
20-10-2024,09:00,2.14
20-10-2024,10:00,2.96
20-10-2024,11:00,1.39
20-10-2024,12:00,2.73
20-10-2024,13:00,0.43
20-10-2024,14:00,3.75
20-10-2024,15:00,4.68
20-10-2024,16:00,2.6
20-10-2024,17:00,3.41
20-10-2024,18:00,2.82
20-10-2024,19:00,1.63
20-10-2024,20:00,0.43
20-10-2024,21:00,1.72
20-10-2024,22:00,1.01
20-10-2024,23:00,2.66
21-10-2024,00:00,1.85
21-10-2024,01:00,2.82
21-10-2024,02:00,1.75
21-10-2024,03:00,1.4
21-10-2024,04:00,0
21-10-2024,05:00,0.61
21-10-2024,06:00,3.56
21-10-2024,07:00,3.83
21-10-2024,08:00,2.36
21-10-2024,09:00,3.32
21-10-2024,10:00,4.11
21-10-2024,11:00,3.4
21-10-2024,12:00,1.14
21-10-2024,13:00,2.94
21-10-2024,14:00,1.88
21-10-2024,15:00,2.94
21-10-2024,16:00,2.89
21-10-2024,17:00,4.24
21-10-2024,18:00,4.0
21-10-2024,19:00,0.48
21-10-2024,20:00,0.16
21-10-2024,21:00,1.07
21-10-2024,22:00,2.1
21-10-2024,23:00,1.48
22-10-2024,00:00,2.16
22-10-2024,01:00,0
22-10-2024,02:00,3.37
22-10-2024,03:00,0.82
22-10-2024,04:00,2.67
22-10-2024,05:00,0.52
22-10-2024,06:00,3.17
22-10-2024,07:00,2.9
22-10-2024,08:00,3.56
22-10-2024,09:00,2.2
22-10-2024,10:00,3.93
22-10-2024,11:00,2.83
22-10-2024,12:00,1.87
22-10-2024,13:00,2.68
22-10-2024,14:00,1.69
22-10-2024,15:00,2.28
22-10-2024,16:00,2.7
22-10-2024,17:00,2.54
22-10-2024,18:00,3.55
22-10-2024,19:00,0
22-10-2024,20:00,0.25
22-10-2024,21:00,0.88
22-10-2024,22:00,1.34
22-10-2024,23:00,0.58
23-10-2024,00:00,0.41
23-10-2024,01:00,2.0
23-10-2024,02:00,0.55
23-10-2024,03:00,1.03
23-10-2024,04:00,1.91
23-10-2024,05:00,0.42
23-10-2024,06:00,3.04
23-10-2024,07:00,1.94
23-10-2024,08:00,1.74
23-10-2024,09:00,2.12
23-10-2024,10:00,3.29
23-10-2024,11:00,4.62
23-10-2024,12:00,3.91
23-10-2024,13:00,3.16
23-10-2024,14:00,5
23-10-2024,15:00,2.62
23-10-2024,16:00,2.19
23-10-2024,17:00,3.58
23-10-2024,18:00,3.17
23-10-2024,19:00,2.62
23-10-2024,20:00,1.64
23-10-2024,21:00,2.09
23-10-2024,22:00,0
23-10-2024,23:00,2.5
24-10-2024,00:00,0.42
24-10-2024,01:00,1.09
24-10-2024,02:00,1.6
24-10-2024,03:00,2.55
24-10-2024,04:00,1.31
24-10-2024,05:00,1.23
24-10-2024,06:00,4.26
24-10-2024,07:00,3.81
24-10-2024,08:00,3.73
24-10-2024,09:00,1.91
24-10-2024,10:00,2.82
24-10-2024,11:00,3.32
24-10-2024,12:00,2.69
24-10-2024,13:00,3.65
24-10-2024,14:00,3.34
24-10-2024,15:00,4.22
24-10-2024,16:00,2.49
24-10-2024,17:00,2.99
24-10-2024,18:00,3.8
24-10-2024,19:00,0.73
24-10-2024,20:00,0
24-10-2024,21:00,2.11
24-10-2024,22:00,1.47
24-10-2024,23:00,1.25
25-10-2024,00:00,0
25-10-2024,01:00,0.73
25-10-2024,02:00,0.74
25-10-2024,03:00,2.37
25-10-2024,04:00,0.4
25-10-2024,05:00,2.38
25-10-2024,06:00,3.49
25-10-2024,07:00,3.1
25-10-2024,08:00,3.38
25-10-2024,09:00,2.99
25-10-2024,10:00,2.8
25-10-2024,11:00,3.56
25-10-2024,12:00,2.73
25-10-2024,13:00,2.77
25-10-2024,14:00,2.36
25-10-2024,15:00,2.31
25-10-2024,16:00,4.33
25-10-2024,17:00,3.86
25-10-2024,18:00,4.02
25-10-2024,19:00,1.03
25-10-2024,20:00,1.04
25-10-2024,21:00,1.38
25-10-2024,22:00,2.87
25-10-2024,23:00,1.41
26-10-2024,00:00,1.81
26-10-2024,01:00,0.46
26-10-2024,02:00,1.66
26-10-2024,03:00,0.8
26-10-2024,04:00,0
26-10-2024,05:00,1.72
26-10-2024,06:00,1.21
26-10-2024,07:00,3.08
26-10-2024,08:00,2.01
26-10-2024,09:00,2.98
26-10-2024,10:00,3.75
26-10-2024,11:00,3.48
26-10-2024,12:00,3.31
26-10-2024,13:00,4.09
26-10-2024,14:00,4.7
26-10-2024,15:00,3.38
26-10-2024,16:00,4.32
26-10-2024,17:00,2.04
26-10-2024,18:00,3.29
26-10-2024,19:00,0.46
26-10-2024,20:00,0.43
26-10-2024,21:00,2.08
26-10-2024,22:00,2.3
26-10-2024,23:00,1.77
27-10-2024,00:00,0.95
27-10-2024,01:00,2.74
27-10-2024,02:00,0.98
27-10-2024,03:00,2.37
27-10-2024,04:00,1.03
27-10-2024,05:00,0.59
27-10-2024,06:00,2.18
27-10-2024,07:00,2.45
27-10-2024,08:00,5
27-10-2024,09:00,3.82
27-10-2024,10:00,2.85
27-10-2024,11:00,1.72
27-10-2024,12:00,1.95
27-10-2024,13:00,1.49
27-10-2024,14:00,3.33
27-10-2024,15:00,2.08
27-10-2024,16:00,2.55
27-10-2024,17:00,3.56
27-10-2024,18:00,3.22
27-10-2024,19:00,0.42
27-10-2024,20:00,1.35
27-10-2024,21:00,0
27-10-2024,22:00,1.29
27-10-2024,23:00,0.15
28-10-2024,00:00,0
28-10-2024,01:00,0.13
28-10-2024,02:00,0.27
28-10-2024,03:00,0
28-10-2024,04:00,0.33
28-10-2024,05:00,1.41
28-10-2024,06:00,2.79
28-10-2024,07:00,2.81
28-10-2024,08:00,0.75
28-10-2024,09:00,3.5
28-10-2024,10:00,2.94
28-10-2024,11:00,4.55
28-10-2024,12:00,1.64
28-10-2024,13:00,2.83
28-10-2024,14:00,4.53
28-10-2024,15:00,3.13
28-10-2024,16:00,2.32
28-10-2024,17:00,2.36
28-10-2024,18:00,0.37
28-10-2024,19:00,3.01
28-10-2024,20:00,0.32
28-10-2024,21:00,1.67
28-10-2024,22:00,2.21
28-10-2024,23:00,2.4
29-10-2024,00:00,0.95
29-10-2024,01:00,0
29-10-2024,02:00,3.01
29-10-2024,03:00,2.79
29-10-2024,04:00,2.03
29-10-2024,05:00,0.86
29-10-2024,06:00,2.25
29-10-2024,07:00,1.94
29-10-2024,08:00,2.69
29-10-2024,09:00,2.97
29-10-2024,10:00,2.14
29-10-2024,11:00,5
29-10-2024,12:00,4.39
29-10-2024,13:00,4.58
29-10-2024,14:00,3.44
29-10-2024,15:00,3.54
29-10-2024,16:00,2.5
29-10-2024,17:00,1.68
29-10-2024,18:00,3.14
29-10-2024,19:00,3.21
29-10-2024,20:00,0.74
29-10-2024,21:00,0.83
29-10-2024,22:00,0.96
29-10-2024,23:00,0.51
