floor,08
location,004
type,Plug
12-10-2024,00:00,1.35
12-10-2024,01:00,2.56
12-10-2024,02:00,2.5
12-10-2024,03:00,1.02
12-10-2024,04:00,0.69
12-10-2024,05:00,0.82
12-10-2024,06:00,2.17
12-10-2024,07:00,2.73
12-10-2024,08:00,2.46
12-10-2024,09:00,3.19
12-10-2024,10:00,4.29
12-10-2024,11:00,2.27
12-10-2024,12:00,3.52
12-10-2024,13:00,2.42
12-10-2024,14:00,2.57
12-10-2024,15:00,2.83
12-10-2024,16:00,3.45
12-10-2024,17:00,4.72
12-10-2024,18:00,3.37
12-10-2024,19:00,1.49
12-10-2024,20:00,3.57
12-10-2024,21:00,1.63
12-10-2024,22:00,1.97
12-10-2024,23:00,0.3
13-10-2024,00:00,1.68
13-10-2024,01:00,2.46
13-10-2024,02:00,1.37
13-10-2024,03:00,0
13-10-2024,04:00,0
13-10-2024,05:00,2.82
13-10-2024,06:00,3.79
13-10-2024,07:00,1.71
13-10-2024,08:00,3.05
13-10-2024,09:00,2.35
13-10-2024,10:00,2.4
13-10-2024,11:00,2.47
13-10-2024,12:00,5
13-10-2024,13:00,2.87
13-10-2024,14:00,3.28
13-10-2024,15:00,2.44
13-10-2024,16:00,2.32
13-10-2024,17:00,3.5
13-10-2024,18:00,2.86
13-10-2024,19:00,0.12
13-10-2024,20:00,0.27
13-10-2024,21:00,1.38
13-10-2024,22:00,1.47
13-10-2024,23:00,1.08
14-10-2024,00:00,1.27
14-10-2024,01:00,2.09
14-10-2024,02:00,0.55
14-10-2024,03:00,-0.0
14-10-2024,04:00,1.01
14-10-2024,05:00,1.21
14-10-2024,06:00,2.57
14-10-2024,07:00,2.72
14-10-2024,08:00,3.31
14-10-2024,09:00,1.66
14-10-2024,10:00,1.69
14-10-2024,11:00,4.3
14-10-2024,12:00,3.12
14-10-2024,13:00,3.59
14-10-2024,14:00,3.44
14-10-2024,15:00,4.02
14-10-2024,16:00,1.61
14-10-2024,17:00,1.26
14-10-2024,18:00,2.49
14-10-2024,19:00,0.6
14-10-2024,20:00,0.62
14-10-2024,21:00,2.1
14-10-2024,22:00,1.3
14-10-2024,23:00,1.47
15-10-2024,00:00,1.29
15-10-2024,01:00,0.59
15-10-2024,02:00,1.14
15-10-2024,03:00,1.07
15-10-2024,04:00,1.49
15-10-2024,05:00,0.43
15-10-2024,06:00,1.28
15-10-2024,07:00,2.33
15-10-2024,08:00,3.21
15-10-2024,09:00,4.96
15-10-2024,10:00,2.5
15-10-2024,11:00,2.49
15-10-2024,12:00,2.93
15-10-2024,13:00,2.16
15-10-2024,14:00,2.39
15-10-2024,15:00,2.43
15-10-2024,16:00,2.29
15-10-2024,17:00,2.32
15-10-2024,18:00,3.48
15-10-2024,19:00,1.16
15-10-2024,20:00,0
15-10-2024,21:00,0.6
15-10-2024,22:00,1.05
15-10-2024,23:00,0
16-10-2024,00:00,1.61
16-10-2024,01:00,0.98
16-10-2024,02:00,1.77
16-10-2024,03:00,0.93
16-10-2024,04:00,1.66
16-10-2024,05:00,0
16-10-2024,06:00,2.95
16-10-2024,07:00,3.44
16-10-2024,08:00,4.33
16-10-2024,09:00,2.27
16-10-2024,10:00,2.36
16-10-2024,11:00,4.32
16-10-2024,12:00,3.75
16-10-2024,13:00,3.37
16-10-2024,14:00,3.52
16-10-2024,15:00,1.87
16-10-2024,16:00,4.18
16-10-2024,17:00,4.73
16-10-2024,18:00,1.18
16-10-2024,19:00,0.51
16-10-2024,20:00,0.99
16-10-2024,21:00,0
16-10-2024,22:00,0.46
16-10-2024,23:00,0.93
17-10-2024,00:00,2.32
17-10-2024,01:00,1.23
17-10-2024,02:00,0.19
17-10-2024,03:00,1.99
17-10-2024,04:00,0.45
17-10-2024,05:00,0
17-10-2024,06:00,1.71
17-10-2024,07:00,3.96
17-10-2024,08:00,2.74
17-10-2024,09:00,1.12
17-10-2024,10:00,3.7
17-10-2024,11:00,2.79
17-10-2024,12:00,4.49
17-10-2024,13:00,3.01
17-10-2024,14:00,3.26
17-10-2024,15:00,3.15
17-10-2024,16:00,4.87
17-10-2024,17:00,2.9
17-10-2024,18:00,1.96
17-10-2024,19:00,0.4
17-10-2024,20:00,0
17-10-2024,21:00,1.93
17-10-2024,22:00,0
17-10-2024,23:00,0
18-10-2024,00:00,1.04
18-10-2024,01:00,1.49
18-10-2024,02:00,2.54
18-10-2024,03:00,0.89
18-10-2024,04:00,0
18-10-2024,05:00,0.15
18-10-2024,06:00,2.28
18-10-2024,07:00,2.02
18-10-2024,08:00,2.32
18-10-2024,09:00,2.56
18-10-2024,10:00,3.65
18-10-2024,11:00,3.55
18-10-2024,12:00,3.72
18-10-2024,13:00,3.1
18-10-2024,14:00,3.62
18-10-2024,15:00,0.72
18-10-2024,16:00,2.99
18-10-2024,17:00,3.42
18-10-2024,18:00,3.25
18-10-2024,19:00,0
18-10-2024,20:00,0
18-10-2024,21:00,1.47
18-10-2024,22:00,2.38
18-10-2024,23:00,0.83
19-10-2024,00:00,0.01
19-10-2024,01:00,0.81
19-10-2024,02:00,2.15
19-10-2024,03:00,0.35
19-10-2024,04:00,1.84
19-10-2024,05:00,1.57
19-10-2024,06:00,1.54
19-10-2024,07:00,2.88
19-10-2024,08:00,3.3
19-10-2024,09:00,3.25
19-10-2024,10:00,1.46
19-10-2024,11:00,4.27
19-10-2024,12:00,2.21
19-10-2024,13:00,4.34
19-10-2024,14:00,4.67
19-10-2024,15:00,2.94
19-10-2024,16:00,3.29
19-10-2024,17:00,2.32
19-10-2024,18:00,2.86
19-10-2024,19:00,1.39
19-10-2024,20:00,2.61
19-10-2024,21:00,1.03
19-10-2024,22:00,0.6
19-10-2024,23:00,0.49
20-10-2024,00:00,1.09
20-10-2024,01:00,0
20-10-2024,02:00,0.33
20-10-2024,03:00,1.28
20-10-2024,04:00,3.05
20-10-2024,05:00,0.15
20-10-2024,06:00,2.06
20-10-2024,07:00,4.14
20-10-2024,08:00,2.9
20-10-2024,09:00,3.39
20-10-2024,10:00,3.48
20-10-2024,11:00,2.22
20-10-2024,12:00,4.38
20-10-2024,13:00,2.19
20-10-2024,14:00,1.98
20-10-2024,15:00,3.54
20-10-2024,16:00,2.73
20-10-2024,17:00,2.86
20-10-2024,18:00,1.3
20-10-2024,19:00,1.77
20-10-2024,20:00,1.16
20-10-2024,21:00,2.31
20-10-2024,22:00,0
20-10-2024,23:00,0.67
21-10-2024,00:00,0.55
21-10-2024,01:00,2.33
21-10-2024,02:00,1.12
21-10-2024,03:00,0.87
21-10-2024,04:00,1.37
21-10-2024,05:00,2.97
21-10-2024,06:00,2.19
21-10-2024,07:00,4.13
21-10-2024,08:00,2.14
21-10-2024,09:00,3.84
21-10-2024,10:00,2.06
21-10-2024,11:00,3.27
21-10-2024,12:00,3.72
21-10-2024,13:00,2.53
21-10-2024,14:00,4.25
21-10-2024,15:00,2.53
21-10-2024,16:00,3.39
21-10-2024,17:00,2.23
21-10-2024,18:00,3.5
21-10-2024,19:00,0.82
21-10-2024,20:00,0.36
21-10-2024,21:00,0
21-10-2024,22:00,0.73
21-10-2024,23:00,0.48
22-10-2024,00:00,1.73
22-10-2024,01:00,0
22-10-2024,02:00,0.67
22-10-2024,03:00,0
22-10-2024,04:00,1.22
22-10-2024,05:00,1.55
22-10-2024,06:00,3.52
22-10-2024,07:00,3.14
22-10-2024,08:00,4.57
22-10-2024,09:00,1.37
22-10-2024,10:00,2.69
22-10-2024,11:00,4.01
22-10-2024,12:00,1.61
22-10-2024,13:00,2.24
22-10-2024,14:00,2.56
22-10-2024,15:00,2.04
22-10-2024,16:00,4.2
22-10-2024,17:00,4.28
22-10-2024,18:00,1.78
22-10-2024,19:00,1.09
22-10-2024,20:00,1.54
22-10-2024,21:00,0.26
22-10-2024,22:00,2.01
22-10-2024,23:00,2.53
23-10-2024,00:00,1.17
23-10-2024,01:00,0
23-10-2024,02:00,0.72
23-10-2024,03:00,0
23-10-2024,04:00,0.86
23-10-2024,05:00,0
23-10-2024,06:00,1.49
23-10-2024,07:00,4.1
23-10-2024,08:00,3.0
23-10-2024,09:00,3.41
23-10-2024,10:00,2.34
23-10-2024,11:00,4.4
23-10-2024,12:00,2.29
23-10-2024,13:00,2.16
23-10-2024,14:00,4.04
23-10-2024,15:00,2.71
23-10-2024,16:00,2.53
23-10-2024,17:00,2.25
23-10-2024,18:00,1.16
23-10-2024,19:00,2.3
23-10-2024,20:00,0.29
23-10-2024,21:00,0
23-10-2024,22:00,0.43
23-10-2024,23:00,1.56
24-10-2024,00:00,0
24-10-2024,01:00,3.56
24-10-2024,02:00,1.56
24-10-2024,03:00,0.82
24-10-2024,04:00,1.08
24-10-2024,05:00,0.3
24-10-2024,06:00,3.16
24-10-2024,07:00,2.32
24-10-2024,08:00,3.25
24-10-2024,09:00,1.31
24-10-2024,10:00,2.09
24-10-2024,11:00,3.14
24-10-2024,12:00,1.46
24-10-2024,13:00,3.12
24-10-2024,14:00,2.88
24-10-2024,15:00,2.93
24-10-2024,16:00,1.76
24-10-2024,17:00,4.21
24-10-2024,18:00,4.21
24-10-2024,19:00,2.75
24-10-2024,20:00,0.36
24-10-2024,21:00,0.75
24-10-2024,22:00,2.25
24-10-2024,23:00,1.74
25-10-2024,00:00,1.36
25-10-2024,01:00,1.31
25-10-2024,02:00,2.28
25-10-2024,03:00,1.28
25-10-2024,04:00,2.76
25-10-2024,05:00,0.22
25-10-2024,06:00,4.36
25-10-2024,07:00,3.1
25-10-2024,08:00,4.43
25-10-2024,09:00,2.64
25-10-2024,10:00,4.3
25-10-2024,11:00,1.26
25-10-2024,12:00,2.44
25-10-2024,13:00,3.76
25-10-2024,14:00,2.37
25-10-2024,15:00,2.82
25-10-2024,16:00,3.21
25-10-2024,17:00,1.92
25-10-2024,18:00,2.45
25-10-2024,19:00,1.5
25-10-2024,20:00,0
25-10-2024,21:00,1.12
25-10-2024,22:00,1.26
25-10-2024,23:00,0.65
26-10-2024,00:00,0.83
26-10-2024,01:00,0.92
26-10-2024,02:00,0.83
26-10-2024,03:00,1.06
26-10-2024,04:00,0.67
26-10-2024,05:00,0.96
26-10-2024,06:00,5
26-10-2024,07:00,2.34
26-10-2024,08:00,4.13
26-10-2024,09:00,2.81
26-10-2024,10:00,4.44
26-10-2024,11:00,2.69
26-10-2024,12:00,3.16
26-10-2024,13:00,2.72
26-10-2024,14:00,2.18
26-10-2024,15:00,1.9
26-10-2024,16:00,2.83
26-10-2024,17:00,3.51
26-10-2024,18:00,2.38
26-10-2024,19:00,0
26-10-2024,20:00,1.61
26-10-2024,21:00,0
26-10-2024,22:00,0.72
26-10-2024,23:00,1.96
27-10-2024,00:00,0.9
27-10-2024,01:00,0.47
27-10-2024,02:00,0.67
27-10-2024,03:00,0.05
27-10-2024,04:00,1.3
27-10-2024,05:00,1.96
27-10-2024,06:00,2.37
27-10-2024,07:00,5
27-10-2024,08:00,2.74
27-10-2024,09:00,3.84
27-10-2024,10:00,5
27-10-2024,11:00,2.66
27-10-2024,12:00,4.31
27-10-2024,13:00,3.73
27-10-2024,14:00,2.51
27-10-2024,15:00,0.44
27-10-2024,16:00,2.27
27-10-2024,17:00,1.17
27-10-2024,18:00,2.94
27-10-2024,19:00,2.31
27-10-2024,20:00,0.71
27-10-2024,21:00,1.92
27-10-2024,22:00,0.63
27-10-2024,23:00,0.91
28-10-2024,00:00,1.0
28-10-2024,01:00,1.58
28-10-2024,02:00,0.93
28-10-2024,03:00,0.45
28-10-2024,04:00,3.82
28-10-2024,05:00,0.93
28-10-2024,06:00,3.75
28-10-2024,07:00,3.54
28-10-2024,08:00,1.57
28-10-2024,09:00,2.98
28-10-2024,10:00,1.76
28-10-2024,11:00,2.52
28-10-2024,12:00,2.75
28-10-2024,13:00,4.44
28-10-2024,14:00,1.85
28-10-2024,15:00,2.8
28-10-2024,16:00,1.26
28-10-2024,17:00,3.59
28-10-2024,18:00,2.15
28-10-2024,19:00,0
28-10-2024,20:00,0.75
28-10-2024,21:00,0.03
28-10-2024,22:00,1.02
28-10-2024,23:00,1.1
29-10-2024,00:00,0.98
29-10-2024,01:00,0.78
29-10-2024,02:00,3.02
29-10-2024,03:00,0
29-10-2024,04:00,0.57
29-10-2024,05:00,0.09
29-10-2024,06:00,2.36
29-10-2024,07:00,3.55
29-10-2024,08:00,2.44
29-10-2024,09:00,4.26
29-10-2024,10:00,3.02
29-10-2024,11:00,4.28
29-10-2024,12:00,1.76
29-10-2024,13:00,2.85
29-10-2024,14:00,3.76
29-10-2024,15:00,3.57
29-10-2024,16:00,3.56
29-10-2024,17:00,2.89
29-10-2024,18:00,2.16
29-10-2024,19:00,1.14
29-10-2024,20:00,0.97
29-10-2024,21:00,0
29-10-2024,22:00,1.12
29-10-2024,23:00,0.61
