floor,04
location,007
type,Plug
13-10-2024,02:00,0
13-10-2024,03:00,1.62
13-10-2024,04:00,0.71
13-10-2024,05:00,1.07
13-10-2024,06:00,5
13-10-2024,07:00,3.22
13-10-2024,08:00,2.27
13-10-2024,09:00,3.11
13-10-2024,10:00,3.91
13-10-2024,11:00,2.86
13-10-2024,12:00,1.42
13-10-2024,13:00,2.19
13-10-2024,14:00,3.73
13-10-2024,15:00,2.47
13-10-2024,16:00,4.3
13-10-2024,17:00,4.72
13-10-2024,18:00,2.88
13-10-2024,19:00,0.63
13-10-2024,20:00,1.77
13-10-2024,21:00,1.14
13-10-2024,22:00,0.7
13-10-2024,23:00,2.4
14-10-2024,00:00,0.41
14-10-2024,01:00,3.72
14-10-2024,02:00,0.51
14-10-2024,03:00,0
14-10-2024,04:00,0
14-10-2024,05:00,0
14-10-2024,06:00,3.55
14-10-2024,07:00,2.19
14-10-2024,08:00,2.98
14-10-2024,09:00,3.43
14-10-2024,10:00,2.84
14-10-2024,11:00,2.84
14-10-2024,12:00,2.05
14-10-2024,13:00,5
14-10-2024,14:00,3.08
14-10-2024,15:00,2.53
14-10-2024,16:00,2.71
14-10-2024,17:00,4.55
14-10-2024,18:00,2.75
14-10-2024,19:00,0.81
14-10-2024,20:00,0.46
14-10-2024,21:00,1.12
14-10-2024,22:00,0.95
14-10-2024,23:00,2.73
15-10-2024,00:00,0.21
15-10-2024,01:00,1.26
15-10-2024,02:00,0.92
15-10-2024,03:00,1.17
15-10-2024,04:00,0.23
15-10-2024,05:00,1.45
15-10-2024,06:00,3.13
15-10-2024,07:00,1.59
15-10-2024,08:00,4.25
15-10-2024,09:00,1.34
15-10-2024,10:00,3.8
15-10-2024,11:00,1.95
15-10-2024,12:00,2.26
15-10-2024,13:00,3.13
15-10-2024,14:00,1.22
15-10-2024,15:00,3.28
15-10-2024,16:00,1.37
15-10-2024,17:00,2.57
15-10-2024,18:00,3.78
15-10-2024,19:00,1.45
15-10-2024,20:00,0
15-10-2024,21:00,0.18
15-10-2024,22:00,1.25
15-10-2024,23:00,0.23
16-10-2024,00:00,2.83
16-10-2024,01:00,0
16-10-2024,02:00,1.09
16-10-2024,03:00,0.13
16-10-2024,04:00,1.75
16-10-2024,05:00,0.96
16-10-2024,06:00,2.86
16-10-2024,07:00,2.69
16-10-2024,08:00,2.19
16-10-2024,09:00,2.17
16-10-2024,10:00,4.51
16-10-2024,11:00,5
16-10-2024,12:00,4.4
16-10-2024,13:00,2.42
16-10-2024,14:00,2.93
16-10-2024,15:00,2.18
16-10-2024,16:00,4.78
16-10-2024,17:00,3.92
16-10-2024,18:00,4.25
16-10-2024,19:00,0.31
16-10-2024,20:00,0
16-10-2024,21:00,1.44
16-10-2024,22:00,2.45
16-10-2024,23:00,0.45
17-10-2024,00:00,1.44
17-10-2024,01:00,1.96
17-10-2024,02:00,0.25
17-10-2024,03:00,0.16
17-10-2024,04:00,0.41
17-10-2024,05:00,1.07
17-10-2024,06:00,1.76
17-10-2024,07:00,2.95
17-10-2024,08:00,0.99
17-10-2024,09:00,3.42
17-10-2024,10:00,1.31
17-10-2024,11:00,3.75
17-10-2024,12:00,3.09
17-10-2024,13:00,3.16
17-10-2024,14:00,2.91
17-10-2024,15:00,2.72
17-10-2024,16:00,3.31
17-10-2024,17:00,3.14
17-10-2024,18:00,3.69
17-10-2024,19:00,1.22
17-10-2024,20:00,0
17-10-2024,21:00,2.37
17-10-2024,22:00,1.49
17-10-2024,23:00,1.09
18-10-2024,00:00,0
18-10-2024,01:00,1.67
18-10-2024,02:00,1.09
18-10-2024,03:00,1.08
18-10-2024,04:00,0.61
18-10-2024,05:00,1.06
18-10-2024,06:00,4.9
18-10-2024,07:00,2.55
18-10-2024,08:00,3.59
18-10-2024,09:00,3.76
18-10-2024,10:00,2.84
18-10-2024,11:00,4.71
18-10-2024,12:00,4.41
18-10-2024,13:00,2.34
18-10-2024,14:00,2.91
18-10-2024,15:00,4.21
18-10-2024,16:00,3.51
18-10-2024,17:00,3.93
18-10-2024,18:00,1.69
18-10-2024,19:00,0
18-10-2024,20:00,2.55
18-10-2024,21:00,0.84
18-10-2024,22:00,0.84
18-10-2024,23:00,2.36
19-10-2024,00:00,0.64
19-10-2024,01:00,2.18
19-10-2024,02:00,1.55
19-10-2024,03:00,2.62
19-10-2024,04:00,0
19-10-2024,05:00,2.21
19-10-2024,06:00,2.38
19-10-2024,07:00,2.28
19-10-2024,08:00,5
19-10-2024,09:00,2.29
19-10-2024,10:00,3.96
19-10-2024,11:00,2.76
19-10-2024,12:00,4.31
19-10-2024,13:00,3.96
19-10-2024,14:00,2.95
19-10-2024,15:00,4.98
19-10-2024,16:00,3.51
19-10-2024,17:00,1.94
19-10-2024,18:00,5
19-10-2024,19:00,0.7
19-10-2024,20:00,1.15
19-10-2024,21:00,0.49
19-10-2024,22:00,0.86
19-10-2024,23:00,0.84
20-10-2024,00:00,0
20-10-2024,01:00,1.48
20-10-2024,02:00,1.31
20-10-2024,03:00,0
20-10-2024,04:00,1.48
20-10-2024,05:00,0
20-10-2024,06:00,2.42
20-10-2024,07:00,4.1
20-10-2024,08:00,2.44
20-10-2024,09:00,3.47
20-10-2024,10:00,2.41
20-10-2024,11:00,1.9
20-10-2024,12:00,3.07
20-10-2024,13:00,2.71
20-10-2024,14:00,3.6
20-10-2024,15:00,3.58
20-10-2024,16:00,3.57
20-10-2024,17:00,1.81
20-10-2024,18:00,2.11
20-10-2024,19:00,0
20-10-2024,20:00,0.91
20-10-2024,21:00,1.09
20-10-2024,22:00,0.62
20-10-2024,23:00,1.98
21-10-2024,00:00,0.29
21-10-2024,01:00,1.03
21-10-2024,02:00,0.38
21-10-2024,03:00,0
21-10-2024,04:00,0
21-10-2024,05:00,0.05
21-10-2024,06:00,3.19
21-10-2024,07:00,2.78
21-10-2024,08:00,3.2
21-10-2024,09:00,2.22
21-10-2024,10:00,2.41
21-10-2024,11:00,3.17
21-10-2024,12:00,3.92
21-10-2024,13:00,5
21-10-2024,14:00,3.84
21-10-2024,15:00,1.94
21-10-2024,16:00,1.85
21-10-2024,17:00,1.97
21-10-2024,18:00,3.54
21-10-2024,19:00,0
21-10-2024,20:00,0.22
21-10-2024,21:00,1.02
21-10-2024,22:00,1.5
21-10-2024,23:00,1.21
22-10-2024,00:00,0
22-10-2024,01:00,0.67
22-10-2024,02:00,0.46
22-10-2024,03:00,0
22-10-2024,04:00,0
22-10-2024,05:00,1.16
22-10-2024,06:00,3.26
22-10-2024,07:00,2.62
22-10-2024,08:00,4.19
22-10-2024,09:00,2.71
22-10-2024,10:00,2.48
22-10-2024,11:00,3.74
22-10-2024,12:00,1.82
22-10-2024,13:00,3.52
22-10-2024,14:00,2.12
22-10-2024,15:00,1.59
22-10-2024,16:00,2.6
22-10-2024,17:00,4.36
22-10-2024,18:00,1.74
22-10-2024,19:00,1.33
22-10-2024,20:00,0.39
22-10-2024,21:00,2.02
22-10-2024,22:00,0.86
22-10-2024,23:00,1.39
23-10-2024,00:00,0.76
23-10-2024,01:00,0.89
23-10-2024,02:00,1.73
23-10-2024,03:00,1.64
23-10-2024,04:00,0.43
23-10-2024,05:00,0.94
23-10-2024,06:00,1.47
23-10-2024,07:00,2.84
23-10-2024,08:00,2.4
23-10-2024,09:00,2.68
23-10-2024,10:00,3.22
23-10-2024,11:00,3.02
23-10-2024,12:00,2.41
23-10-2024,13:00,4.0
23-10-2024,14:00,2.08
23-10-2024,15:00,3.95
23-10-2024,16:00,2.52
23-10-2024,17:00,2.53
23-10-2024,18:00,3.6
23-10-2024,19:00,0
23-10-2024,20:00,0.63
23-10-2024,21:00,2.12
23-10-2024,22:00,1.05
23-10-2024,23:00,0
24-10-2024,00:00,1.16
24-10-2024,01:00,0.46
24-10-2024,02:00,0
24-10-2024,03:00,0
24-10-2024,04:00,2.3
24-10-2024,05:00,0.22
24-10-2024,06:00,2.59
24-10-2024,07:00,3.96
24-10-2024,08:00,1.56
24-10-2024,09:00,2.63
24-10-2024,10:00,3.57
24-10-2024,11:00,1.63
24-10-2024,12:00,3.38
24-10-2024,13:00,2.64
24-10-2024,14:00,2.99
24-10-2024,15:00,1.22
24-10-2024,16:00,2.14
24-10-2024,17:00,3.91
24-10-2024,18:00,4.66
24-10-2024,19:00,0
24-10-2024,20:00,0.45
24-10-2024,21:00,0.48
24-10-2024,22:00,0.27
24-10-2024,23:00,1.17
25-10-2024,00:00,0.14
25-10-2024,01:00,1.8
25-10-2024,02:00,0
25-10-2024,03:00,0.24
25-10-2024,04:00,1.07
25-10-2024,05:00,3.05
25-10-2024,06:00,4.37
25-10-2024,07:00,4.71
25-10-2024,08:00,2.79
25-10-2024,09:00,1.58
25-10-2024,10:00,3.22
25-10-2024,11:00,2.85
25-10-2024,12:00,1.75
25-10-2024,13:00,2.65
25-10-2024,14:00,2.51
25-10-2024,15:00,3.85
25-10-2024,16:00,3.1
25-10-2024,17:00,1.48
25-10-2024,18:00,1.95
25-10-2024,19:00,1.7
25-10-2024,20:00,2.98
25-10-2024,21:00,0.25
25-10-2024,22:00,0
25-10-2024,23:00,0.07
26-10-2024,00:00,1.02
26-10-2024,01:00,0.1
26-10-2024,02:00,1.6
26-10-2024,03:00,3.14
26-10-2024,04:00,1.8
26-10-2024,05:00,3.49
26-10-2024,06:00,1.34
26-10-2024,07:00,0.91
26-10-2024,08:00,3.89
26-10-2024,09:00,3.31
26-10-2024,10:00,3.71
26-10-2024,11:00,4.09
26-10-2024,12:00,3.2
26-10-2024,13:00,2.16
26-10-2024,14:00,3.69
26-10-2024,15:00,2.58
26-10-2024,16:00,3.85
26-10-2024,17:00,2.85
26-10-2024,18:00,3.79
26-10-2024,19:00,1.08
26-10-2024,20:00,0.85
26-10-2024,21:00,0.5
26-10-2024,22:00,2.76
26-10-2024,23:00,0
27-10-2024,00:00,0.11
27-10-2024,01:00,1.12
27-10-2024,02:00,0
27-10-2024,03:00,1.56
27-10-2024,04:00,0.7
27-10-2024,05:00,0.67
27-10-2024,06:00,4.19
27-10-2024,07:00,2.18
27-10-2024,08:00,1.84
27-10-2024,09:00,2.96
27-10-2024,10:00,2.8
27-10-2024,11:00,2.76
27-10-2024,12:00,3.03
27-10-2024,13:00,2.53
27-10-2024,14:00,4.46
27-10-2024,15:00,1.88
27-10-2024,16:00,1.9
27-10-2024,17:00,2.85
27-10-2024,18:00,3.18
27-10-2024,19:00,0.76
27-10-2024,20:00,3.14
27-10-2024,21:00,2.38
27-10-2024,22:00,2.07
27-10-2024,23:00,1.89
28-10-2024,00:00,1.8
28-10-2024,01:00,0
28-10-2024,02:00,1.68
28-10-2024,03:00,2.33
28-10-2024,04:00,2.93
28-10-2024,05:00,0
28-10-2024,06:00,3.73
28-10-2024,07:00,2.47
28-10-2024,08:00,4.28
28-10-2024,09:00,2.44
28-10-2024,10:00,3.78
28-10-2024,11:00,3.35
28-10-2024,12:00,3.33
28-10-2024,13:00,4.33
28-10-2024,14:00,1.78
28-10-2024,15:00,2.31
28-10-2024,16:00,2.71
28-10-2024,17:00,2.98
28-10-2024,18:00,2.08
28-10-2024,19:00,1.54
28-10-2024,20:00,0.33
28-10-2024,21:00,0
28-10-2024,22:00,0
28-10-2024,23:00,0
29-10-2024,00:00,1.32
29-10-2024,01:00,2.31
29-10-2024,02:00,1.12
29-10-2024,03:00,0.42
29-10-2024,04:00,1.86
29-10-2024,05:00,0.52
29-10-2024,06:00,2.53
29-10-2024,07:00,1.73
29-10-2024,08:00,1.03
29-10-2024,09:00,3.27
29-10-2024,10:00,2.0
29-10-2024,11:00,2.23
29-10-2024,12:00,3.51
29-10-2024,13:00,3.3
29-10-2024,14:00,2.98
29-10-2024,15:00,2.1
29-10-2024,16:00,4.6
29-10-2024,17:00,3.16
29-10-2024,18:00,2.75
29-10-2024,19:00,0.82
29-10-2024,20:00,0.33
29-10-2024,21:00,1.53
29-10-2024,22:00,1.33
29-10-2024,23:00,2.0
