floor,05
location,008
type,Light
02-10-2024,20:00,0.99
02-10-2024,21:00,0.59
02-10-2024,22:00,1.32
02-10-2024,23:00,0.15
03-10-2024,00:00,0.23
03-10-2024,01:00,2.16
03-10-2024,02:00,0.93
03-10-2024,03:00,0.78
03-10-2024,04:00,0.36
03-10-2024,05:00,0
03-10-2024,06:00,3.63
03-10-2024,07:00,3.27
03-10-2024,08:00,3.82
03-10-2024,09:00,4.2
03-10-2024,10:00,3.27
03-10-2024,11:00,4.91
03-10-2024,12:00,3.6
03-10-2024,13:00,2.51
03-10-2024,14:00,4.14
03-10-2024,15:00,2.54
03-10-2024,16:00,2.22
03-10-2024,17:00,4.15
03-10-2024,18:00,2.89
03-10-2024,19:00,1.36
03-10-2024,20:00,1.2
03-10-2024,21:00,2.19
03-10-2024,22:00,1.15
03-10-2024,23:00,2.14
04-10-2024,00:00,1.51
04-10-2024,01:00,4.25
04-10-2024,02:00,1.85
04-10-2024,03:00,0.72
04-10-2024,04:00,0.7
04-10-2024,05:00,2.39
04-10-2024,06:00,2.69
04-10-2024,07:00,3.62
04-10-2024,08:00,2.38
04-10-2024,09:00,3.42
04-10-2024,10:00,2.52
04-10-2024,11:00,2.04
04-10-2024,12:00,1.76
04-10-2024,13:00,3.24
04-10-2024,14:00,2.12
04-10-2024,15:00,4.19
04-10-2024,16:00,2.58
04-10-2024,17:00,3.46
04-10-2024,18:00,1.8
04-10-2024,19:00,0
04-10-2024,20:00,1.42
04-10-2024,21:00,0.36
04-10-2024,22:00,0
04-10-2024,23:00,1.38
05-10-2024,00:00,0
05-10-2024,01:00,2.63
05-10-2024,02:00,0.65
05-10-2024,03:00,1.62
05-10-2024,04:00,0
05-10-2024,05:00,2.06
05-10-2024,06:00,2.47
05-10-2024,07:00,3.18
05-10-2024,08:00,3.33
05-10-2024,09:00,4.03
05-10-2024,10:00,2.75
05-10-2024,11:00,3.7
05-10-2024,12:00,2.92
05-10-2024,13:00,4.14
05-10-2024,14:00,3.75
05-10-2024,15:00,1.89
05-10-2024,16:00,3.39
05-10-2024,17:00,3.24
05-10-2024,18:00,3.76
05-10-2024,19:00,1.5
05-10-2024,20:00,0
05-10-2024,21:00,0.72
05-10-2024,22:00,1.35
05-10-2024,23:00,0.62
06-10-2024,00:00,2.25
06-10-2024,01:00,1.75
06-10-2024,02:00,0.07
06-10-2024,03:00,1.16
06-10-2024,04:00,2.5
06-10-2024,05:00,1.85
06-10-2024,06:00,3.59
06-10-2024,07:00,4.81
06-10-2024,08:00,1.88
06-10-2024,09:00,5
06-10-2024,10:00,2.8
06-10-2024,11:00,2.05
06-10-2024,12:00,3.56
06-10-2024,13:00,0
06-10-2024,14:00,2.85
06-10-2024,15:00,2.67
06-10-2024,16:00,2.9
06-10-2024,17:00,3.2
06-10-2024,18:00,3.66
06-10-2024,19:00,2.23
06-10-2024,20:00,1.09
06-10-2024,21:00,0
06-10-2024,22:00,1.91
06-10-2024,23:00,1.43
07-10-2024,00:00,1.61
07-10-2024,01:00,0.25
07-10-2024,02:00,1.36
07-10-2024,03:00,1.99
07-10-2024,04:00,0
07-10-2024,05:00,0.44
07-10-2024,06:00,3.03
07-10-2024,07:00,2.17
07-10-2024,08:00,2.96
07-10-2024,09:00,4.46
07-10-2024,10:00,3.04
07-10-2024,11:00,2.5
07-10-2024,12:00,3.24
07-10-2024,13:00,2.99
07-10-2024,14:00,2.27
07-10-2024,15:00,2.58
07-10-2024,16:00,2.64
07-10-2024,17:00,4.14
07-10-2024,18:00,1.92
07-10-2024,19:00,0.69
07-10-2024,20:00,0.37
07-10-2024,21:00,1.99
07-10-2024,22:00,0.55
07-10-2024,23:00,0.59
08-10-2024,00:00,0.89
08-10-2024,01:00,0
08-10-2024,02:00,0
08-10-2024,03:00,1.05
08-10-2024,04:00,2.12
08-10-2024,05:00,0
08-10-2024,06:00,5
08-10-2024,07:00,2.73
08-10-2024,08:00,4.03
08-10-2024,09:00,2.73
08-10-2024,10:00,2.74
08-10-2024,11:00,3.39
08-10-2024,12:00,3.99
08-10-2024,13:00,3.1
08-10-2024,14:00,3.1
08-10-2024,15:00,2.87
08-10-2024,16:00,2.13
08-10-2024,17:00,3.84
08-10-2024,18:00,4.01
08-10-2024,19:00,1.39
08-10-2024,20:00,0.98
08-10-2024,21:00,1.15
08-10-2024,22:00,0.81
08-10-2024,23:00,0.59
09-10-2024,00:00,0.11
09-10-2024,01:00,0.79
09-10-2024,02:00,0
09-10-2024,03:00,1.51
09-10-2024,04:00,0.4
09-10-2024,05:00,0
09-10-2024,06:00,2.99
09-10-2024,07:00,2.5
09-10-2024,08:00,3.42
09-10-2024,09:00,2.86
09-10-2024,10:00,1.43
09-10-2024,11:00,2.54
09-10-2024,12:00,2.07
09-10-2024,13:00,1.19
09-10-2024,14:00,4.15
09-10-2024,15:00,1.67
09-10-2024,16:00,3.45
09-10-2024,17:00,3.63
09-10-2024,18:00,2.35
09-10-2024,19:00,1.52
09-10-2024,20:00,2.97
09-10-2024,21:00,0.94
09-10-2024,22:00,1.05
09-10-2024,23:00,1.43
10-10-2024,00:00,0
10-10-2024,01:00,1.3
10-10-2024,02:00,1.98
10-10-2024,03:00,0.37
10-10-2024,04:00,0
10-10-2024,05:00,0.39
10-10-2024,06:00,4.95
10-10-2024,07:00,3.69
10-10-2024,08:00,5
10-10-2024,09:00,3.98
10-10-2024,10:00,2.24
10-10-2024,11:00,4.1
10-10-2024,12:00,2.6
10-10-2024,13:00,2.54
10-10-2024,14:00,3.27
10-10-2024,15:00,1.44
10-10-2024,16:00,2.53
10-10-2024,17:00,2.63
10-10-2024,18:00,1.21
10-10-2024,19:00,0.39
10-10-2024,20:00,0
10-10-2024,21:00,1.55
10-10-2024,22:00,0.98
10-10-2024,23:00,0.62
11-10-2024,00:00,2.51
11-10-2024,01:00,0
11-10-2024,02:00,0
11-10-2024,03:00,0
11-10-2024,04:00,0.18
11-10-2024,05:00,1.23
11-10-2024,06:00,2.68
11-10-2024,07:00,2.15
11-10-2024,08:00,3.21
11-10-2024,09:00,1.89
11-10-2024,10:00,2.64
11-10-2024,11:00,1.24
11-10-2024,12:00,2.27
11-10-2024,13:00,2.51
11-10-2024,14:00,3.59
11-10-2024,15:00,3.2
11-10-2024,16:00,3.83
11-10-2024,17:00,2.25
11-10-2024,18:00,1.7
11-10-2024,19:00,0.14
11-10-2024,20:00,1.39
11-10-2024,21:00,0
11-10-2024,22:00,1.54
11-10-2024,23:00,1.71
12-10-2024,00:00,2.24
12-10-2024,01:00,2.15
12-10-2024,02:00,0.84
12-10-2024,03:00,0.53
12-10-2024,04:00,1.48
12-10-2024,05:00,1.41
12-10-2024,06:00,2.32
12-10-2024,07:00,3.32
12-10-2024,08:00,3.78
12-10-2024,09:00,2.05
12-10-2024,10:00,4.06
12-10-2024,11:00,3.01
12-10-2024,12:00,3.69
12-10-2024,13:00,2.5
12-10-2024,14:00,3.56
12-10-2024,15:00,3.17
12-10-2024,16:00,2.05
12-10-2024,17:00,3.15
12-10-2024,18:00,3.44
12-10-2024,19:00,2.19
12-10-2024,20:00,1.33
12-10-2024,21:00,1.21
12-10-2024,22:00,1.49
12-10-2024,23:00,0.93
13-10-2024,00:00,0.35
13-10-2024,01:00,1.15
13-10-2024,02:00,0.55
13-10-2024,03:00,0.88
13-10-2024,04:00,1.5
13-10-2024,05:00,1.53
13-10-2024,06:00,5
13-10-2024,07:00,1.9
13-10-2024,08:00,3.77
13-10-2024,09:00,4.15
13-10-2024,10:00,2.68
13-10-2024,11:00,2.84
13-10-2024,12:00,2.78
13-10-2024,13:00,1.46
13-10-2024,14:00,3.68
13-10-2024,15:00,4.01
13-10-2024,16:00,3.02
13-10-2024,17:00,4.73
13-10-2024,18:00,2.22
13-10-2024,19:00,0.4
13-10-2024,20:00,0.28
13-10-2024,21:00,0
13-10-2024,22:00,0.82
13-10-2024,23:00,0.25
14-10-2024,00:00,0
14-10-2024,01:00,0.51
14-10-2024,02:00,0
14-10-2024,03:00,0.96
14-10-2024,04:00,2.2
14-10-2024,05:00,0.63
14-10-2024,06:00,2.95
14-10-2024,07:00,2.83
14-10-2024,08:00,3.51
14-10-2024,09:00,2.19
14-10-2024,10:00,2.73
14-10-2024,11:00,3.13
14-10-2024,12:00,2.84
14-10-2024,13:00,3.49
14-10-2024,14:00,1.84
14-10-2024,15:00,2.78
14-10-2024,16:00,1.39
14-10-2024,17:00,1.9
14-10-2024,18:00,3.96
14-10-2024,19:00,2.09
14-10-2024,20:00,1.83
14-10-2024,21:00,2.01
14-10-2024,22:00,1.0
14-10-2024,23:00,0.61
15-10-2024,00:00,0.6
15-10-2024,01:00,1.64
15-10-2024,02:00,0.49
15-10-2024,03:00,2.73
15-10-2024,04:00,0
15-10-2024,05:00,3.3
15-10-2024,06:00,1.91
15-10-2024,07:00,2.6
15-10-2024,08:00,2.87
15-10-2024,09:00,4.4
15-10-2024,10:00,3.56
15-10-2024,11:00,2.4
15-10-2024,12:00,3.64
15-10-2024,13:00,3.04
15-10-2024,14:00,0.75
15-10-2024,15:00,2.49
15-10-2024,16:00,2.05
15-10-2024,17:00,4.32
15-10-2024,18:00,2.88
15-10-2024,19:00,2.19
15-10-2024,20:00,1.36
15-10-2024,21:00,0.94
15-10-2024,22:00,0.71
15-10-2024,23:00,1.95
16-10-2024,00:00,0.73
16-10-2024,01:00,0.67
16-10-2024,02:00,0.49
16-10-2024,03:00,0.85
16-10-2024,04:00,0.67
16-10-2024,05:00,0.74
16-10-2024,06:00,3.01
16-10-2024,07:00,2.39
16-10-2024,08:00,1.18
16-10-2024,09:00,3.75
16-10-2024,10:00,3.68
16-10-2024,11:00,4.46
16-10-2024,12:00,1.33
16-10-2024,13:00,3.43
16-10-2024,14:00,1.55
16-10-2024,15:00,4.37
16-10-2024,16:00,2.42
16-10-2024,17:00,3.11
16-10-2024,18:00,3.37
16-10-2024,19:00,1.23
16-10-2024,20:00,0
16-10-2024,21:00,1.41
16-10-2024,22:00,0.51
16-10-2024,23:00,1.44
17-10-2024,00:00,1.24
17-10-2024,01:00,0.41
17-10-2024,02:00,1.84
17-10-2024,03:00,0
17-10-2024,04:00,0.5
17-10-2024,05:00,0
17-10-2024,06:00,3.54
17-10-2024,07:00,1.97
17-10-2024,08:00,2.12
17-10-2024,09:00,2.78
17-10-2024,10:00,3.3
17-10-2024,11:00,4.81
17-10-2024,12:00,5
17-10-2024,13:00,5
17-10-2024,14:00,5
17-10-2024,15:00,3.16
17-10-2024,16:00,3.38
17-10-2024,17:00,2.49
17-10-2024,18:00,2.86
17-10-2024,19:00,3.04
17-10-2024,20:00,0.63
17-10-2024,21:00,2.75
17-10-2024,22:00,1.1
17-10-2024,23:00,0
18-10-2024,00:00,1.09
18-10-2024,01:00,0.65
18-10-2024,02:00,0.9
18-10-2024,03:00,2.67
18-10-2024,04:00,0.9
18-10-2024,05:00,1.75
18-10-2024,06:00,2.37
18-10-2024,07:00,1.69
18-10-2024,08:00,1.74
18-10-2024,09:00,2.49
18-10-2024,10:00,1.14
18-10-2024,11:00,3.42
18-10-2024,12:00,2.21
18-10-2024,13:00,2.31
18-10-2024,14:00,3.46
18-10-2024,15:00,2.98
18-10-2024,16:00,2.97
18-10-2024,17:00,5
18-10-2024,18:00,4.48
18-10-2024,19:00,1.74
18-10-2024,20:00,1.24
18-10-2024,21:00,0.98
18-10-2024,22:00,1.18
18-10-2024,23:00,2.0
19-10-2024,00:00,0.33
19-10-2024,01:00,0
19-10-2024,02:00,1.91
19-10-2024,03:00,0
19-10-2024,04:00,0.24
19-10-2024,05:00,0.76
19-10-2024,06:00,2.79
19-10-2024,07:00,2.29
19-10-2024,08:00,1.47
19-10-2024,09:00,2.53
19-10-2024,10:00,4.01
19-10-2024,11:00,3.26
19-10-2024,12:00,2.88
19-10-2024,13:00,2.72
19-10-2024,14:00,2.8
19-10-2024,15:00,2.61
19-10-2024,16:00,3.91
19-10-2024,17:00,4.5
19-10-2024,18:00,1.55
19-10-2024,19:00,1.35
19-10-2024,20:00,1.45
19-10-2024,21:00,0
19-10-2024,22:00,3.08
19-10-2024,23:00,1.03
20-10-2024,00:00,1.11
20-10-2024,01:00,1.21
20-10-2024,02:00,0.66
20-10-2024,03:00,1.17
20-10-2024,04:00,1.04
20-10-2024,05:00,0
20-10-2024,06:00,1.82
20-10-2024,07:00,1.75
20-10-2024,08:00,3.03
20-10-2024,09:00,1.58
20-10-2024,10:00,4.05
20-10-2024,11:00,3.46
20-10-2024,12:00,2.92
20-10-2024,13:00,2.53
20-10-2024,14:00,2.01
20-10-2024,15:00,4.42
20-10-2024,16:00,1.77
20-10-2024,17:00,2.84
20-10-2024,18:00,1.17
20-10-2024,19:00,0
20-10-2024,20:00,0
20-10-2024,21:00,0.6
20-10-2024,22:00,1.92
20-10-2024,23:00,2.03
21-10-2024,00:00,1.96
21-10-2024,01:00,1.21
21-10-2024,02:00,0.41
21-10-2024,03:00,1.08
21-10-2024,04:00,0.82
21-10-2024,05:00,1.52
21-10-2024,06:00,2.77
21-10-2024,07:00,2.91
21-10-2024,08:00,4.95
21-10-2024,09:00,4.79
21-10-2024,10:00,4.12
21-10-2024,11:00,2.96
21-10-2024,12:00,2.67
21-10-2024,13:00,2.29
21-10-2024,14:00,3.3
21-10-2024,15:00,3.97
21-10-2024,16:00,0.92
21-10-2024,17:00,2.79
21-10-2024,18:00,3.17
21-10-2024,19:00,1.77
21-10-2024,20:00,0.97
21-10-2024,21:00,0.81
21-10-2024,22:00,1.4
21-10-2024,23:00,0.96
22-10-2024,00:00,0.55
22-10-2024,01:00,0.05
22-10-2024,02:00,1.95
22-10-2024,03:00,0
22-10-2024,04:00,1.61
22-10-2024,05:00,0.9
22-10-2024,06:00,4.41
22-10-2024,07:00,3.3
22-10-2024,08:00,1.22
22-10-2024,09:00,3.6
22-10-2024,10:00,4.58
22-10-2024,11:00,4.33
22-10-2024,12:00,2.7
22-10-2024,13:00,4.04
22-10-2024,14:00,1.34
22-10-2024,15:00,2.18
22-10-2024,16:00,2.44
22-10-2024,17:00,2.81
22-10-2024,18:00,3.02
22-10-2024,19:00,0.06
22-10-2024,20:00,0.43
22-10-2024,21:00,1.51
22-10-2024,22:00,0.59
22-10-2024,23:00,1.3
23-10-2024,00:00,0
23-10-2024,01:00,0.47
23-10-2024,02:00,1.63
23-10-2024,03:00,1.38
23-10-2024,04:00,1.32
23-10-2024,05:00,1.31
23-10-2024,06:00,1.83
23-10-2024,07:00,2.95
23-10-2024,08:00,4.07
23-10-2024,09:00,2.74
23-10-2024,10:00,2.96
23-10-2024,11:00,2.86
23-10-2024,12:00,1.79
23-10-2024,13:00,4.77
23-10-2024,14:00,2.69
23-10-2024,15:00,3.06
23-10-2024,16:00,2.41
23-10-2024,17:00,2.72
23-10-2024,18:00,3.77
23-10-2024,19:00,2.03
23-10-2024,20:00,0.71
23-10-2024,21:00,1.07
23-10-2024,22:00,0.13
23-10-2024,23:00,1.79
24-10-2024,00:00,0.49
24-10-2024,01:00,2.24
24-10-2024,02:00,0.8
24-10-2024,03:00,0.5
24-10-2024,04:00,0.28
24-10-2024,05:00,1.02
24-10-2024,06:00,3.06
24-10-2024,07:00,2.11
24-10-2024,08:00,2.96
24-10-2024,09:00,2.48
24-10-2024,10:00,3.68
24-10-2024,11:00,3.25
24-10-2024,12:00,0.71
24-10-2024,13:00,3.25
24-10-2024,14:00,3.67
24-10-2024,15:00,1.27
24-10-2024,16:00,4.34
24-10-2024,17:00,3.61
24-10-2024,18:00,2.93
24-10-2024,19:00,1.63
24-10-2024,20:00,1.95
24-10-2024,21:00,1.23
24-10-2024,22:00,0.09
24-10-2024,23:00,2.87
25-10-2024,00:00,0.63
25-10-2024,01:00,0.05
25-10-2024,02:00,0.58
25-10-2024,03:00,2.44
25-10-2024,04:00,2.45
25-10-2024,05:00,1.37
25-10-2024,06:00,2.78
25-10-2024,07:00,2.79
25-10-2024,08:00,3.2
25-10-2024,09:00,4.09
25-10-2024,10:00,3.76
25-10-2024,11:00,4.82
25-10-2024,12:00,1.09
25-10-2024,13:00,4.89
25-10-2024,14:00,2.81
25-10-2024,15:00,4.41
25-10-2024,16:00,2.96
25-10-2024,17:00,3.67
25-10-2024,18:00,4.49
25-10-2024,19:00,0.82
25-10-2024,20:00,3.14
25-10-2024,21:00,0
25-10-2024,22:00,0
25-10-2024,23:00,1.22
26-10-2024,00:00,0.96
26-10-2024,01:00,0.46
26-10-2024,02:00,0
26-10-2024,03:00,0.38
26-10-2024,04:00,2.64
26-10-2024,05:00,0
26-10-2024,06:00,3.36
26-10-2024,07:00,2.72
26-10-2024,08:00,3.46
26-10-2024,09:00,3.75
26-10-2024,10:00,2.96
26-10-2024,11:00,3.07
26-10-2024,12:00,2.78
26-10-2024,13:00,1.18
26-10-2024,14:00,2.86
26-10-2024,15:00,0
26-10-2024,16:00,3.31
26-10-2024,17:00,5
26-10-2024,18:00,3.45
26-10-2024,19:00,1.73
26-10-2024,20:00,0
26-10-2024,21:00,0
26-10-2024,22:00,1.53
26-10-2024,23:00,1.59
27-10-2024,00:00,0.68
27-10-2024,01:00,1.71
27-10-2024,02:00,0.22
27-10-2024,03:00,1.7
27-10-2024,04:00,1.97
27-10-2024,05:00,1.24
27-10-2024,06:00,4.83
27-10-2024,07:00,3.69
27-10-2024,08:00,1.5
27-10-2024,09:00,1.66
27-10-2024,10:00,1.47
27-10-2024,11:00,3.23
27-10-2024,12:00,3.13
27-10-2024,13:00,2.78
27-10-2024,14:00,3.64
27-10-2024,15:00,3.22
27-10-2024,16:00,4.34
27-10-2024,17:00,1.7
27-10-2024,18:00,3.43
27-10-2024,19:00,2.33
27-10-2024,20:00,2.85
27-10-2024,21:00,1.97
27-10-2024,22:00,1.3
27-10-2024,23:00,0.93
28-10-2024,00:00,2.39
28-10-2024,01:00,1.44
28-10-2024,02:00,0.07
28-10-2024,03:00,2.43
28-10-2024,04:00,0
28-10-2024,05:00,0
28-10-2024,06:00,3.17
28-10-2024,07:00,1.0
28-10-2024,08:00,3.33
28-10-2024,09:00,2.43
28-10-2024,10:00,5
28-10-2024,11:00,2.72
28-10-2024,12:00,3.73
28-10-2024,13:00,4.33
28-10-2024,14:00,2.69
28-10-2024,15:00,3.3
28-10-2024,16:00,2.34
28-10-2024,17:00,4.07
28-10-2024,18:00,2.1
28-10-2024,19:00,2.38
28-10-2024,20:00,0.76
28-10-2024,21:00,1.38
28-10-2024,22:00,-0.0
28-10-2024,23:00,1.45
29-10-2024,00:00,0.16
29-10-2024,01:00,0.7
29-10-2024,02:00,2.33
29-10-2024,03:00,2.37
29-10-2024,04:00,0.75
29-10-2024,05:00,1.22
29-10-2024,06:00,3.11
29-10-2024,07:00,5
29-10-2024,08:00,3.0
29-10-2024,09:00,3.44
29-10-2024,10:00,1.97
29-10-2024,11:00,4.18
29-10-2024,12:00,2.33
29-10-2024,13:00,2.52
29-10-2024,14:00,1.23
29-10-2024,15:00,2.55
29-10-2024,16:00,3.67
29-10-2024,17:00,3.83
29-10-2024,18:00,2.39
29-10-2024,19:00,1.11
29-10-2024,20:00,1.97
29-10-2024,21:00,1.36
29-10-2024,22:00,1.79
29-10-2024,23:00,0.82
