floor,04
location,006
type,AC1
15-10-2024,03:00,0.88
15-10-2024,04:00,2.08
15-10-2024,05:00,2.01
15-10-2024,06:00,3.47
15-10-2024,07:00,4.19
15-10-2024,08:00,3.57
15-10-2024,09:00,2.9
15-10-2024,10:00,3.85
15-10-2024,11:00,2.65
15-10-2024,12:00,3.67
15-10-2024,13:00,2.26
15-10-2024,14:00,3.34
15-10-2024,15:00,3.06
15-10-2024,16:00,2.46
15-10-2024,17:00,2.6
15-10-2024,18:00,3.82
15-10-2024,19:00,0.91
15-10-2024,20:00,1.69
15-10-2024,21:00,0
15-10-2024,22:00,1.8
15-10-2024,23:00,1.86
16-10-2024,00:00,0
16-10-2024,01:00,2.43
16-10-2024,02:00,1.14
16-10-2024,03:00,1.09
16-10-2024,04:00,0.14
16-10-2024,05:00,0
16-10-2024,06:00,1.54
16-10-2024,07:00,2.61
16-10-2024,08:00,2.81
16-10-2024,09:00,1.8
16-10-2024,10:00,2.24
16-10-2024,11:00,3.09
16-10-2024,12:00,3.19
16-10-2024,13:00,2.91
16-10-2024,14:00,3.46
16-10-2024,15:00,2.18
16-10-2024,16:00,3.08
16-10-2024,17:00,3.16
16-10-2024,18:00,2.85
16-10-2024,19:00,0
16-10-2024,20:00,2.26
16-10-2024,21:00,0.51
16-10-2024,22:00,1.34
16-10-2024,23:00,0
17-10-2024,00:00,0.77
17-10-2024,01:00,0.56
17-10-2024,02:00,2.09
17-10-2024,03:00,1.93
17-10-2024,04:00,1.11
17-10-2024,05:00,1.58
17-10-2024,06:00,1.7
17-10-2024,07:00,0.22
17-10-2024,08:00,2.02
17-10-2024,09:00,3.2
17-10-2024,10:00,3.03
17-10-2024,11:00,2.96
17-10-2024,12:00,2.35
17-10-2024,13:00,3.78
17-10-2024,14:00,2.62
17-10-2024,15:00,3.45
17-10-2024,16:00,2.57
17-10-2024,17:00,2.5
17-10-2024,18:00,3.94
17-10-2024,19:00,2.36
17-10-2024,20:00,1.44
17-10-2024,21:00,0.96
17-10-2024,22:00,2.46
17-10-2024,23:00,0.56
18-10-2024,00:00,2.75
18-10-2024,01:00,0.62
18-10-2024,02:00,0
18-10-2024,03:00,0.68
18-10-2024,04:00,1.58
18-10-2024,05:00,0
18-10-2024,06:00,2.66
18-10-2024,07:00,3.62
18-10-2024,08:00,3.2
18-10-2024,09:00,2.42
18-10-2024,10:00,3.2
18-10-2024,11:00,2.51
18-10-2024,12:00,2.91
18-10-2024,13:00,2.36
18-10-2024,14:00,2.68
18-10-2024,15:00,2.5
18-10-2024,16:00,5
18-10-2024,17:00,4.21
18-10-2024,18:00,2.88
18-10-2024,19:00,2.23
18-10-2024,20:00,1.19
18-10-2024,21:00,1.99
18-10-2024,22:00,1.31
18-10-2024,23:00,2.24
19-10-2024,00:00,0.46
19-10-2024,01:00,2.08
19-10-2024,02:00,0.68
19-10-2024,03:00,0.27
19-10-2024,04:00,0.18
19-10-2024,05:00,3.33
19-10-2024,06:00,3.93
19-10-2024,07:00,3.02
19-10-2024,08:00,3.13
19-10-2024,09:00,3.29
19-10-2024,10:00,1.35
19-10-2024,11:00,3.0
19-10-2024,12:00,1.65
19-10-2024,13:00,1.34
19-10-2024,14:00,0.78
19-10-2024,15:00,4.21
19-10-2024,16:00,2.19
19-10-2024,17:00,0.64
19-10-2024,18:00,2.33
19-10-2024,19:00,0.51
19-10-2024,20:00,0
19-10-2024,21:00,0
19-10-2024,22:00,0
19-10-2024,23:00,1.89
20-10-2024,00:00,1.12
20-10-2024,01:00,1.21
20-10-2024,02:00,1.93
20-10-2024,03:00,1.34
20-10-2024,04:00,2.05
20-10-2024,05:00,0.8
20-10-2024,06:00,3.28
20-10-2024,07:00,2.51
20-10-2024,08:00,4.13
20-10-2024,09:00,2.88
20-10-2024,10:00,2.95
20-10-2024,11:00,4.77
20-10-2024,12:00,2.37
20-10-2024,13:00,2.49
20-10-2024,14:00,3.03
20-10-2024,15:00,1.68
20-10-2024,16:00,2.81
20-10-2024,17:00,3.94
20-10-2024,18:00,3.17
20-10-2024,19:00,0.01
20-10-2024,20:00,0.46
20-10-2024,21:00,0
20-10-2024,22:00,0
20-10-2024,23:00,1.39
21-10-2024,00:00,1.45
21-10-2024,01:00,0.57
21-10-2024,02:00,0
21-10-2024,03:00,1.73
21-10-2024,04:00,0
21-10-2024,05:00,2.03
21-10-2024,06:00,3.71
21-10-2024,07:00,3.32
21-10-2024,08:00,3.3
21-10-2024,09:00,0.8
21-10-2024,10:00,1.27
21-10-2024,11:00,4.24
21-10-2024,12:00,2.08
21-10-2024,13:00,2.03
21-10-2024,14:00,3.45
21-10-2024,15:00,2.91
21-10-2024,16:00,3.7
21-10-2024,17:00,3.99
21-10-2024,18:00,2.31
21-10-2024,19:00,1.73
21-10-2024,20:00,2.35
21-10-2024,21:00,0
21-10-2024,22:00,0.2
21-10-2024,23:00,2.45
22-10-2024,00:00,0.95
22-10-2024,01:00,1.03
22-10-2024,02:00,1.24
22-10-2024,03:00,0.73
22-10-2024,04:00,2.01
22-10-2024,05:00,0.4
22-10-2024,06:00,2.1
22-10-2024,07:00,3.74
22-10-2024,08:00,2.17
22-10-2024,09:00,3.44
22-10-2024,10:00,3.55
22-10-2024,11:00,2.48
22-10-2024,12:00,1.78
22-10-2024,13:00,1.4
22-10-2024,14:00,3.04
22-10-2024,15:00,2.21
22-10-2024,16:00,3.94
22-10-2024,17:00,3.76
22-10-2024,18:00,2.72
22-10-2024,19:00,0
22-10-2024,20:00,0.32
22-10-2024,21:00,0.19
22-10-2024,22:00,1.91
22-10-2024,23:00,0.95
23-10-2024,00:00,0.56
23-10-2024,01:00,0.91
23-10-2024,02:00,0.75
23-10-2024,03:00,1.77
23-10-2024,04:00,0
23-10-2024,05:00,0.47
23-10-2024,06:00,3.11
23-10-2024,07:00,3.67
23-10-2024,08:00,3.12
23-10-2024,09:00,3.35
23-10-2024,10:00,3.0
23-10-2024,11:00,2.87
23-10-2024,12:00,4.03
23-10-2024,13:00,3.73
23-10-2024,14:00,4.02
23-10-2024,15:00,3.8
23-10-2024,16:00,2.13
23-10-2024,17:00,3.13
23-10-2024,18:00,3.83
23-10-2024,19:00,0.06
23-10-2024,20:00,1.29
23-10-2024,21:00,0
23-10-2024,22:00,0.77
23-10-2024,23:00,0.08
24-10-2024,00:00,0.99
24-10-2024,01:00,0.17
24-10-2024,02:00,1.16
24-10-2024,03:00,0.66
24-10-2024,04:00,1.94
24-10-2024,05:00,0.29
24-10-2024,06:00,2.32
24-10-2024,07:00,2.43
24-10-2024,08:00,2.92
24-10-2024,09:00,4.42
24-10-2024,10:00,4.0
24-10-2024,11:00,3.54
24-10-2024,12:00,3.98
24-10-2024,13:00,4.53
24-10-2024,14:00,1.36
24-10-2024,15:00,1.07
24-10-2024,16:00,4.22
24-10-2024,17:00,1.79
24-10-2024,18:00,3.35
24-10-2024,19:00,0.35
24-10-2024,20:00,0.47
24-10-2024,21:00,0.93
24-10-2024,22:00,0.1
24-10-2024,23:00,0.01
25-10-2024,00:00,0
25-10-2024,01:00,0
25-10-2024,02:00,1.38
25-10-2024,03:00,0.86
25-10-2024,04:00,2.12
25-10-2024,05:00,0
25-10-2024,06:00,2.59
25-10-2024,07:00,3.73
25-10-2024,08:00,3.24
25-10-2024,09:00,2.0
25-10-2024,10:00,3.16
25-10-2024,11:00,1.49
25-10-2024,12:00,2.67
25-10-2024,13:00,2.37
25-10-2024,14:00,2.93
25-10-2024,15:00,4.65
25-10-2024,16:00,3.38
25-10-2024,17:00,1.43
25-10-2024,18:00,2.92
25-10-2024,19:00,1.48
25-10-2024,20:00,1.34
25-10-2024,21:00,1.76
25-10-2024,22:00,0.41
25-10-2024,23:00,0.11
26-10-2024,00:00,1.01
26-10-2024,01:00,0
26-10-2024,02:00,1.89
26-10-2024,03:00,0.83
26-10-2024,04:00,0
26-10-2024,05:00,0.8
26-10-2024,06:00,4.74
26-10-2024,07:00,3.19
26-10-2024,08:00,3.39
26-10-2024,09:00,2.43
26-10-2024,10:00,3.67
26-10-2024,11:00,3.35
26-10-2024,12:00,2.8
26-10-2024,13:00,3.8
26-10-2024,14:00,4.66
26-10-2024,15:00,3.69
26-10-2024,16:00,3.99
26-10-2024,17:00,3.12
26-10-2024,18:00,2.67
26-10-2024,19:00,0.67
26-10-2024,20:00,1.51
26-10-2024,21:00,0.89
26-10-2024,22:00,1.9
26-10-2024,23:00,0
27-10-2024,00:00,0.08
27-10-2024,01:00,0.35
27-10-2024,02:00,2.02
27-10-2024,03:00,0.52
27-10-2024,04:00,0
27-10-2024,05:00,0.59
27-10-2024,06:00,2.35
27-10-2024,07:00,4.48
27-10-2024,08:00,3.43
27-10-2024,09:00,2.51
27-10-2024,10:00,2.49
27-10-2024,11:00,2.75
27-10-2024,12:00,2.22
27-10-2024,13:00,0.08
27-10-2024,14:00,2.8
27-10-2024,15:00,2.4
27-10-2024,16:00,1.88
27-10-2024,17:00,3.38
27-10-2024,18:00,1.73
27-10-2024,19:00,0.86
27-10-2024,20:00,0.73
27-10-2024,21:00,0.81
27-10-2024,22:00,1.25
27-10-2024,23:00,0
