floor,07
location,005
type,Light
04-10-2024,04:00,1.38
04-10-2024,05:00,1.92
04-10-2024,06:00,2.81
04-10-2024,07:00,3.97
04-10-2024,08:00,1.86
04-10-2024,09:00,1.4
04-10-2024,10:00,3.13
04-10-2024,11:00,1.84
04-10-2024,12:00,2.94
04-10-2024,13:00,4.77
04-10-2024,14:00,2.0
04-10-2024,15:00,1.94
04-10-2024,16:00,2.01
04-10-2024,17:00,4.9
04-10-2024,18:00,3.74
04-10-2024,19:00,1.77
04-10-2024,20:00,0
04-10-2024,21:00,1.87
04-10-2024,22:00,0.59
04-10-2024,23:00,1.35
05-10-2024,00:00,1.47
05-10-2024,01:00,2.22
05-10-2024,02:00,0.65
05-10-2024,03:00,1.07
05-10-2024,04:00,1.08
05-10-2024,05:00,1.17
05-10-2024,06:00,5
05-10-2024,07:00,3.78
05-10-2024,08:00,3.76
05-10-2024,09:00,4.12
05-10-2024,10:00,2.94
05-10-2024,11:00,4.98
05-10-2024,12:00,2.32
05-10-2024,13:00,2.84
05-10-2024,14:00,3.14
05-10-2024,15:00,2.39
05-10-2024,16:00,3.16
05-10-2024,17:00,2.86
05-10-2024,18:00,2.15
05-10-2024,19:00,0.48
05-10-2024,20:00,0.09
05-10-2024,21:00,0.02
05-10-2024,22:00,0
05-10-2024,23:00,0.16
06-10-2024,00:00,0
06-10-2024,01:00,0
06-10-2024,02:00,0.16
06-10-2024,03:00,0.84
06-10-2024,04:00,0.63
06-10-2024,05:00,0.08
06-10-2024,06:00,3.0
06-10-2024,07:00,2.09
06-10-2024,08:00,3.99
06-10-2024,09:00,3.21
06-10-2024,10:00,3.75
06-10-2024,11:00,3.4
06-10-2024,12:00,2.86
06-10-2024,13:00,2.7
06-10-2024,14:00,3.22
06-10-2024,15:00,3.42
06-10-2024,16:00,2.16
06-10-2024,17:00,2.32
06-10-2024,18:00,3.58
06-10-2024,19:00,0
06-10-2024,20:00,2.32
06-10-2024,21:00,0.92
06-10-2024,22:00,1.41
06-10-2024,23:00,0
07-10-2024,00:00,2.15
07-10-2024,01:00,0
07-10-2024,02:00,3.35
07-10-2024,03:00,0.95
07-10-2024,04:00,0
07-10-2024,05:00,0.68
07-10-2024,06:00,3.78
07-10-2024,07:00,4.79
07-10-2024,08:00,2.87
07-10-2024,09:00,3.24
07-10-2024,10:00,1.51
07-10-2024,11:00,3.67
07-10-2024,12:00,1.64
07-10-2024,13:00,1.95
07-10-2024,14:00,1.85
07-10-2024,15:00,4.56
07-10-2024,16:00,3.25
07-10-2024,17:00,2.09
07-10-2024,18:00,4.03
07-10-2024,19:00,0.94
07-10-2024,20:00,0.63
07-10-2024,21:00,0
07-10-2024,22:00,2.0
07-10-2024,23:00,0.7
08-10-2024,00:00,0
08-10-2024,01:00,2.06
08-10-2024,02:00,0.59
08-10-2024,03:00,1.99
08-10-2024,04:00,2.22
08-10-2024,05:00,2.37
08-10-2024,06:00,1.53
08-10-2024,07:00,2.31
08-10-2024,08:00,3.4
08-10-2024,09:00,4.68
08-10-2024,10:00,2.93
08-10-2024,11:00,3.42
08-10-2024,12:00,4.15
08-10-2024,13:00,1.56
08-10-2024,14:00,2.47
08-10-2024,15:00,2.8
08-10-2024,16:00,2.86
08-10-2024,17:00,1.51
08-10-2024,18:00,3.13
08-10-2024,19:00,1.43
08-10-2024,20:00,2.29
08-10-2024,21:00,0.21
08-10-2024,22:00,2.09
08-10-2024,23:00,1.56
09-10-2024,00:00,1.3
09-10-2024,01:00,0
09-10-2024,02:00,1.27
09-10-2024,03:00,0
09-10-2024,04:00,2.59
09-10-2024,05:00,0
09-10-2024,06:00,2.44
09-10-2024,07:00,4.15
09-10-2024,08:00,2.13
09-10-2024,09:00,0.42
09-10-2024,10:00,1.74
09-10-2024,11:00,2.93
09-10-2024,12:00,3.41
09-10-2024,13:00,2.05
09-10-2024,14:00,4.09
09-10-2024,15:00,1.53
09-10-2024,16:00,3.68
09-10-2024,17:00,1.03
09-10-2024,18:00,3.22
09-10-2024,19:00,2.16
09-10-2024,20:00,0.85
09-10-2024,21:00,0.17
09-10-2024,22:00,0.79
09-10-2024,23:00,0.55
10-10-2024,00:00,2.11
10-10-2024,01:00,1.01
10-10-2024,02:00,0.14
10-10-2024,03:00,0.3
10-10-2024,04:00,0
10-10-2024,05:00,0.53
10-10-2024,06:00,2.89
10-10-2024,07:00,3.69
10-10-2024,08:00,2.47
10-10-2024,09:00,1.91
10-10-2024,10:00,1.97
10-10-2024,11:00,2.95
10-10-2024,12:00,2.92
10-10-2024,13:00,1.89
10-10-2024,14:00,1.97
10-10-2024,15:00,2.81
10-10-2024,16:00,3.35
10-10-2024,17:00,4.38
10-10-2024,18:00,3.52
10-10-2024,19:00,1.73
10-10-2024,20:00,0.24
10-10-2024,21:00,0.99
10-10-2024,22:00,2.47
10-10-2024,23:00,0.76
11-10-2024,00:00,1.3
11-10-2024,01:00,1.29
11-10-2024,02:00,0.62
11-10-2024,03:00,1.48
11-10-2024,04:00,1.47
11-10-2024,05:00,2.14
11-10-2024,06:00,3.57
11-10-2024,07:00,4.07
11-10-2024,08:00,1.75
11-10-2024,09:00,1.1
11-10-2024,10:00,2.47
11-10-2024,11:00,1.37
11-10-2024,12:00,2.42
11-10-2024,13:00,3.06
11-10-2024,14:00,4.29
11-10-2024,15:00,3.0
11-10-2024,16:00,1.97
11-10-2024,17:00,3.73
11-10-2024,18:00,1.42
11-10-2024,19:00,0
11-10-2024,20:00,0.49
11-10-2024,21:00,1.13
11-10-2024,22:00,2.5
11-10-2024,23:00,0
12-10-2024,00:00,0
12-10-2024,01:00,0.96
12-10-2024,02:00,0
12-10-2024,03:00,0.27
12-10-2024,04:00,0.48
12-10-2024,05:00,0.06
12-10-2024,06:00,2.15
12-10-2024,07:00,2.04
12-10-2024,08:00,3.23
12-10-2024,09:00,3.48
12-10-2024,10:00,4.18
12-10-2024,11:00,3.26
12-10-2024,12:00,1.54
12-10-2024,13:00,4.16
12-10-2024,14:00,3.35
12-10-2024,15:00,3.08
12-10-2024,16:00,4.47
12-10-2024,17:00,2.96
12-10-2024,18:00,1.72
12-10-2024,19:00,1.08
12-10-2024,20:00,1.09
12-10-2024,21:00,2.57
12-10-2024,22:00,0
12-10-2024,23:00,0
13-10-2024,00:00,2.61
13-10-2024,01:00,0.79
13-10-2024,02:00,0.13
13-10-2024,03:00,0.94
13-10-2024,04:00,1.68
13-10-2024,05:00,2.1
13-10-2024,06:00,2.17
13-10-2024,07:00,2.29
13-10-2024,08:00,3.52
13-10-2024,09:00,3.05
13-10-2024,10:00,4.57
13-10-2024,11:00,3.25
13-10-2024,12:00,3.07
13-10-2024,13:00,2.32
13-10-2024,14:00,1.33
13-10-2024,15:00,4.09
13-10-2024,16:00,2.01
13-10-2024,17:00,3.5
13-10-2024,18:00,2.67
13-10-2024,19:00,0.43
13-10-2024,20:00,1.12
13-10-2024,21:00,1.32
13-10-2024,22:00,0
13-10-2024,23:00,2.1
14-10-2024,00:00,0
14-10-2024,01:00,0.69
14-10-2024,02:00,0
14-10-2024,03:00,0
14-10-2024,04:00,1.76
14-10-2024,05:00,0.6
14-10-2024,06:00,2.07
14-10-2024,07:00,3.54
14-10-2024,08:00,3.36
14-10-2024,09:00,0.99
14-10-2024,10:00,3.56
14-10-2024,11:00,3.18
14-10-2024,12:00,2.52
14-10-2024,13:00,1.72
14-10-2024,14:00,3.36
14-10-2024,15:00,3.56
14-10-2024,16:00,3.88
14-10-2024,17:00,2.08
14-10-2024,18:00,3.81
14-10-2024,19:00,1.0
14-10-2024,20:00,0.49
14-10-2024,21:00,0.42
14-10-2024,22:00,0.05
14-10-2024,23:00,0.88
15-10-2024,00:00,0.76
15-10-2024,01:00,0
15-10-2024,02:00,0.02
15-10-2024,03:00,0
15-10-2024,04:00,0.02
15-10-2024,05:00,0.35
15-10-2024,06:00,3.1
15-10-2024,07:00,1.62
15-10-2024,08:00,3.17
15-10-2024,09:00,1.9
15-10-2024,10:00,2.41
15-10-2024,11:00,3.57
15-10-2024,12:00,3.19
15-10-2024,13:00,2.55
15-10-2024,14:00,1.66
15-10-2024,15:00,3.29
15-10-2024,16:00,1.33
15-10-2024,17:00,1.98
15-10-2024,18:00,1.81
15-10-2024,19:00,0.28
15-10-2024,20:00,0.57
15-10-2024,21:00,1.25
15-10-2024,22:00,0
15-10-2024,23:00,0
16-10-2024,00:00,0
16-10-2024,01:00,1.32
16-10-2024,02:00,1.12
16-10-2024,03:00,2.44
16-10-2024,04:00,3.81
16-10-2024,05:00,2.09
16-10-2024,06:00,2.59
16-10-2024,07:00,4.33
16-10-2024,08:00,0.7
16-10-2024,09:00,2.91
16-10-2024,10:00,2.3
16-10-2024,11:00,3.53
16-10-2024,12:00,2.16
16-10-2024,13:00,3.73
16-10-2024,14:00,2.99
16-10-2024,15:00,3.04
16-10-2024,16:00,0.88
16-10-2024,17:00,3.21
16-10-2024,18:00,3.69
16-10-2024,19:00,0.76
16-10-2024,20:00,0.86
16-10-2024,21:00,0
16-10-2024,22:00,1.49
16-10-2024,23:00,1.57
17-10-2024,00:00,0.63
17-10-2024,01:00,1.5
17-10-2024,02:00,0
17-10-2024,03:00,1.18
17-10-2024,04:00,0.84
17-10-2024,05:00,0.82
17-10-2024,06:00,3.17
17-10-2024,07:00,2.45
17-10-2024,08:00,4.64
17-10-2024,09:00,2.87
17-10-2024,10:00,2.99
17-10-2024,11:00,3.97
17-10-2024,12:00,2.49
17-10-2024,13:00,2.78
17-10-2024,14:00,4.11
17-10-2024,15:00,2.19
17-10-2024,16:00,3.48
17-10-2024,17:00,0.4
17-10-2024,18:00,4.54
17-10-2024,19:00,0.4
17-10-2024,20:00,0.29
17-10-2024,21:00,0.89
17-10-2024,22:00,1.8
17-10-2024,23:00,1.08
18-10-2024,00:00,0
18-10-2024,01:00,1.8
18-10-2024,02:00,0.58
18-10-2024,03:00,0
18-10-2024,04:00,1.36
18-10-2024,05:00,0
18-10-2024,06:00,0.5
18-10-2024,07:00,2.01
18-10-2024,08:00,3.35
18-10-2024,09:00,2.25
18-10-2024,10:00,4.02
18-10-2024,11:00,3.54
18-10-2024,12:00,2.13
18-10-2024,13:00,5
18-10-2024,14:00,1.37
18-10-2024,15:00,4.21
18-10-2024,16:00,1.89
18-10-2024,17:00,3.36
18-10-2024,18:00,2.95
18-10-2024,19:00,0
18-10-2024,20:00,2.75
18-10-2024,21:00,0.11
18-10-2024,22:00,1.82
18-10-2024,23:00,0
19-10-2024,00:00,0.26
19-10-2024,01:00,2.94
19-10-2024,02:00,2.13
19-10-2024,03:00,0
19-10-2024,04:00,2.19
19-10-2024,05:00,2.54
19-10-2024,06:00,3.32
19-10-2024,07:00,1.49
19-10-2024,08:00,3.04
19-10-2024,09:00,4.6
19-10-2024,10:00,4.26
19-10-2024,11:00,2.84
19-10-2024,12:00,2.24
19-10-2024,13:00,2.59
19-10-2024,14:00,2.95
19-10-2024,15:00,2.49
19-10-2024,16:00,3.69
19-10-2024,17:00,4.24
19-10-2024,18:00,4.36
19-10-2024,19:00,0.37
19-10-2024,20:00,0.6
19-10-2024,21:00,0.86
19-10-2024,22:00,1.09
19-10-2024,23:00,1.61
20-10-2024,00:00,0
20-10-2024,01:00,2.25
20-10-2024,02:00,1.27
20-10-2024,03:00,0
20-10-2024,04:00,0.52
20-10-2024,05:00,1.26
20-10-2024,06:00,4.2
20-10-2024,07:00,3.47
20-10-2024,08:00,3.03
20-10-2024,09:00,4.23
20-10-2024,10:00,3.14
20-10-2024,11:00,3.29
20-10-2024,12:00,3.04
20-10-2024,13:00,3.1
20-10-2024,14:00,3.13
20-10-2024,15:00,5
20-10-2024,16:00,3.51
20-10-2024,17:00,3.07
20-10-2024,18:00,2.77
20-10-2024,19:00,1.26
20-10-2024,20:00,2.94
20-10-2024,21:00,1.13
20-10-2024,22:00,2.03
20-10-2024,23:00,0.01
21-10-2024,00:00,0.68
21-10-2024,01:00,0.92
21-10-2024,02:00,1.76
21-10-2024,03:00,1.39
21-10-2024,04:00,1.85
21-10-2024,05:00,1.36
21-10-2024,06:00,3.88
21-10-2024,07:00,3.95
21-10-2024,08:00,3.64
21-10-2024,09:00,2.9
21-10-2024,10:00,2.15
21-10-2024,11:00,1.93
21-10-2024,12:00,2.01
21-10-2024,13:00,2.75
21-10-2024,14:00,3.04
21-10-2024,15:00,0.74
21-10-2024,16:00,2.57
21-10-2024,17:00,3.67
21-10-2024,18:00,0.35
21-10-2024,19:00,3.6
21-10-2024,20:00,1.59
21-10-2024,21:00,1.72
21-10-2024,22:00,0.3
21-10-2024,23:00,0
22-10-2024,00:00,1.48
22-10-2024,01:00,1.86
22-10-2024,02:00,1.36
22-10-2024,03:00,2.04
22-10-2024,04:00,0
22-10-2024,05:00,0
22-10-2024,06:00,4.8
22-10-2024,07:00,3.19
22-10-2024,08:00,3.26
22-10-2024,09:00,4.22
22-10-2024,10:00,2.13
22-10-2024,11:00,2.15
22-10-2024,12:00,1.06
22-10-2024,13:00,3.43
22-10-2024,14:00,3.33
22-10-2024,15:00,2.99
22-10-2024,16:00,4.46
22-10-2024,17:00,2.66
22-10-2024,18:00,2.97
22-10-2024,19:00,0.03
22-10-2024,20:00,1.33
22-10-2024,21:00,2.94
22-10-2024,22:00,3.18
22-10-2024,23:00,0.97
23-10-2024,00:00,1.46
23-10-2024,01:00,0
23-10-2024,02:00,1.89
23-10-2024,03:00,3.11
23-10-2024,04:00,0.76
23-10-2024,05:00,0.51
23-10-2024,06:00,3.01
23-10-2024,07:00,5
23-10-2024,08:00,3.52
23-10-2024,09:00,1.97
23-10-2024,10:00,2.36
23-10-2024,11:00,2.29
23-10-2024,12:00,2.46
23-10-2024,13:00,2.66
23-10-2024,14:00,4.34
23-10-2024,15:00,1.95
23-10-2024,16:00,2.49
23-10-2024,17:00,2.73
23-10-2024,18:00,2.8
23-10-2024,19:00,3.95
23-10-2024,20:00,0.32
23-10-2024,21:00,1.33
23-10-2024,22:00,0.41
23-10-2024,23:00,2.57
24-10-2024,00:00,0.42
24-10-2024,01:00,1.13
24-10-2024,02:00,0.8
24-10-2024,03:00,0.7
24-10-2024,04:00,2.18
24-10-2024,05:00,2.0
24-10-2024,06:00,2.68
24-10-2024,07:00,3.88
24-10-2024,08:00,2.18
24-10-2024,09:00,2.45
24-10-2024,10:00,3.01
24-10-2024,11:00,4.03
24-10-2024,12:00,4.73
24-10-2024,13:00,2.96
24-10-2024,14:00,3.47
24-10-2024,15:00,2.23
24-10-2024,16:00,4.69
24-10-2024,17:00,3.44
24-10-2024,18:00,3.58
24-10-2024,19:00,1.96
24-10-2024,20:00,1.06
24-10-2024,21:00,0
24-10-2024,22:00,1.09
24-10-2024,23:00,0.89
25-10-2024,00:00,0
25-10-2024,01:00,1.54
25-10-2024,02:00,2.87
25-10-2024,03:00,0.8
25-10-2024,04:00,1.85
25-10-2024,05:00,1.17
25-10-2024,06:00,1.8
25-10-2024,07:00,4.31
25-10-2024,08:00,2.89
25-10-2024,09:00,2.98
25-10-2024,10:00,2.48
25-10-2024,11:00,3.49
25-10-2024,12:00,1.55
25-10-2024,13:00,3.53
25-10-2024,14:00,1.15
25-10-2024,15:00,0.79
25-10-2024,16:00,2.66
25-10-2024,17:00,3.16
25-10-2024,18:00,2.37
25-10-2024,19:00,1.58
25-10-2024,20:00,0.41
25-10-2024,21:00,0.07
25-10-2024,22:00,0
25-10-2024,23:00,0
26-10-2024,00:00,0.91
26-10-2024,01:00,1.28
26-10-2024,02:00,1.13
26-10-2024,03:00,0
26-10-2024,04:00,0.93
26-10-2024,05:00,0.58
26-10-2024,06:00,1.59
26-10-2024,07:00,3.3
26-10-2024,08:00,3.49
26-10-2024,09:00,4.08
26-10-2024,10:00,3.74
26-10-2024,11:00,2.2
26-10-2024,12:00,2.33
26-10-2024,13:00,1.8
26-10-2024,14:00,4.22
26-10-2024,15:00,3.78
26-10-2024,16:00,2.41
26-10-2024,17:00,1.91
26-10-2024,18:00,3.19
26-10-2024,19:00,0.65
26-10-2024,20:00,0
26-10-2024,21:00,1.47
26-10-2024,22:00,1.54
26-10-2024,23:00,0
27-10-2024,00:00,1.02
27-10-2024,01:00,0
27-10-2024,02:00,1.17
27-10-2024,03:00,0.8
27-10-2024,04:00,3.06
27-10-2024,05:00,1.2
27-10-2024,06:00,1.95
27-10-2024,07:00,2.86
27-10-2024,08:00,3.89
27-10-2024,09:00,3.26
27-10-2024,10:00,1.85
27-10-2024,11:00,3.07
27-10-2024,12:00,2.75
27-10-2024,13:00,0.8
27-10-2024,14:00,2.09
27-10-2024,15:00,3.3
27-10-2024,16:00,1.65
27-10-2024,17:00,2.31
27-10-2024,18:00,2.45
27-10-2024,19:00,0.6
27-10-2024,20:00,2.22
27-10-2024,21:00,1.91
27-10-2024,22:00,1.78
27-10-2024,23:00,0
28-10-2024,00:00,1.19
28-10-2024,01:00,2.57
28-10-2024,02:00,0.69
28-10-2024,03:00,0.66
28-10-2024,04:00,0.5
28-10-2024,05:00,1.19
28-10-2024,06:00,5
28-10-2024,07:00,2.39
28-10-2024,08:00,2.42
28-10-2024,09:00,4.83
28-10-2024,10:00,3.48
28-10-2024,11:00,2.5
28-10-2024,12:00,3.41
28-10-2024,13:00,2.82
28-10-2024,14:00,1.66
28-10-2024,15:00,3.25
28-10-2024,16:00,2.74
28-10-2024,17:00,3.24
28-10-2024,18:00,2.36
28-10-2024,19:00,0.97
28-10-2024,20:00,0
28-10-2024,21:00,1.49
28-10-2024,22:00,0.69
28-10-2024,23:00,0
29-10-2024,00:00,3.38
29-10-2024,01:00,0
29-10-2024,02:00,0.16
29-10-2024,03:00,1.16
29-10-2024,04:00,2.17
29-10-2024,05:00,0.66
29-10-2024,06:00,1.58
29-10-2024,07:00,2.45
29-10-2024,08:00,3.53
29-10-2024,09:00,3.4
29-10-2024,10:00,3.92
29-10-2024,11:00,1.51
29-10-2024,12:00,1.53
29-10-2024,13:00,3.14
29-10-2024,14:00,4.14
29-10-2024,15:00,1.2
29-10-2024,16:00,3.11
29-10-2024,17:00,3.43
29-10-2024,18:00,3.37
29-10-2024,19:00,1.53
29-10-2024,20:00,1.04
29-10-2024,21:00,0.68
29-10-2024,22:00,1.28
29-10-2024,23:00,0.53
