floor,02
location,721
type,plug
30-09-2024,12:00,3.05
30-09-2024,13:00,2.64
30-09-2024,14:00,3.41
30-09-2024,15:00,2.87
30-09-2024,16:00,2.21
30-09-2024,17:00,3.5
30-09-2024,18:00,2.67
30-09-2024,19:00,0.26
30-09-2024,20:00,0.57
30-09-2024,21:00,1.96
30-09-2024,22:00,0
30-09-2024,23:00,0.22
01-10-2024,00:00,0.52
01-10-2024,01:00,0.24
01-10-2024,02:00,0.94
01-10-2024,03:00,0.42
01-10-2024,04:00,0.33
01-10-2024,05:00,0.23
01-10-2024,06:00,4.13
01-10-2024,07:00,2.12
01-10-2024,08:00,4.12
01-10-2024,09:00,3.28
01-10-2024,10:00,3.01
01-10-2024,11:00,3.55
01-10-2024,12:00,2.3
01-10-2024,13:00,4.32
01-10-2024,14:00,3.12
01-10-2024,15:00,2.63
01-10-2024,16:00,2.95
01-10-2024,17:00,1.58
01-10-2024,18:00,1.87
01-10-2024,19:00,0.52
01-10-2024,20:00,1.22
01-10-2024,21:00,0.23
01-10-2024,22:00,0.84
01-10-2024,23:00,1.5
02-10-2024,00:00,0
02-10-2024,01:00,0.71
02-10-2024,02:00,2.05
02-10-2024,03:00,1.24
02-10-2024,04:00,0.55
02-10-2024,05:00,2.34
02-10-2024,06:00,2.58
02-10-2024,07:00,1.35
02-10-2024,08:00,3.55
02-10-2024,09:00,2.85
02-10-2024,10:00,3.51
02-10-2024,11:00,5
02-10-2024,12:00,3.2
02-10-2024,13:00,2.18
02-10-2024,14:00,2.68
02-10-2024,15:00,2.49
02-10-2024,16:00,3.31
02-10-2024,17:00,3.17
02-10-2024,18:00,2.43
02-10-2024,19:00,1.74
02-10-2024,20:00,0
02-10-2024,21:00,1.71
02-10-2024,22:00,0.36
02-10-2024,23:00,2.39
03-10-2024,00:00,0.65
03-10-2024,01:00,1.47
03-10-2024,02:00,0
03-10-2024,03:00,1.55
03-10-2024,04:00,0.6
03-10-2024,05:00,1.22
03-10-2024,06:00,1.79
03-10-2024,07:00,3.59
03-10-2024,08:00,3.93
03-10-2024,09:00,2.21
03-10-2024,10:00,2.99
03-10-2024,11:00,3.49
03-10-2024,12:00,3.11
03-10-2024,13:00,2.08
03-10-2024,14:00,2.61
03-10-2024,15:00,3.05
03-10-2024,16:00,1.62
03-10-2024,17:00,3.26
03-10-2024,18:00,3.18
03-10-2024,19:00,2.36
03-10-2024,20:00,1.52
03-10-2024,21:00,1.49
03-10-2024,22:00,1.67
03-10-2024,23:00,0
04-10-2024,00:00,0.98
04-10-2024,01:00,1.49
04-10-2024,02:00,0.87
04-10-2024,03:00,1.0
04-10-2024,04:00,0.53
04-10-2024,05:00,1.58
04-10-2024,06:00,3.11
04-10-2024,07:00,0
04-10-2024,08:00,2.22
04-10-2024,09:00,1.87
04-10-2024,10:00,1.83
04-10-2024,11:00,2.31
04-10-2024,12:00,4.76
04-10-2024,13:00,0.84
04-10-2024,14:00,2.87
04-10-2024,15:00,1.81
04-10-2024,16:00,2.75
04-10-2024,17:00,5
04-10-2024,18:00,4.45
04-10-2024,19:00,0.42
04-10-2024,20:00,1.78
04-10-2024,21:00,1.23
04-10-2024,22:00,0.56
04-10-2024,23:00,0
05-10-2024,00:00,0.11
05-10-2024,01:00,2.69
05-10-2024,02:00,0.23
05-10-2024,03:00,0
05-10-2024,04:00,0.31
05-10-2024,05:00,1.7
05-10-2024,06:00,1.63
05-10-2024,07:00,2.86
05-10-2024,08:00,4.82
05-10-2024,09:00,2.87
05-10-2024,10:00,1.47
05-10-2024,11:00,2.98
05-10-2024,12:00,1.76
05-10-2024,13:00,2.35
05-10-2024,14:00,3.26
05-10-2024,15:00,3.2
05-10-2024,16:00,1.87
05-10-2024,17:00,1.88
05-10-2024,18:00,2.34
05-10-2024,19:00,0
05-10-2024,20:00,1.02
05-10-2024,21:00,0.37
05-10-2024,22:00,0.47
05-10-2024,23:00,0
06-10-2024,00:00,1.29
06-10-2024,01:00,1.11
06-10-2024,02:00,0
06-10-2024,03:00,0
06-10-2024,04:00,0.06
06-10-2024,05:00,0
06-10-2024,06:00,4.38
06-10-2024,07:00,1.45
06-10-2024,08:00,2.22
06-10-2024,09:00,4.35
06-10-2024,10:00,2.52
06-10-2024,11:00,0.98
06-10-2024,12:00,2.11
06-10-2024,13:00,2.66
06-10-2024,14:00,2.41
06-10-2024,15:00,3.84
06-10-2024,16:00,4.8
06-10-2024,17:00,4.06
06-10-2024,18:00,2.73
06-10-2024,19:00,0.39
06-10-2024,20:00,1.33
06-10-2024,21:00,1.77
06-10-2024,22:00,0.8
06-10-2024,23:00,1.69
07-10-2024,00:00,3.59
07-10-2024,01:00,0
07-10-2024,02:00,0.85
07-10-2024,03:00,0.25
07-10-2024,04:00,2.68
07-10-2024,05:00,0.57
07-10-2024,06:00,4.34
07-10-2024,07:00,3.58
07-10-2024,08:00,0.82
07-10-2024,09:00,2.45
07-10-2024,10:00,2.51
07-10-2024,11:00,2.7
07-10-2024,12:00,5
07-10-2024,13:00,4.52
07-10-2024,14:00,4.79
07-10-2024,15:00,3.67
07-10-2024,16:00,2.86
07-10-2024,17:00,2.04
07-10-2024,18:00,3.31
07-10-2024,19:00,0.44
07-10-2024,20:00,0.84
07-10-2024,21:00,1.38
07-10-2024,22:00,0.83
07-10-2024,23:00,1.21
08-10-2024,00:00,0.95
08-10-2024,01:00,1.97
08-10-2024,02:00,0.63
08-10-2024,03:00,1.2
08-10-2024,04:00,2.65
08-10-2024,05:00,2.06
08-10-2024,06:00,4.06
08-10-2024,07:00,3.93
08-10-2024,08:00,5
08-10-2024,09:00,1.97
08-10-2024,10:00,4.06
08-10-2024,11:00,4.22
08-10-2024,12:00,1.92
08-10-2024,13:00,2.92
08-10-2024,14:00,2.84
08-10-2024,15:00,2.39
08-10-2024,16:00,3.83
08-10-2024,17:00,2.87
08-10-2024,18:00,2.66
08-10-2024,19:00,2.86
08-10-2024,20:00,1.17
08-10-2024,21:00,0
08-10-2024,22:00,1.44
08-10-2024,23:00,1.37
09-10-2024,00:00,1.56
09-10-2024,01:00,1.69
09-10-2024,02:00,0.25
09-10-2024,03:00,2.39
09-10-2024,04:00,0
09-10-2024,05:00,0.63
09-10-2024,06:00,3.46
09-10-2024,07:00,3.92
09-10-2024,08:00,3.39
09-10-2024,09:00,2.45
09-10-2024,10:00,2.89
09-10-2024,11:00,3.67
09-10-2024,12:00,3.7
09-10-2024,13:00,3.53
09-10-2024,14:00,1.28
09-10-2024,15:00,1.87
09-10-2024,16:00,3.55
09-10-2024,17:00,0.99
09-10-2024,18:00,5
09-10-2024,19:00,0
09-10-2024,20:00,0
09-10-2024,21:00,0
09-10-2024,22:00,3.44
09-10-2024,23:00,2.39
10-10-2024,00:00,0
10-10-2024,01:00,0
10-10-2024,02:00,0
10-10-2024,03:00,0.77
10-10-2024,04:00,0.08
10-10-2024,05:00,1.76
10-10-2024,06:00,4.29
10-10-2024,07:00,2.94
10-10-2024,08:00,4.3
10-10-2024,09:00,1.49
10-10-2024,10:00,3.81
10-10-2024,11:00,5
10-10-2024,12:00,3.87
10-10-2024,13:00,2.85
10-10-2024,14:00,3.52
10-10-2024,15:00,3.13
10-10-2024,16:00,3.22
10-10-2024,17:00,4.51
10-10-2024,18:00,3.57
10-10-2024,19:00,1.48
10-10-2024,20:00,2.96
10-10-2024,21:00,0
10-10-2024,22:00,1.93
10-10-2024,23:00,2.14
11-10-2024,00:00,0
11-10-2024,01:00,1.2
11-10-2024,02:00,1.17
11-10-2024,03:00,1.94
11-10-2024,04:00,0.17
11-10-2024,05:00,1.18
11-10-2024,06:00,4.54
11-10-2024,07:00,4.46
11-10-2024,08:00,4.05
11-10-2024,09:00,2.47
11-10-2024,10:00,4.03
11-10-2024,11:00,4.08
11-10-2024,12:00,3.61
11-10-2024,13:00,2.8
11-10-2024,14:00,2.23
11-10-2024,15:00,3.88
11-10-2024,16:00,3.83
11-10-2024,17:00,1.55
11-10-2024,18:00,3.81
11-10-2024,19:00,0.07
11-10-2024,20:00,1.82
11-10-2024,21:00,1.33
11-10-2024,22:00,1.71
11-10-2024,23:00,1.12
12-10-2024,00:00,1.25
12-10-2024,01:00,2.24
12-10-2024,02:00,0
12-10-2024,03:00,3.8
12-10-2024,04:00,0.6
12-10-2024,05:00,1.31
12-10-2024,06:00,3.26
12-10-2024,07:00,3.44
12-10-2024,08:00,1.6
12-10-2024,09:00,1.77
12-10-2024,10:00,3.01
12-10-2024,11:00,4.74
12-10-2024,12:00,3.5
12-10-2024,13:00,4.52
12-10-2024,14:00,0.72
12-10-2024,15:00,3.05
12-10-2024,16:00,1.63
12-10-2024,17:00,2.34
12-10-2024,18:00,2.87
12-10-2024,19:00,0
12-10-2024,20:00,0
12-10-2024,21:00,0
12-10-2024,22:00,1.62
12-10-2024,23:00,0.87
13-10-2024,00:00,0.83
13-10-2024,01:00,1.96
13-10-2024,02:00,2.02
13-10-2024,03:00,0
13-10-2024,04:00,2.48
13-10-2024,05:00,0.25
13-10-2024,06:00,3.71
13-10-2024,07:00,3.8
13-10-2024,08:00,2.73
13-10-2024,09:00,2.08
13-10-2024,10:00,4.36
13-10-2024,11:00,1.93
13-10-2024,12:00,2.15
13-10-2024,13:00,2.03
13-10-2024,14:00,2.82
13-10-2024,15:00,4.31
13-10-2024,16:00,4.15
13-10-2024,17:00,3.79
13-10-2024,18:00,2.98
13-10-2024,19:00,0
13-10-2024,20:00,2.23
13-10-2024,21:00,3.09
13-10-2024,22:00,1.61
13-10-2024,23:00,1.31
14-10-2024,00:00,1.73
14-10-2024,01:00,0
14-10-2024,02:00,0
14-10-2024,03:00,2.46
14-10-2024,04:00,0.18
14-10-2024,05:00,0.8
14-10-2024,06:00,2.88
14-10-2024,07:00,2.98
14-10-2024,08:00,2.19
14-10-2024,09:00,4.49
14-10-2024,10:00,3.05
14-10-2024,11:00,3.61
14-10-2024,12:00,1.68
14-10-2024,13:00,1.39
14-10-2024,14:00,3.08
14-10-2024,15:00,3.25
14-10-2024,16:00,3.36
14-10-2024,17:00,2.63
14-10-2024,18:00,2.94
14-10-2024,19:00,1.93
14-10-2024,20:00,1.32
14-10-2024,21:00,0.87
14-10-2024,22:00,1.17
14-10-2024,23:00,0.45
15-10-2024,00:00,2.91
15-10-2024,01:00,2.51
15-10-2024,02:00,0.88
15-10-2024,03:00,1.78
15-10-2024,04:00,1.44
15-10-2024,05:00,1.29
15-10-2024,06:00,3.82
15-10-2024,07:00,0.66
15-10-2024,08:00,4.02
15-10-2024,09:00,2.26
15-10-2024,10:00,2.76
15-10-2024,11:00,2.91
15-10-2024,12:00,2.45
15-10-2024,13:00,2.6
15-10-2024,14:00,3.3
15-10-2024,15:00,4.48
15-10-2024,16:00,3.08
15-10-2024,17:00,4.64
15-10-2024,18:00,3.73
15-10-2024,19:00,0.82
15-10-2024,20:00,2.35
15-10-2024,21:00,1.18
15-10-2024,22:00,1.42
15-10-2024,23:00,2.08
16-10-2024,00:00,0.67
16-10-2024,01:00,2.52
16-10-2024,02:00,0.84
16-10-2024,03:00,2.29
16-10-2024,04:00,0
16-10-2024,05:00,1.08
16-10-2024,06:00,1.97
16-10-2024,07:00,2.1
16-10-2024,08:00,3.43
16-10-2024,09:00,1.51
16-10-2024,10:00,3.87
16-10-2024,11:00,3.05
16-10-2024,12:00,2.26
16-10-2024,13:00,2.29
16-10-2024,14:00,3.14
16-10-2024,15:00,3.16
16-10-2024,16:00,1.89
16-10-2024,17:00,2.91
16-10-2024,18:00,3.06
16-10-2024,19:00,0.8
16-10-2024,20:00,2.75
16-10-2024,21:00,1.0
16-10-2024,22:00,0
16-10-2024,23:00,1.6
17-10-2024,00:00,2.19
17-10-2024,01:00,2.37
17-10-2024,02:00,1.67
17-10-2024,03:00,0.76
17-10-2024,04:00,0
17-10-2024,05:00,0.51
17-10-2024,06:00,3.18
17-10-2024,07:00,3.03
17-10-2024,08:00,4.03
17-10-2024,09:00,2.66
17-10-2024,10:00,3.95
17-10-2024,11:00,3.66
17-10-2024,12:00,3.86
17-10-2024,13:00,3.39
17-10-2024,14:00,2.32
17-10-2024,15:00,3.7
17-10-2024,16:00,5
17-10-2024,17:00,2.58
17-10-2024,18:00,2.57
17-10-2024,19:00,1.24
17-10-2024,20:00,0.38
17-10-2024,21:00,1.72
17-10-2024,22:00,0.84
17-10-2024,23:00,1.13
18-10-2024,00:00,0
18-10-2024,01:00,3.34
18-10-2024,02:00,1.16
18-10-2024,03:00,0.96
18-10-2024,04:00,2.48
18-10-2024,05:00,0
18-10-2024,06:00,2.76
18-10-2024,07:00,2.07
18-10-2024,08:00,2.16
18-10-2024,09:00,3.8
18-10-2024,10:00,3.54
18-10-2024,11:00,3.48
18-10-2024,12:00,3.79
18-10-2024,13:00,1.37
18-10-2024,14:00,2.54
18-10-2024,15:00,1.75
18-10-2024,16:00,3.34
18-10-2024,17:00,2.96
18-10-2024,18:00,3.45
18-10-2024,19:00,1.59
18-10-2024,20:00,1.6
18-10-2024,21:00,1.11
18-10-2024,22:00,1.69
18-10-2024,23:00,1.56
19-10-2024,00:00,0.81
19-10-2024,01:00,1.57
19-10-2024,02:00,0.67
19-10-2024,03:00,0
19-10-2024,04:00,0.81
19-10-2024,05:00,0
19-10-2024,06:00,3.03
19-10-2024,07:00,1.87
19-10-2024,08:00,3.5
19-10-2024,09:00,3.36
19-10-2024,10:00,1.51
19-10-2024,11:00,0.86
19-10-2024,12:00,2.7
19-10-2024,13:00,3.2
19-10-2024,14:00,2.65
19-10-2024,15:00,2.55
19-10-2024,16:00,3.62
19-10-2024,17:00,3.08
19-10-2024,18:00,4.01
19-10-2024,19:00,1.77
19-10-2024,20:00,1.81
19-10-2024,21:00,1.45
19-10-2024,22:00,1.29
19-10-2024,23:00,1.01
20-10-2024,00:00,1.44
20-10-2024,01:00,3.1
20-10-2024,02:00,0.49
20-10-2024,03:00,0
20-10-2024,04:00,0.21
20-10-2024,05:00,1.46
20-10-2024,06:00,2.31
20-10-2024,07:00,3.04
20-10-2024,08:00,4.07
20-10-2024,09:00,3.04
20-10-2024,10:00,2.92
20-10-2024,11:00,2.88
20-10-2024,12:00,1.6
20-10-2024,13:00,2.94
20-10-2024,14:00,3.53
20-10-2024,15:00,1.46
20-10-2024,16:00,4.45
20-10-2024,17:00,3.7
20-10-2024,18:00,2.87
20-10-2024,19:00,0.95
20-10-2024,20:00,2.36
20-10-2024,21:00,1.08
20-10-2024,22:00,0.25
20-10-2024,23:00,2.28
21-10-2024,00:00,0.85
21-10-2024,01:00,1.84
21-10-2024,02:00,0
21-10-2024,03:00,2.28
21-10-2024,04:00,1.3
21-10-2024,05:00,2.25
21-10-2024,06:00,2.81
21-10-2024,07:00,4.65
21-10-2024,08:00,3.31
21-10-2024,09:00,3.08
21-10-2024,10:00,2.52
21-10-2024,11:00,2.81
21-10-2024,12:00,3.07
21-10-2024,13:00,2.04
21-10-2024,14:00,0.43
21-10-2024,15:00,2.49
21-10-2024,16:00,2.36
21-10-2024,17:00,1.51
21-10-2024,18:00,1.88
21-10-2024,19:00,1.34
21-10-2024,20:00,0
21-10-2024,21:00,0.96
21-10-2024,22:00,2.13
21-10-2024,23:00,0
22-10-2024,00:00,1.41
22-10-2024,01:00,0
22-10-2024,02:00,0
22-10-2024,03:00,1.51
22-10-2024,04:00,1.12
22-10-2024,05:00,0.69
22-10-2024,06:00,1.78
22-10-2024,07:00,4.38
22-10-2024,08:00,4.79
22-10-2024,09:00,3.52
22-10-2024,10:00,2.79
22-10-2024,11:00,4.43
22-10-2024,12:00,4.14
22-10-2024,13:00,2.92
22-10-2024,14:00,3.61
22-10-2024,15:00,3.81
22-10-2024,16:00,3.4
22-10-2024,17:00,3.89
22-10-2024,18:00,4.38
22-10-2024,19:00,2.54
22-10-2024,20:00,1.22
22-10-2024,21:00,1.36
22-10-2024,22:00,1.6
22-10-2024,23:00,2.79
23-10-2024,00:00,0.58
23-10-2024,01:00,1.72
23-10-2024,02:00,0
23-10-2024,03:00,1.2
23-10-2024,04:00,0
23-10-2024,05:00,0.06
23-10-2024,06:00,4.18
23-10-2024,07:00,5
23-10-2024,08:00,3.55
23-10-2024,09:00,3.3
23-10-2024,10:00,4.61
23-10-2024,11:00,1.82
23-10-2024,12:00,3.21
23-10-2024,13:00,3.68
23-10-2024,14:00,2.62
23-10-2024,15:00,3.73
23-10-2024,16:00,1.8
23-10-2024,17:00,1.53
23-10-2024,18:00,2.61
23-10-2024,19:00,2.17
23-10-2024,20:00,1.46
23-10-2024,21:00,0.99
23-10-2024,22:00,0.86
23-10-2024,23:00,0.52
24-10-2024,00:00,1.3
24-10-2024,01:00,1.97
24-10-2024,02:00,1.96
24-10-2024,03:00,0.9
24-10-2024,04:00,0.33
24-10-2024,05:00,2.7
24-10-2024,06:00,3.08
24-10-2024,07:00,2.27
24-10-2024,08:00,3.14
24-10-2024,09:00,1.1
24-10-2024,10:00,1.97
24-10-2024,11:00,2.25
24-10-2024,12:00,0.6
24-10-2024,13:00,2.96
24-10-2024,14:00,1.91
24-10-2024,15:00,3.6
24-10-2024,16:00,2.85
24-10-2024,17:00,4.95
24-10-2024,18:00,2.04
24-10-2024,19:00,1.13
24-10-2024,20:00,1.99
24-10-2024,21:00,0
24-10-2024,22:00,2.28
24-10-2024,23:00,1.04
25-10-2024,00:00,0
25-10-2024,01:00,1.6
25-10-2024,02:00,1.72
25-10-2024,03:00,2.92
25-10-2024,04:00,0.44
25-10-2024,05:00,1.56
25-10-2024,06:00,2.88
25-10-2024,07:00,2.3
25-10-2024,08:00,3.94
25-10-2024,09:00,1.83
25-10-2024,10:00,3.58
25-10-2024,11:00,3.92
25-10-2024,12:00,0.69
25-10-2024,13:00,3.29
25-10-2024,14:00,4.53
25-10-2024,15:00,4.27
25-10-2024,16:00,3.24
25-10-2024,17:00,3.12
25-10-2024,18:00,3.69
25-10-2024,19:00,0.57
25-10-2024,20:00,0
25-10-2024,21:00,1.24
25-10-2024,22:00,0.98
25-10-2024,23:00,1.49
26-10-2024,00:00,2.39
26-10-2024,01:00,1.28
26-10-2024,02:00,1.67
26-10-2024,03:00,2.45
26-10-2024,04:00,1.88
26-10-2024,05:00,0.81
26-10-2024,06:00,1.2
26-10-2024,07:00,1.14
26-10-2024,08:00,3.79
26-10-2024,09:00,2.42
26-10-2024,10:00,2.04
26-10-2024,11:00,1.7
26-10-2024,12:00,3.59
26-10-2024,13:00,4.83
26-10-2024,14:00,5
26-10-2024,15:00,3.28
26-10-2024,16:00,3.0
26-10-2024,17:00,2.59
26-10-2024,18:00,3.7
26-10-2024,19:00,0.73
26-10-2024,20:00,0.34
26-10-2024,21:00,0.63
26-10-2024,22:00,0
26-10-2024,23:00,1.11
27-10-2024,00:00,0
27-10-2024,01:00,0.63
27-10-2024,02:00,1.33
27-10-2024,03:00,1.4
27-10-2024,04:00,0.12
27-10-2024,05:00,1.28
27-10-2024,06:00,2.64
27-10-2024,07:00,2.02
27-10-2024,08:00,4.23
27-10-2024,09:00,3.09
27-10-2024,10:00,0.47
27-10-2024,11:00,2.44
27-10-2024,12:00,3.84
27-10-2024,13:00,1.84
27-10-2024,14:00,1.8
27-10-2024,15:00,3.69
27-10-2024,16:00,1.57
27-10-2024,17:00,2.49
27-10-2024,18:00,1.89
27-10-2024,19:00,0.8
27-10-2024,20:00,0.09
27-10-2024,21:00,0
27-10-2024,22:00,1.85
27-10-2024,23:00,2.35
