floor,06
location,006
type,Light
17-10-2024,13:00,1.7
17-10-2024,14:00,3.67
17-10-2024,15:00,3.2
17-10-2024,16:00,2.47
17-10-2024,17:00,3.42
17-10-2024,18:00,2.98
17-10-2024,19:00,1.2
17-10-2024,20:00,1.29
17-10-2024,21:00,1.82
17-10-2024,22:00,1.8
17-10-2024,23:00,1.46
18-10-2024,00:00,0.58
18-10-2024,01:00,0.48
18-10-2024,02:00,0.57
18-10-2024,03:00,1.17
18-10-2024,04:00,0.99
18-10-2024,05:00,1.44
18-10-2024,06:00,4.72
18-10-2024,07:00,3.03
18-10-2024,08:00,3.25
18-10-2024,09:00,4.67
18-10-2024,10:00,3.56
18-10-2024,11:00,3.19
18-10-2024,12:00,4.91
18-10-2024,13:00,3.62
18-10-2024,14:00,3.51
18-10-2024,15:00,3.35
18-10-2024,16:00,3.29
18-10-2024,17:00,2.28
18-10-2024,18:00,2.53
18-10-2024,19:00,0.4
18-10-2024,20:00,0.22
18-10-2024,21:00,1.38
18-10-2024,22:00,1.63
18-10-2024,23:00,0.55
19-10-2024,00:00,1.92
19-10-2024,01:00,2.39
19-10-2024,02:00,2.85
19-10-2024,03:00,0.74
19-10-2024,04:00,0.35
19-10-2024,05:00,0
19-10-2024,06:00,2.33
19-10-2024,07:00,3.53
19-10-2024,08:00,4.04
19-10-2024,09:00,2.3
19-10-2024,10:00,2.33
19-10-2024,11:00,2.94
19-10-2024,12:00,3.36
19-10-2024,13:00,3.93
19-10-2024,14:00,3.61
19-10-2024,15:00,2.36
19-10-2024,16:00,4.38
19-10-2024,17:00,1.98
19-10-2024,18:00,1.55
19-10-2024,19:00,0.43
19-10-2024,20:00,2.48
19-10-2024,21:00,1.86
19-10-2024,22:00,0.69
19-10-2024,23:00,0.27
20-10-2024,00:00,0
20-10-2024,01:00,2.1
20-10-2024,02:00,2.95
20-10-2024,03:00,0
20-10-2024,04:00,0.59
20-10-2024,05:00,1.06
20-10-2024,06:00,4.61
20-10-2024,07:00,2.79
20-10-2024,08:00,3.84
20-10-2024,09:00,3.74
20-10-2024,10:00,2.07
20-10-2024,11:00,3.19
20-10-2024,12:00,1.43
20-10-2024,13:00,3.94
20-10-2024,14:00,2.25
20-10-2024,15:00,1.27
20-10-2024,16:00,4.12
20-10-2024,17:00,3.9
20-10-2024,18:00,3.19
20-10-2024,19:00,0.84
20-10-2024,20:00,0.47
20-10-2024,21:00,1.71
20-10-2024,22:00,0.2
20-10-2024,23:00,1.04
21-10-2024,00:00,0.67
21-10-2024,01:00,1.75
21-10-2024,02:00,1.48
21-10-2024,03:00,1.72
21-10-2024,04:00,2.35
21-10-2024,05:00,0.24
21-10-2024,06:00,4.58
21-10-2024,07:00,2.09
21-10-2024,08:00,2.27
21-10-2024,09:00,2.16
21-10-2024,10:00,4.21
21-10-2024,11:00,3.98
21-10-2024,12:00,3.61
21-10-2024,13:00,1.91
21-10-2024,14:00,2.21
21-10-2024,15:00,1.84
21-10-2024,16:00,3.31
21-10-2024,17:00,3.96
21-10-2024,18:00,2.5
21-10-2024,19:00,2.26
21-10-2024,20:00,0.03
21-10-2024,21:00,0
21-10-2024,22:00,1.71
21-10-2024,23:00,2.66
22-10-2024,00:00,1.71
22-10-2024,01:00,0
22-10-2024,02:00,0
22-10-2024,03:00,0.35
22-10-2024,04:00,0.25
22-10-2024,05:00,0.13
22-10-2024,06:00,0.75
22-10-2024,07:00,2.0
22-10-2024,08:00,2.57
22-10-2024,09:00,2.92
22-10-2024,10:00,3.32
22-10-2024,11:00,1.91
22-10-2024,12:00,3.43
22-10-2024,13:00,3.8
22-10-2024,14:00,2.1
22-10-2024,15:00,2.78
22-10-2024,16:00,3.4
22-10-2024,17:00,2.16
22-10-2024,18:00,4.65
22-10-2024,19:00,2.01
22-10-2024,20:00,0
22-10-2024,21:00,2.92
22-10-2024,22:00,1.98
22-10-2024,23:00,2.61
23-10-2024,00:00,1.7
23-10-2024,01:00,0.86
23-10-2024,02:00,1.63
23-10-2024,03:00,-0.0
23-10-2024,04:00,1.96
23-10-2024,05:00,1.04
23-10-2024,06:00,3.31
23-10-2024,07:00,3.75
23-10-2024,08:00,3.52
23-10-2024,09:00,4.5
23-10-2024,10:00,1.97
23-10-2024,11:00,2.05
23-10-2024,12:00,3.86
23-10-2024,13:00,3.18
23-10-2024,14:00,4.26
23-10-2024,15:00,3.05
23-10-2024,16:00,1.59
23-10-2024,17:00,3.63
23-10-2024,18:00,0.7
23-10-2024,19:00,1.06
23-10-2024,20:00,0
23-10-2024,21:00,2.78
23-10-2024,22:00,2.45
23-10-2024,23:00,0.82
24-10-2024,00:00,2.61
24-10-2024,01:00,1.87
24-10-2024,02:00,0.76
24-10-2024,03:00,2.77
24-10-2024,04:00,0.02
24-10-2024,05:00,0.92
24-10-2024,06:00,3.89
24-10-2024,07:00,3.0
24-10-2024,08:00,3.18
24-10-2024,09:00,3.62
24-10-2024,10:00,3.45
24-10-2024,11:00,1.41
24-10-2024,12:00,3.37
24-10-2024,13:00,2.65
24-10-2024,14:00,2.08
24-10-2024,15:00,3.27
24-10-2024,16:00,3.53
24-10-2024,17:00,1.8
24-10-2024,18:00,2.32
24-10-2024,19:00,1.77
24-10-2024,20:00,1.23
24-10-2024,21:00,0.51
24-10-2024,22:00,2.35
24-10-2024,23:00,2.57
25-10-2024,00:00,0
25-10-2024,01:00,1.4
25-10-2024,02:00,3.42
25-10-2024,03:00,1.63
25-10-2024,04:00,0.58
25-10-2024,05:00,0.09
25-10-2024,06:00,2.84
25-10-2024,07:00,4.57
25-10-2024,08:00,4.39
25-10-2024,09:00,2.9
25-10-2024,10:00,3.57
25-10-2024,11:00,2.66
25-10-2024,12:00,2.47
25-10-2024,13:00,3.92
25-10-2024,14:00,1.96
25-10-2024,15:00,2.07
25-10-2024,16:00,3.06
25-10-2024,17:00,0.64
25-10-2024,18:00,3.04
25-10-2024,19:00,2.04
25-10-2024,20:00,0.9
25-10-2024,21:00,1.27
25-10-2024,22:00,2.43
25-10-2024,23:00,0.94
26-10-2024,00:00,0.87
26-10-2024,01:00,0
26-10-2024,02:00,0.29
26-10-2024,03:00,2.82
26-10-2024,04:00,1.15
26-10-2024,05:00,0.84
26-10-2024,06:00,2.8
26-10-2024,07:00,4.17
26-10-2024,08:00,2.61
26-10-2024,09:00,1.11
26-10-2024,10:00,2.64
26-10-2024,11:00,2.39
26-10-2024,12:00,2.86
26-10-2024,13:00,3.52
26-10-2024,14:00,2.89
26-10-2024,15:00,4.46
26-10-2024,16:00,3.43
26-10-2024,17:00,3.78
26-10-2024,18:00,5
26-10-2024,19:00,0.13
26-10-2024,20:00,0.43
26-10-2024,21:00,0
26-10-2024,22:00,1.74
26-10-2024,23:00,1.23
27-10-2024,00:00,0.02
27-10-2024,01:00,1.75
27-10-2024,02:00,2.3
27-10-2024,03:00,0.62
27-10-2024,04:00,0.01
27-10-2024,05:00,0.64
27-10-2024,06:00,3.61
27-10-2024,07:00,2.98
27-10-2024,08:00,3.51
27-10-2024,09:00,3.98
27-10-2024,10:00,5.0
27-10-2024,11:00,3.07
27-10-2024,12:00,5
27-10-2024,13:00,3.31
27-10-2024,14:00,5
27-10-2024,15:00,2.52
27-10-2024,16:00,4.3
27-10-2024,17:00,2.59
27-10-2024,18:00,2.75
27-10-2024,19:00,1.74
27-10-2024,20:00,1.17
27-10-2024,21:00,0.09
27-10-2024,22:00,0.05
27-10-2024,23:00,2.28
28-10-2024,00:00,1.34
28-10-2024,01:00,0.05
28-10-2024,02:00,0
28-10-2024,03:00,1.05
28-10-2024,04:00,1.33
28-10-2024,05:00,0
28-10-2024,06:00,3.46
28-10-2024,07:00,3.94
28-10-2024,08:00,3.33
28-10-2024,09:00,1.84
28-10-2024,10:00,3.56
28-10-2024,11:00,3.05
28-10-2024,12:00,2.13
28-10-2024,13:00,4.07
28-10-2024,14:00,2.2
28-10-2024,15:00,3.12
28-10-2024,16:00,4.3
28-10-2024,17:00,4.38
28-10-2024,18:00,3.17
28-10-2024,19:00,3.29
28-10-2024,20:00,0.64
28-10-2024,21:00,1.51
28-10-2024,22:00,0
28-10-2024,23:00,1.69
29-10-2024,00:00,0.38
29-10-2024,01:00,1.21
29-10-2024,02:00,0.8
29-10-2024,03:00,1.31
29-10-2024,04:00,1.02
29-10-2024,05:00,1.89
29-10-2024,06:00,2.44
29-10-2024,07:00,3.64
29-10-2024,08:00,1.86
29-10-2024,09:00,3.6
29-10-2024,10:00,4.39
29-10-2024,11:00,1.34
29-10-2024,12:00,1.89
29-10-2024,13:00,2.0
29-10-2024,14:00,2.96
29-10-2024,15:00,3.0
29-10-2024,16:00,1.84
29-10-2024,17:00,1.47
29-10-2024,18:00,3.92
29-10-2024,19:00,0.27
29-10-2024,20:00,2.79
29-10-2024,21:00,0.89
29-10-2024,22:00,0
29-10-2024,23:00,1.89
