floor,04
location,001
type,light
01-10-2024,17:00,0.33
01-10-2024,18:00,3.15
01-10-2024,19:00,1.37
01-10-2024,20:00,0
01-10-2024,21:00,2.23
01-10-2024,22:00,1.57
01-10-2024,23:00,1.37
02-10-2024,00:00,0.36
02-10-2024,01:00,0.77
02-10-2024,02:00,1.1
02-10-2024,03:00,0.33
02-10-2024,04:00,0
02-10-2024,05:00,0.74
02-10-2024,06:00,3.23
02-10-2024,07:00,3.41
02-10-2024,08:00,3.43
02-10-2024,09:00,3.37
02-10-2024,10:00,2.84
02-10-2024,11:00,1.13
02-10-2024,12:00,3.1
02-10-2024,13:00,1.24
02-10-2024,14:00,2.26
02-10-2024,15:00,1.65
02-10-2024,16:00,4.27
02-10-2024,17:00,5
02-10-2024,18:00,3.59
02-10-2024,19:00,1.95
02-10-2024,20:00,2.33
02-10-2024,21:00,0.11
02-10-2024,22:00,1.32
02-10-2024,23:00,1.13
03-10-2024,00:00,2.67
03-10-2024,01:00,1.08
03-10-2024,02:00,1.68
03-10-2024,03:00,0.25
03-10-2024,04:00,1.17
03-10-2024,05:00,2.04
03-10-2024,06:00,4.38
03-10-2024,07:00,1.76
03-10-2024,08:00,4.42
03-10-2024,09:00,2.1
03-10-2024,10:00,2.72
03-10-2024,11:00,2.85
03-10-2024,12:00,2.0
03-10-2024,13:00,3.55
03-10-2024,14:00,2.4
03-10-2024,15:00,1.89
03-10-2024,16:00,3.3
03-10-2024,17:00,4.8
03-10-2024,18:00,3.51
03-10-2024,19:00,1.51
03-10-2024,20:00,1.6
03-10-2024,21:00,0
03-10-2024,22:00,2.76
03-10-2024,23:00,0
04-10-2024,00:00,1.11
04-10-2024,01:00,1.22
04-10-2024,02:00,1.56
04-10-2024,03:00,1.6
04-10-2024,04:00,2.87
04-10-2024,05:00,2.29
04-10-2024,06:00,3.3
04-10-2024,07:00,3.28
04-10-2024,08:00,3.91
04-10-2024,09:00,2.89
04-10-2024,10:00,2.11
04-10-2024,11:00,2.48
04-10-2024,12:00,1.09
04-10-2024,13:00,5
04-10-2024,14:00,3.12
04-10-2024,15:00,2.83
04-10-2024,16:00,2.14
04-10-2024,17:00,3.42
04-10-2024,18:00,2.17
04-10-2024,19:00,0.75
04-10-2024,20:00,1.22
04-10-2024,21:00,1.87
04-10-2024,22:00,0
04-10-2024,23:00,0.96
05-10-2024,00:00,0.41
05-10-2024,01:00,1.54
05-10-2024,02:00,1.74
05-10-2024,03:00,1.56
05-10-2024,04:00,1.06
05-10-2024,05:00,0.05
05-10-2024,06:00,2.85
05-10-2024,07:00,2.31
05-10-2024,08:00,2.51
05-10-2024,09:00,3.18
05-10-2024,10:00,2.16
05-10-2024,11:00,2.03
05-10-2024,12:00,3.45
05-10-2024,13:00,2.05
05-10-2024,14:00,1.99
05-10-2024,15:00,3.84
05-10-2024,16:00,2.45
05-10-2024,17:00,3.88
05-10-2024,18:00,3.15
05-10-2024,19:00,0.99
05-10-2024,20:00,0.57
05-10-2024,21:00,2.41
05-10-2024,22:00,2.49
05-10-2024,23:00,2.18
06-10-2024,00:00,2.08
06-10-2024,01:00,1.29
06-10-2024,02:00,1.45
06-10-2024,03:00,0
06-10-2024,04:00,0.97
06-10-2024,05:00,1.33
06-10-2024,06:00,2.81
06-10-2024,07:00,3.42
06-10-2024,08:00,4.08
06-10-2024,09:00,3.7
06-10-2024,10:00,2.71
06-10-2024,11:00,1.16
06-10-2024,12:00,2.21
06-10-2024,13:00,1.63
06-10-2024,14:00,0.81
06-10-2024,15:00,1.83
06-10-2024,16:00,3.41
06-10-2024,17:00,2.57
06-10-2024,18:00,4.99
06-10-2024,19:00,1.53
06-10-2024,20:00,1.98
06-10-2024,21:00,2.59
06-10-2024,22:00,0.07
06-10-2024,23:00,0.53
07-10-2024,00:00,0.72
07-10-2024,01:00,1.93
07-10-2024,02:00,0.44
07-10-2024,03:00,0.74
07-10-2024,04:00,0.91
07-10-2024,05:00,1.7
07-10-2024,06:00,3.92
07-10-2024,07:00,3.68
07-10-2024,08:00,2.78
07-10-2024,09:00,3.73
07-10-2024,10:00,2.76
07-10-2024,11:00,3.02
07-10-2024,12:00,1.41
07-10-2024,13:00,2.7
07-10-2024,14:00,2.07
07-10-2024,15:00,1.86
07-10-2024,16:00,2.9
07-10-2024,17:00,4.26
07-10-2024,18:00,4.02
07-10-2024,19:00,0.07
07-10-2024,20:00,0
07-10-2024,21:00,0.57
07-10-2024,22:00,1.74
07-10-2024,23:00,0.85
08-10-2024,00:00,1.15
08-10-2024,01:00,0.44
08-10-2024,02:00,1.28
08-10-2024,03:00,1.6
08-10-2024,04:00,0.61
08-10-2024,05:00,1.38
08-10-2024,06:00,1.68
08-10-2024,07:00,1.77
08-10-2024,08:00,0.01
08-10-2024,09:00,3.01
08-10-2024,10:00,1.32
08-10-2024,11:00,1.88
08-10-2024,12:00,2.93
08-10-2024,13:00,2.38
08-10-2024,14:00,3.47
08-10-2024,15:00,2.6
08-10-2024,16:00,3.69
08-10-2024,17:00,3.76
08-10-2024,18:00,4.01
08-10-2024,19:00,1.79
08-10-2024,20:00,0
08-10-2024,21:00,0.33
08-10-2024,22:00,1.62
08-10-2024,23:00,3.12
09-10-2024,00:00,2.11
09-10-2024,01:00,1.09
09-10-2024,02:00,1.08
09-10-2024,03:00,1.48
09-10-2024,04:00,1.33
09-10-2024,05:00,1.98
09-10-2024,06:00,2.4
09-10-2024,07:00,4.53
09-10-2024,08:00,2.8
09-10-2024,09:00,2.61
09-10-2024,10:00,2.86
09-10-2024,11:00,3.3
09-10-2024,12:00,2.58
09-10-2024,13:00,2.03
09-10-2024,14:00,1.24
09-10-2024,15:00,3.74
09-10-2024,16:00,3.27
09-10-2024,17:00,4.74
09-10-2024,18:00,3.18
09-10-2024,19:00,2.32
09-10-2024,20:00,0
09-10-2024,21:00,0.57
09-10-2024,22:00,1.33
09-10-2024,23:00,1.71
10-10-2024,00:00,0.02
10-10-2024,01:00,1.27
10-10-2024,02:00,0.53
10-10-2024,03:00,1.57
10-10-2024,04:00,2.87
10-10-2024,05:00,1.46
10-10-2024,06:00,3.08
10-10-2024,07:00,2.82
10-10-2024,08:00,2.28
10-10-2024,09:00,4.12
10-10-2024,10:00,3.06
10-10-2024,11:00,4.25
10-10-2024,12:00,4.12
10-10-2024,13:00,4.26
10-10-2024,14:00,4.55
10-10-2024,15:00,2.83
10-10-2024,16:00,4.65
10-10-2024,17:00,4.03
10-10-2024,18:00,2.3
10-10-2024,19:00,0.9
10-10-2024,20:00,0
10-10-2024,21:00,1.74
10-10-2024,22:00,0.87
10-10-2024,23:00,1.93
11-10-2024,00:00,1.52
11-10-2024,01:00,0.84
11-10-2024,02:00,0.69
11-10-2024,03:00,1.16
11-10-2024,04:00,0.76
11-10-2024,05:00,2.25
11-10-2024,06:00,3.17
11-10-2024,07:00,3.33
11-10-2024,08:00,1.82
11-10-2024,09:00,3.5
11-10-2024,10:00,4.08
11-10-2024,11:00,3.26
11-10-2024,12:00,3.66
11-10-2024,13:00,3.39
11-10-2024,14:00,3.1
11-10-2024,15:00,4.53
11-10-2024,16:00,3.05
11-10-2024,17:00,2.13
11-10-2024,18:00,4.53
11-10-2024,19:00,1.23
11-10-2024,20:00,0.08
11-10-2024,21:00,1.09
11-10-2024,22:00,2.55
11-10-2024,23:00,2.41
12-10-2024,00:00,2.22
12-10-2024,01:00,3.09
12-10-2024,02:00,0
12-10-2024,03:00,0.25
12-10-2024,04:00,0.63
12-10-2024,05:00,0
12-10-2024,06:00,3.8
12-10-2024,07:00,3.82
12-10-2024,08:00,1.91
12-10-2024,09:00,4.86
12-10-2024,10:00,3.36
12-10-2024,11:00,2.45
12-10-2024,12:00,2.71
12-10-2024,13:00,2.62
12-10-2024,14:00,2.22
12-10-2024,15:00,2.43
12-10-2024,16:00,3.41
12-10-2024,17:00,2.6
12-10-2024,18:00,2.74
12-10-2024,19:00,1.17
12-10-2024,20:00,1.98
12-10-2024,21:00,1.14
12-10-2024,22:00,1.24
12-10-2024,23:00,1.85
13-10-2024,00:00,0
13-10-2024,01:00,1.74
13-10-2024,02:00,2.37
13-10-2024,03:00,0.78
13-10-2024,04:00,1.63
13-10-2024,05:00,0
13-10-2024,06:00,3.9
13-10-2024,07:00,1.03
13-10-2024,08:00,3.68
13-10-2024,09:00,2.32
13-10-2024,10:00,2.16
13-10-2024,11:00,3.66
13-10-2024,12:00,2.91
13-10-2024,13:00,2.39
13-10-2024,14:00,2.02
13-10-2024,15:00,4.43
13-10-2024,16:00,3.09
13-10-2024,17:00,2.97
13-10-2024,18:00,2.24
13-10-2024,19:00,1.39
13-10-2024,20:00,0.3
13-10-2024,21:00,0.66
13-10-2024,22:00,0.55
13-10-2024,23:00,1.12
14-10-2024,00:00,0
14-10-2024,01:00,4.27
14-10-2024,02:00,0
14-10-2024,03:00,1.54
14-10-2024,04:00,0.55
14-10-2024,05:00,2.51
14-10-2024,06:00,1.72
14-10-2024,07:00,1.54
14-10-2024,08:00,4.63
14-10-2024,09:00,1.35
14-10-2024,10:00,2.17
14-10-2024,11:00,2.59
14-10-2024,12:00,5
14-10-2024,13:00,2.83
14-10-2024,14:00,4.28
14-10-2024,15:00,2.63
14-10-2024,16:00,2.81
14-10-2024,17:00,2.17
14-10-2024,18:00,2.82
14-10-2024,19:00,0.29
14-10-2024,20:00,1.75
14-10-2024,21:00,1.77
14-10-2024,22:00,0.09
14-10-2024,23:00,0
15-10-2024,00:00,0
15-10-2024,01:00,1.03
15-10-2024,02:00,0.43
15-10-2024,03:00,0
15-10-2024,04:00,1.52
15-10-2024,05:00,0
15-10-2024,06:00,2.94
15-10-2024,07:00,3.56
15-10-2024,08:00,3.84
15-10-2024,09:00,1.63
15-10-2024,10:00,1.71
15-10-2024,11:00,1.65
15-10-2024,12:00,0.81
15-10-2024,13:00,2.67
15-10-2024,14:00,4.31
15-10-2024,15:00,5
15-10-2024,16:00,2.26
15-10-2024,17:00,4.99
15-10-2024,18:00,3.53
15-10-2024,19:00,1.32
15-10-2024,20:00,2.96
15-10-2024,21:00,2.13
15-10-2024,22:00,1.7
15-10-2024,23:00,0.6
16-10-2024,00:00,0.41
16-10-2024,01:00,1.59
16-10-2024,02:00,3.05
16-10-2024,03:00,1.29
16-10-2024,04:00,0.28
16-10-2024,05:00,1.22
16-10-2024,06:00,1.39
16-10-2024,07:00,3.21
16-10-2024,08:00,2.5
16-10-2024,09:00,1.57
16-10-2024,10:00,4.17
16-10-2024,11:00,3.38
16-10-2024,12:00,3.86
16-10-2024,13:00,3.8
16-10-2024,14:00,3.36
16-10-2024,15:00,3.3
16-10-2024,16:00,3.28
16-10-2024,17:00,3.34
16-10-2024,18:00,2.45
16-10-2024,19:00,2.4
16-10-2024,20:00,0
16-10-2024,21:00,1.59
16-10-2024,22:00,1.8
16-10-2024,23:00,0.55
17-10-2024,00:00,1.54
17-10-2024,01:00,0
17-10-2024,02:00,1.59
17-10-2024,03:00,1.88
17-10-2024,04:00,1.5
17-10-2024,05:00,0
17-10-2024,06:00,3.67
17-10-2024,07:00,1.68
17-10-2024,08:00,5
17-10-2024,09:00,4.13
17-10-2024,10:00,2.34
17-10-2024,11:00,3.32
17-10-2024,12:00,3.63
17-10-2024,13:00,2.62
17-10-2024,14:00,4.56
17-10-2024,15:00,5
17-10-2024,16:00,2.79
17-10-2024,17:00,4.25
17-10-2024,18:00,2.45
17-10-2024,19:00,3.73
17-10-2024,20:00,1.68
17-10-2024,21:00,0
17-10-2024,22:00,0.07
17-10-2024,23:00,0.36
18-10-2024,00:00,1.21
18-10-2024,01:00,1.6
18-10-2024,02:00,2.16
18-10-2024,03:00,0.89
18-10-2024,04:00,2.76
18-10-2024,05:00,3.16
18-10-2024,06:00,2.97
18-10-2024,07:00,1.79
18-10-2024,08:00,1.85
18-10-2024,09:00,2.92
18-10-2024,10:00,2.81
18-10-2024,11:00,3.49
18-10-2024,12:00,2.18
18-10-2024,13:00,2.08
18-10-2024,14:00,2.67
18-10-2024,15:00,2.22
18-10-2024,16:00,4.1
18-10-2024,17:00,3.31
18-10-2024,18:00,2.89
18-10-2024,19:00,0.48
18-10-2024,20:00,1.4
18-10-2024,21:00,0.58
18-10-2024,22:00,0
18-10-2024,23:00,1.46
19-10-2024,00:00,2.88
19-10-2024,01:00,1.47
19-10-2024,02:00,0
19-10-2024,03:00,1.49
19-10-2024,04:00,1.89
19-10-2024,05:00,1.92
19-10-2024,06:00,2.41
19-10-2024,07:00,2.0
19-10-2024,08:00,4.76
19-10-2024,09:00,3.17
19-10-2024,10:00,1.88
19-10-2024,11:00,2.9
19-10-2024,12:00,1.72
19-10-2024,13:00,3.37
19-10-2024,14:00,3.14
19-10-2024,15:00,2.94
19-10-2024,16:00,2.26
19-10-2024,17:00,3.99
19-10-2024,18:00,2.83
19-10-2024,19:00,2.98
19-10-2024,20:00,0.68
19-10-2024,21:00,0
19-10-2024,22:00,1.8
19-10-2024,23:00,2.1
20-10-2024,00:00,0.45
20-10-2024,01:00,0
20-10-2024,02:00,1.72
20-10-2024,03:00,3.13
20-10-2024,04:00,0
20-10-2024,05:00,1.59
20-10-2024,06:00,2.89
20-10-2024,07:00,2.22
20-10-2024,08:00,3.61
20-10-2024,09:00,2.82
20-10-2024,10:00,2.92
20-10-2024,11:00,2.01
20-10-2024,12:00,2.38
20-10-2024,13:00,1.0
20-10-2024,14:00,3.6
20-10-2024,15:00,2.54
20-10-2024,16:00,2.78
20-10-2024,17:00,2.28
20-10-2024,18:00,2.68
20-10-2024,19:00,0.12
20-10-2024,20:00,1.46
20-10-2024,21:00,0.99
20-10-2024,22:00,0.66
20-10-2024,23:00,1.49
21-10-2024,00:00,1.45
21-10-2024,01:00,1.53
21-10-2024,02:00,3.21
21-10-2024,03:00,1.28
21-10-2024,04:00,2.05
21-10-2024,05:00,0.35
21-10-2024,06:00,2.99
21-10-2024,07:00,2.69
21-10-2024,08:00,3.21
21-10-2024,09:00,3.23
21-10-2024,10:00,4.33
21-10-2024,11:00,2.45
21-10-2024,12:00,2.78
21-10-2024,13:00,2.64
21-10-2024,14:00,3.12
21-10-2024,15:00,2.62
21-10-2024,16:00,4.49
21-10-2024,17:00,3.28
21-10-2024,18:00,2.69
21-10-2024,19:00,1.46
21-10-2024,20:00,0
21-10-2024,21:00,1.5
21-10-2024,22:00,1.26
21-10-2024,23:00,0.69
22-10-2024,00:00,1.95
22-10-2024,01:00,1.06
22-10-2024,02:00,0.34
22-10-2024,03:00,1.34
22-10-2024,04:00,1.3
22-10-2024,05:00,0.72
22-10-2024,06:00,2.47
22-10-2024,07:00,1.39
22-10-2024,08:00,2.5
22-10-2024,09:00,2.57
22-10-2024,10:00,3.28
22-10-2024,11:00,3.63
22-10-2024,12:00,1.74
22-10-2024,13:00,2.9
22-10-2024,14:00,4.12
22-10-2024,15:00,1.22
22-10-2024,16:00,2.99
22-10-2024,17:00,2.1
22-10-2024,18:00,3.8
22-10-2024,19:00,3.17
22-10-2024,20:00,0.53
22-10-2024,21:00,1.75
22-10-2024,22:00,1.14
22-10-2024,23:00,0
23-10-2024,00:00,1.32
23-10-2024,01:00,0.5
23-10-2024,02:00,1.72
23-10-2024,03:00,0
23-10-2024,04:00,0.62
23-10-2024,05:00,1.94
23-10-2024,06:00,3.32
23-10-2024,07:00,2.4
23-10-2024,08:00,3.34
23-10-2024,09:00,3.71
23-10-2024,10:00,3.23
23-10-2024,11:00,2.97
23-10-2024,12:00,3.8
23-10-2024,13:00,2.42
23-10-2024,14:00,0.55
23-10-2024,15:00,3.35
23-10-2024,16:00,2.51
23-10-2024,17:00,2.38
23-10-2024,18:00,2.51
23-10-2024,19:00,1.25
23-10-2024,20:00,2.89
23-10-2024,21:00,0
23-10-2024,22:00,0.58
23-10-2024,23:00,1.65
24-10-2024,00:00,2.45
24-10-2024,01:00,0.18
24-10-2024,02:00,0.87
24-10-2024,03:00,2.71
24-10-2024,04:00,0.7
24-10-2024,05:00,1.82
24-10-2024,06:00,2.83
24-10-2024,07:00,3.56
24-10-2024,08:00,1.39
24-10-2024,09:00,3.3
24-10-2024,10:00,2.03
24-10-2024,11:00,2.57
24-10-2024,12:00,3.22
24-10-2024,13:00,2.86
24-10-2024,14:00,2.49
24-10-2024,15:00,3.78
24-10-2024,16:00,2.29
24-10-2024,17:00,2.76
24-10-2024,18:00,4.51
24-10-2024,19:00,0.42
24-10-2024,20:00,2.01
24-10-2024,21:00,1.82
24-10-2024,22:00,1.94
24-10-2024,23:00,1.23
25-10-2024,00:00,0.31
25-10-2024,01:00,1.89
25-10-2024,02:00,1.89
25-10-2024,03:00,0.35
25-10-2024,04:00,0.48
25-10-2024,05:00,1.61
25-10-2024,06:00,4.43
25-10-2024,07:00,3.75
25-10-2024,08:00,1.83
25-10-2024,09:00,1.81
25-10-2024,10:00,3.21
25-10-2024,11:00,3.58
25-10-2024,12:00,2.13
25-10-2024,13:00,3.44
25-10-2024,14:00,3.38
25-10-2024,15:00,4.37
25-10-2024,16:00,2.94
25-10-2024,17:00,5
25-10-2024,18:00,2.26
25-10-2024,19:00,0.73
25-10-2024,20:00,2.85
25-10-2024,21:00,0
25-10-2024,22:00,2.26
25-10-2024,23:00,0.2
26-10-2024,00:00,0.65
26-10-2024,01:00,2.16
26-10-2024,02:00,1.26
26-10-2024,03:00,1.31
26-10-2024,04:00,1.53
26-10-2024,05:00,1.1
26-10-2024,06:00,4.64
26-10-2024,07:00,4.14
26-10-2024,08:00,2.9
26-10-2024,09:00,1.87
26-10-2024,10:00,3.94
26-10-2024,11:00,3.19
26-10-2024,12:00,1.19
26-10-2024,13:00,2.0
26-10-2024,14:00,3.85
26-10-2024,15:00,3.19
26-10-2024,16:00,1.81
26-10-2024,17:00,2.57
26-10-2024,18:00,1.34
26-10-2024,19:00,0.18
26-10-2024,20:00,0
26-10-2024,21:00,0.95
26-10-2024,22:00,0
26-10-2024,23:00,0.31
27-10-2024,00:00,0.99
27-10-2024,01:00,1.05
27-10-2024,02:00,0
27-10-2024,03:00,0
27-10-2024,04:00,1.38
27-10-2024,05:00,0.43
27-10-2024,06:00,3.43
27-10-2024,07:00,4.48
27-10-2024,08:00,4.2
27-10-2024,09:00,3.58
27-10-2024,10:00,2.01
27-10-2024,11:00,2.09
27-10-2024,12:00,3.05
27-10-2024,13:00,3.47
27-10-2024,14:00,2.05
27-10-2024,15:00,4.65
27-10-2024,16:00,2.11
27-10-2024,17:00,3.17
27-10-2024,18:00,3.62
27-10-2024,19:00,0.98
27-10-2024,20:00,0
27-10-2024,21:00,3.11
27-10-2024,22:00,0
27-10-2024,23:00,0
