floor,01
location,006
type,Light
02-10-2024,16:00,2.91
02-10-2024,17:00,2.65
02-10-2024,18:00,4.75
02-10-2024,19:00,1.43
02-10-2024,20:00,1.07
02-10-2024,21:00,0.06
02-10-2024,22:00,0.79
02-10-2024,23:00,0
03-10-2024,00:00,2.26
03-10-2024,01:00,0.69
03-10-2024,02:00,1.63
03-10-2024,03:00,0
03-10-2024,04:00,0.29
03-10-2024,05:00,0.62
03-10-2024,06:00,3.54
03-10-2024,07:00,2.47
03-10-2024,08:00,4.02
03-10-2024,09:00,2.62
03-10-2024,10:00,2.95
03-10-2024,11:00,5
03-10-2024,12:00,2.82
03-10-2024,13:00,3.56
03-10-2024,14:00,2.09
03-10-2024,15:00,4.5
03-10-2024,16:00,3.37
03-10-2024,17:00,1.66
03-10-2024,18:00,2.72
03-10-2024,19:00,1.67
03-10-2024,20:00,1.79
03-10-2024,21:00,0.41
03-10-2024,22:00,0.62
03-10-2024,23:00,2.35
04-10-2024,00:00,0.66
04-10-2024,01:00,0.88
04-10-2024,02:00,1.84
04-10-2024,03:00,0
04-10-2024,04:00,1.08
04-10-2024,05:00,0.83
04-10-2024,06:00,2.35
04-10-2024,07:00,2.83
04-10-2024,08:00,3.91
04-10-2024,09:00,3.79
04-10-2024,10:00,2.84
04-10-2024,11:00,2.17
04-10-2024,12:00,0.6
04-10-2024,13:00,3.09
04-10-2024,14:00,4.1
04-10-2024,15:00,2.68
04-10-2024,16:00,2.06
04-10-2024,17:00,3.69
04-10-2024,18:00,3.5
04-10-2024,19:00,2.09
04-10-2024,20:00,0.85
04-10-2024,21:00,0
04-10-2024,22:00,0.43
04-10-2024,23:00,0.63
05-10-2024,00:00,0
05-10-2024,01:00,2.38
05-10-2024,02:00,2.23
05-10-2024,03:00,0.85
05-10-2024,04:00,0.76
05-10-2024,05:00,0.61
05-10-2024,06:00,4.05
05-10-2024,07:00,3.2
05-10-2024,08:00,3.25
05-10-2024,09:00,2.13
05-10-2024,10:00,4.16
05-10-2024,11:00,0.66
05-10-2024,12:00,2.2
05-10-2024,13:00,4.94
05-10-2024,14:00,3.74
05-10-2024,15:00,3.81
05-10-2024,16:00,4.85
05-10-2024,17:00,0.47
05-10-2024,18:00,2.21
05-10-2024,19:00,1.52
05-10-2024,20:00,0.57
05-10-2024,21:00,0.86
05-10-2024,22:00,1.8
05-10-2024,23:00,2.28
06-10-2024,00:00,1.66
06-10-2024,01:00,1.47
06-10-2024,02:00,0.46
06-10-2024,03:00,0
06-10-2024,04:00,1.39
06-10-2024,05:00,1.15
06-10-2024,06:00,2.97
06-10-2024,07:00,2.79
06-10-2024,08:00,1.58
06-10-2024,09:00,3.5
06-10-2024,10:00,3.77
06-10-2024,11:00,3.23
06-10-2024,12:00,1.11
06-10-2024,13:00,5
06-10-2024,14:00,4.9
06-10-2024,15:00,4.77
06-10-2024,16:00,4.45
06-10-2024,17:00,2.85
06-10-2024,18:00,3.27
06-10-2024,19:00,1.63
06-10-2024,20:00,2.25
06-10-2024,21:00,3.58
06-10-2024,22:00,1.83
06-10-2024,23:00,1.39
07-10-2024,00:00,1.71
07-10-2024,01:00,1.06
07-10-2024,02:00,0.87
07-10-2024,03:00,1.16
07-10-2024,04:00,0.55
07-10-2024,05:00,2.23
07-10-2024,06:00,2.82
07-10-2024,07:00,2.88
07-10-2024,08:00,5
07-10-2024,09:00,3.18
07-10-2024,10:00,4.13
07-10-2024,11:00,2.62
07-10-2024,12:00,2.87
07-10-2024,13:00,1.53
07-10-2024,14:00,2.38
07-10-2024,15:00,1.58
07-10-2024,16:00,2.58
07-10-2024,17:00,3.98
07-10-2024,18:00,3.33
07-10-2024,19:00,1.07
07-10-2024,20:00,0.71
07-10-2024,21:00,0.11
07-10-2024,22:00,0.33
07-10-2024,23:00,1.32
08-10-2024,00:00,2.39
08-10-2024,01:00,1.83
08-10-2024,02:00,0
08-10-2024,03:00,0
08-10-2024,04:00,2.14
08-10-2024,05:00,3.68
08-10-2024,06:00,2.66
08-10-2024,07:00,5
08-10-2024,08:00,5
08-10-2024,09:00,3.07
08-10-2024,10:00,2.36
08-10-2024,11:00,3.2
08-10-2024,12:00,2.17
08-10-2024,13:00,3.99
08-10-2024,14:00,2.92
08-10-2024,15:00,3.18
08-10-2024,16:00,2.67
08-10-2024,17:00,2.53
08-10-2024,18:00,5
08-10-2024,19:00,0.78
08-10-2024,20:00,2.57
08-10-2024,21:00,2.42
08-10-2024,22:00,1.07
08-10-2024,23:00,0.69
09-10-2024,00:00,0.33
09-10-2024,01:00,0.58
09-10-2024,02:00,1.4
09-10-2024,03:00,0.18
09-10-2024,04:00,1.88
09-10-2024,05:00,1.01
09-10-2024,06:00,2.97
09-10-2024,07:00,4.07
09-10-2024,08:00,0.74
09-10-2024,09:00,2.62
09-10-2024,10:00,2.64
09-10-2024,11:00,3.02
09-10-2024,12:00,4.21
09-10-2024,13:00,3.57
09-10-2024,14:00,4.43
09-10-2024,15:00,3.48
09-10-2024,16:00,2.16
09-10-2024,17:00,3.11
09-10-2024,18:00,3.29
09-10-2024,19:00,1.51
09-10-2024,20:00,0.46
09-10-2024,21:00,0.54
09-10-2024,22:00,0.63
09-10-2024,23:00,2.36
10-10-2024,00:00,3.07
10-10-2024,01:00,1.96
10-10-2024,02:00,0.31
10-10-2024,03:00,1.15
10-10-2024,04:00,0.39
10-10-2024,05:00,0.75
10-10-2024,06:00,2.07
10-10-2024,07:00,3.49
10-10-2024,08:00,4.32
10-10-2024,09:00,2.46
10-10-2024,10:00,3.75
10-10-2024,11:00,1.82
10-10-2024,12:00,3.24
10-10-2024,13:00,4.53
10-10-2024,14:00,2.55
10-10-2024,15:00,3.0
10-10-2024,16:00,3.41
10-10-2024,17:00,0.81
10-10-2024,18:00,2.25
10-10-2024,19:00,1.45
10-10-2024,20:00,2.06
10-10-2024,21:00,0.89
10-10-2024,22:00,0.76
10-10-2024,23:00,0.99
11-10-2024,00:00,0.5
11-10-2024,01:00,1.21
11-10-2024,02:00,0.33
11-10-2024,03:00,0.16
11-10-2024,04:00,1.69
11-10-2024,05:00,1.06
11-10-2024,06:00,2.93
11-10-2024,07:00,2.58
11-10-2024,08:00,2.44
11-10-2024,09:00,4.81
11-10-2024,10:00,2.57
11-10-2024,11:00,3.12
11-10-2024,12:00,3.42
11-10-2024,13:00,3.75
11-10-2024,14:00,2.51
11-10-2024,15:00,2.12
11-10-2024,16:00,2.52
11-10-2024,17:00,4.48
11-10-2024,18:00,2.99
11-10-2024,19:00,0.3
11-10-2024,20:00,1.79
11-10-2024,21:00,2.09
11-10-2024,22:00,1.49
11-10-2024,23:00,1.11
12-10-2024,00:00,1.68
12-10-2024,01:00,0.06
12-10-2024,02:00,2.07
12-10-2024,03:00,1.01
12-10-2024,04:00,0.13
12-10-2024,05:00,1.62
12-10-2024,06:00,2.54
12-10-2024,07:00,3.23
12-10-2024,08:00,5
12-10-2024,09:00,3.97
12-10-2024,10:00,3.41
12-10-2024,11:00,3.96
12-10-2024,12:00,1.78
12-10-2024,13:00,2.53
12-10-2024,14:00,2.57
12-10-2024,15:00,3.15
12-10-2024,16:00,2.86
12-10-2024,17:00,4.9
12-10-2024,18:00,2.94
12-10-2024,19:00,0.49
12-10-2024,20:00,1.52
12-10-2024,21:00,3.71
12-10-2024,22:00,0
12-10-2024,23:00,0.37
13-10-2024,00:00,0.04
13-10-2024,01:00,2.1
13-10-2024,02:00,1.87
13-10-2024,03:00,2.11
13-10-2024,04:00,0.0
13-10-2024,05:00,2.03
13-10-2024,06:00,2.45
13-10-2024,07:00,3.23
13-10-2024,08:00,3.03
13-10-2024,09:00,4.25
13-10-2024,10:00,3.38
13-10-2024,11:00,4.22
13-10-2024,12:00,3.66
13-10-2024,13:00,2.12
13-10-2024,14:00,4.32
13-10-2024,15:00,2.54
13-10-2024,16:00,2.69
13-10-2024,17:00,1.72
13-10-2024,18:00,3.26
13-10-2024,19:00,0.18
13-10-2024,20:00,0.37
13-10-2024,21:00,0.56
13-10-2024,22:00,1.36
13-10-2024,23:00,1.41
14-10-2024,00:00,0
14-10-2024,01:00,0.33
14-10-2024,02:00,0.48
14-10-2024,03:00,0.48
14-10-2024,04:00,1.47
14-10-2024,05:00,0.26
14-10-2024,06:00,3.6
14-10-2024,07:00,4.87
14-10-2024,08:00,1.7
14-10-2024,09:00,2.27
14-10-2024,10:00,2.27
14-10-2024,11:00,1.83
14-10-2024,12:00,2.92
14-10-2024,13:00,3.18
14-10-2024,14:00,3.64
14-10-2024,15:00,1.99
14-10-2024,16:00,4.7
14-10-2024,17:00,3.04
14-10-2024,18:00,4.2
14-10-2024,19:00,3.46
14-10-2024,20:00,1.52
14-10-2024,21:00,1.24
14-10-2024,22:00,0.5
14-10-2024,23:00,0.18
15-10-2024,00:00,1.7
15-10-2024,01:00,0.32
15-10-2024,02:00,0
15-10-2024,03:00,0.48
15-10-2024,04:00,0.81
15-10-2024,05:00,0.49
15-10-2024,06:00,3.15
15-10-2024,07:00,2.82
15-10-2024,08:00,4.2
15-10-2024,09:00,2.91
15-10-2024,10:00,2.75
15-10-2024,11:00,3.74
15-10-2024,12:00,3.52
15-10-2024,13:00,3.51
15-10-2024,14:00,2.83
15-10-2024,15:00,2.91
15-10-2024,16:00,3.15
15-10-2024,17:00,3.63
15-10-2024,18:00,0.8
15-10-2024,19:00,2.8
15-10-2024,20:00,0.3
15-10-2024,21:00,0.82
15-10-2024,22:00,0
15-10-2024,23:00,1.42
16-10-2024,00:00,2.68
16-10-2024,01:00,0.66
16-10-2024,02:00,0
16-10-2024,03:00,2.39
16-10-2024,04:00,0.96
16-10-2024,05:00,1.2
16-10-2024,06:00,2.15
16-10-2024,07:00,2.46
16-10-2024,08:00,3.52
16-10-2024,09:00,4.64
16-10-2024,10:00,3.13
16-10-2024,11:00,3.3
16-10-2024,12:00,4.27
16-10-2024,13:00,3.4
16-10-2024,14:00,5
16-10-2024,15:00,2.77
16-10-2024,16:00,3.7
16-10-2024,17:00,2.75
16-10-2024,18:00,4.23
16-10-2024,19:00,0.6
16-10-2024,20:00,0.17
16-10-2024,21:00,0
16-10-2024,22:00,2.02
16-10-2024,23:00,1.02
17-10-2024,00:00,1.21
17-10-2024,01:00,0
17-10-2024,02:00,1.65
17-10-2024,03:00,1.04
17-10-2024,04:00,0
17-10-2024,05:00,1.16
17-10-2024,06:00,3.29
17-10-2024,07:00,3.45
17-10-2024,08:00,3.32
17-10-2024,09:00,1.87
17-10-2024,10:00,4.66
17-10-2024,11:00,5
17-10-2024,12:00,3.62
17-10-2024,13:00,3.72
17-10-2024,14:00,3.91
17-10-2024,15:00,4.02
17-10-2024,16:00,3.8
17-10-2024,17:00,3.07
17-10-2024,18:00,2.31
17-10-2024,19:00,0.79
17-10-2024,20:00,1.88
17-10-2024,21:00,0.65
17-10-2024,22:00,0.54
17-10-2024,23:00,2.32
18-10-2024,00:00,1.73
18-10-2024,01:00,1.25
18-10-2024,02:00,2.8
18-10-2024,03:00,0
18-10-2024,04:00,0.78
18-10-2024,05:00,1.01
18-10-2024,06:00,2.53
18-10-2024,07:00,3.38
18-10-2024,08:00,3.63
18-10-2024,09:00,0.48
18-10-2024,10:00,1.2
18-10-2024,11:00,1.98
18-10-2024,12:00,5
18-10-2024,13:00,3.62
18-10-2024,14:00,5
18-10-2024,15:00,3.03
18-10-2024,16:00,5
18-10-2024,17:00,2.76
18-10-2024,18:00,4.37
18-10-2024,19:00,0
18-10-2024,20:00,0.13
18-10-2024,21:00,1.22
18-10-2024,22:00,2.3
18-10-2024,23:00,2.54
19-10-2024,00:00,0.43
19-10-2024,01:00,1.9
19-10-2024,02:00,0.75
19-10-2024,03:00,0.61
19-10-2024,04:00,0.99
19-10-2024,05:00,0.24
19-10-2024,06:00,2.29
19-10-2024,07:00,2.4
19-10-2024,08:00,5
19-10-2024,09:00,2.57
19-10-2024,10:00,1.97
19-10-2024,11:00,2.94
19-10-2024,12:00,4.7
19-10-2024,13:00,3.59
19-10-2024,14:00,3.87
19-10-2024,15:00,1.74
19-10-2024,16:00,1.38
19-10-2024,17:00,2.57
19-10-2024,18:00,3.46
19-10-2024,19:00,1.1
19-10-2024,20:00,1.48
19-10-2024,21:00,0
19-10-2024,22:00,0
19-10-2024,23:00,2.12
20-10-2024,00:00,0.69
20-10-2024,01:00,0
20-10-2024,02:00,0.7
20-10-2024,03:00,0.18
20-10-2024,04:00,0.14
20-10-2024,05:00,0.63
20-10-2024,06:00,1.78
20-10-2024,07:00,1.52
20-10-2024,08:00,2.98
20-10-2024,09:00,1.73
20-10-2024,10:00,1.09
20-10-2024,11:00,1.96
20-10-2024,12:00,2.04
20-10-2024,13:00,4.09
20-10-2024,14:00,3.08
20-10-2024,15:00,4.06
20-10-2024,16:00,3.52
20-10-2024,17:00,5
20-10-2024,18:00,3.17
20-10-2024,19:00,2.47
20-10-2024,20:00,0.5
20-10-2024,21:00,2.2
20-10-2024,22:00,1.84
20-10-2024,23:00,2.01
21-10-2024,00:00,0
21-10-2024,01:00,1.97
21-10-2024,02:00,0.9
21-10-2024,03:00,0.41
21-10-2024,04:00,0.71
21-10-2024,05:00,2.84
21-10-2024,06:00,1.65
21-10-2024,07:00,3.1
21-10-2024,08:00,4.38
21-10-2024,09:00,1.67
21-10-2024,10:00,2.5
21-10-2024,11:00,3.07
21-10-2024,12:00,3.03
21-10-2024,13:00,4.3
21-10-2024,14:00,4.0
21-10-2024,15:00,4.57
21-10-2024,16:00,3.08
21-10-2024,17:00,3.77
21-10-2024,18:00,1.99
21-10-2024,19:00,0
21-10-2024,20:00,1.08
21-10-2024,21:00,0.8
21-10-2024,22:00,2.16
21-10-2024,23:00,1.74
22-10-2024,00:00,0.05
22-10-2024,01:00,1.37
22-10-2024,02:00,0.14
22-10-2024,03:00,1.8
22-10-2024,04:00,1.24
22-10-2024,05:00,1.57
22-10-2024,06:00,4.61
22-10-2024,07:00,3.14
22-10-2024,08:00,2.93
22-10-2024,09:00,2.38
22-10-2024,10:00,2.93
22-10-2024,11:00,4.13
22-10-2024,12:00,4.19
22-10-2024,13:00,3.5
22-10-2024,14:00,1.25
22-10-2024,15:00,4.22
22-10-2024,16:00,1.27
22-10-2024,17:00,3.06
22-10-2024,18:00,4.39
22-10-2024,19:00,0.29
22-10-2024,20:00,0.39
22-10-2024,21:00,0.04
22-10-2024,22:00,0.97
22-10-2024,23:00,0.87
23-10-2024,00:00,1.07
23-10-2024,01:00,0
23-10-2024,02:00,1.13
23-10-2024,03:00,0.84
23-10-2024,04:00,1.25
23-10-2024,05:00,0.8
23-10-2024,06:00,2.55
23-10-2024,07:00,0.89
23-10-2024,08:00,2.15
23-10-2024,09:00,1.44
23-10-2024,10:00,2.69
23-10-2024,11:00,1.46
23-10-2024,12:00,3.4
23-10-2024,13:00,2.49
23-10-2024,14:00,2.98
23-10-2024,15:00,3.07
23-10-2024,16:00,2.43
23-10-2024,17:00,3.96
23-10-2024,18:00,3.16
23-10-2024,19:00,0.34
23-10-2024,20:00,0.76
23-10-2024,21:00,0.29
23-10-2024,22:00,2.09
23-10-2024,23:00,0.16
24-10-2024,00:00,1.95
24-10-2024,01:00,0.5
24-10-2024,02:00,0.1
24-10-2024,03:00,2.84
24-10-2024,04:00,0.17
24-10-2024,05:00,2.03
24-10-2024,06:00,2.8
24-10-2024,07:00,2.29
24-10-2024,08:00,2.76
24-10-2024,09:00,2.28
24-10-2024,10:00,3.7
24-10-2024,11:00,3.73
24-10-2024,12:00,1.75
24-10-2024,13:00,3.61
24-10-2024,14:00,2.24
24-10-2024,15:00,2.87
24-10-2024,16:00,2.43
24-10-2024,17:00,3.05
24-10-2024,18:00,1.27
24-10-2024,19:00,0
24-10-2024,20:00,2.31
24-10-2024,21:00,1.17
24-10-2024,22:00,0.21
24-10-2024,23:00,1.23
25-10-2024,00:00,1.5
25-10-2024,01:00,1.84
25-10-2024,02:00,0.73
25-10-2024,03:00,1.85
25-10-2024,04:00,0
25-10-2024,05:00,1.09
25-10-2024,06:00,3.65
25-10-2024,07:00,2.99
25-10-2024,08:00,4.63
25-10-2024,09:00,4.12
25-10-2024,10:00,3.77
25-10-2024,11:00,2.39
25-10-2024,12:00,2.92
25-10-2024,13:00,4.27
25-10-2024,14:00,1.7
25-10-2024,15:00,3.16
25-10-2024,16:00,1.67
25-10-2024,17:00,1.84
25-10-2024,18:00,2.37
25-10-2024,19:00,0.46
25-10-2024,20:00,0
25-10-2024,21:00,0.4
25-10-2024,22:00,1.73
25-10-2024,23:00,0.88
26-10-2024,00:00,1.65
26-10-2024,01:00,1.24
26-10-2024,02:00,1.27
26-10-2024,03:00,1.86
26-10-2024,04:00,1.58
26-10-2024,05:00,1.62
26-10-2024,06:00,3.2
26-10-2024,07:00,2.78
26-10-2024,08:00,3.11
26-10-2024,09:00,2.56
26-10-2024,10:00,4.31
26-10-2024,11:00,1.08
26-10-2024,12:00,2.33
26-10-2024,13:00,2.79
26-10-2024,14:00,1.37
26-10-2024,15:00,2.32
26-10-2024,16:00,3.39
26-10-2024,17:00,2.27
26-10-2024,18:00,2.01
26-10-2024,19:00,1.72
26-10-2024,20:00,1.76
26-10-2024,21:00,0
26-10-2024,22:00,1.03
26-10-2024,23:00,0.66
27-10-2024,00:00,0.57
27-10-2024,01:00,1.23
27-10-2024,02:00,1.53
27-10-2024,03:00,0.11
27-10-2024,04:00,0.44
27-10-2024,05:00,2.2
27-10-2024,06:00,3.12
27-10-2024,07:00,3.2
27-10-2024,08:00,4.05
27-10-2024,09:00,2.23
27-10-2024,10:00,2.55
27-10-2024,11:00,1.89
27-10-2024,12:00,3.19
27-10-2024,13:00,1.55
27-10-2024,14:00,2.82
27-10-2024,15:00,2.9
27-10-2024,16:00,2.68
27-10-2024,17:00,2.21
27-10-2024,18:00,3.89
27-10-2024,19:00,0.36
27-10-2024,20:00,0.13
27-10-2024,21:00,1.14
27-10-2024,22:00,0.46
27-10-2024,23:00,0.07
28-10-2024,00:00,0.57
28-10-2024,01:00,1.57
28-10-2024,02:00,1.47
28-10-2024,03:00,0
28-10-2024,04:00,1.53
28-10-2024,05:00,2.75
28-10-2024,06:00,3.85
28-10-2024,07:00,2.96
28-10-2024,08:00,3.83
28-10-2024,09:00,2.21
28-10-2024,10:00,2.3
28-10-2024,11:00,2.29
28-10-2024,12:00,3.73
28-10-2024,13:00,2.57
28-10-2024,14:00,3.78
28-10-2024,15:00,2.55
28-10-2024,16:00,5
28-10-2024,17:00,3.95
28-10-2024,18:00,1.29
28-10-2024,19:00,0.81
28-10-2024,20:00,2.25
28-10-2024,21:00,1.3
28-10-2024,22:00,2.6
28-10-2024,23:00,2.03
29-10-2024,00:00,1.56
29-10-2024,01:00,2.07
29-10-2024,02:00,1.69
29-10-2024,03:00,1.59
29-10-2024,04:00,0.23
29-10-2024,05:00,0
29-10-2024,06:00,3.46
29-10-2024,07:00,3.06
29-10-2024,08:00,3.46
29-10-2024,09:00,3.55
29-10-2024,10:00,1.81
29-10-2024,11:00,2.58
29-10-2024,12:00,3.19
29-10-2024,13:00,2.83
29-10-2024,14:00,4.65
29-10-2024,15:00,0.73
29-10-2024,16:00,1.1
29-10-2024,17:00,4.27
29-10-2024,18:00,3.42
29-10-2024,19:00,0.91
29-10-2024,20:00,0.55
29-10-2024,21:00,2.03
29-10-2024,22:00,1.67
29-10-2024,23:00,2.99
